s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL18292	15089236	BFL_8	4196	ENSLOCG00000012107	3102020	LG15	7265	M	M
BL18524	19968699	BFL_8	4264	ENSLOCG00000012147	3361965	LG15	7267	M	M
BL21265	21585255	BFL_8	4288	ENSLOCG00000012600	5298528	LG15	7292	M	M
BL18195	13590806	BFL_8	4163	ENSLOCG00000005340	3567435	LG24	7492	M	M
BL18543	20449629	BFL_8	4269	ENSLOCG00000006741	5107463	LG24	7507	M	M
BL21250	21978395	BFL_8	4291	ENSLOCG00000004208	1212680	LG24	7478	M	M
BL13165	23369584	BFL_8	4303	ENSLOCG00000004589	1888598	LG24	7483	M	M
BL11979	791260	BFL_8	3979	ENSLOCG00000000454	6880	LG28	7553	M	M
BL18357	16313918	BFL_8	4216	ENSLOCG00000001541	866054	LG28	7565	M	M
BL08827	2599217	BFL_9	4330	ENSLOCG00000003221	9181789	LG4	45	K	K
BL21015	8152935	BFL_9	4392	ENSLOCG00000012025	51153711	LG4	300	K	K
BL23380	10263700	BFL_9	4425	ENSLOCG00000002084	4364782	LG4	20	K	K
BL13548	21299195	BFL_9	4593	ENSLOCG00000009502	26510442	LG4	188	K	K
BL13514	21727432	BFL_9	4605	ENSLOCG00000007925	19334951	LG4	135	K	K
BL08404	23012512	BFL_9	4633	ENSLOCG00000007682	18795719	LG4	126	K	K
BL08836	2397580	BFL_9	4327	ENSLOCG00000017002	56136672	LG1	868	K	K
BL08826	2604304	BFL_9	4331	ENSLOCG00000016938	53142117	LG1	849	K	K
BL16339	3145906	BFL_9	4332	ENSLOCG00000017243	65202111	LG1	955	K	K
BL16326	3574005	BFL_9	4333	ENSLOCG00000016542	39572025	LG1	745	K	K
BL20835	4764913	BFL_9	4342	ENSLOCG00000016596	40873442	LG1	754	K	K
BL20860	5011080	BFL_9	4346	ENSLOCG00000017242	65152175	LG1	954	K	K
BL20874	5082570	BFL_9	4347	ENSLOCG00000016603	40977448	LG1	757	K	K
BL20875	5102629	BFL_9	4348	ENSLOCG00000016943	53302878	LG1	851	K	K
BL20877	5149525	BFL_9	4350	ENSLOCG00000016602	40932810	LG1	756	K	K
BL20900	5448130	BFL_9	4353	ENSLOCG00000017138	59785976	LG1	906	K	K
BL20903	5539679	BFL_9	4354	ENSLOCG00000017136	59708765	LG1	905	K	K
BL20937	6698332	BFL_9	4363	ENSLOCG00000015882	17596688	LG1	593	K	K
BL20938	6711897	BFL_9	4364	ENSLOCG00000017114	59476122	LG1	899	K	K
BL20944	6868380	BFL_9	4366	ENSLOCG00000017084	58682547	LG1	891	K	K
BL20945	6896314	BFL_9	4367	ENSLOCG00000016370	31184177	LG1	699	K	K
BL20974	7343166	BFL_9	4376	ENSLOCG00000016258	28070693	LG1	673	K	K
BL20990	7622755	BFL_9	4379	ENSLOCG00000016561	40032118	LG1	747	K	K
BL21011	8000047	BFL_9	4389	ENSLOCG00000016607	41227972	LG1	761	K	K
BL21012	8060211	BFL_9	4390	ENSLOCG00000016906	52028252	LG1	837	K	K
BL23321	8911404	BFL_9	4405	ENSLOCG00000015883	17633868	LG1	594	K	K
BL23324	8929694	BFL_9	4407	ENSLOCG00000016930	52844085	LG1	845	K	K
BL23336	9151943	BFL_9	4410	ENSLOCG00000016129	24789914	LG1	641	K	K
BL23338	9218339	BFL_9	4411	ENSLOCG00000016260	28098940	LG1	674	K	K
BL23340	9245734	BFL_9	4412	ENSLOCG00000016901	51873625	LG1	834	K	K
BL23342	9277130	BFL_9	4414	ENSLOCG00000016120	24115253	LG1	640	K	K
BL23345	9389493	BFL_9	4415	ENSLOCG00000017024	56459068	LG1	874	K	K
BL23359	9651161	BFL_9	4419	ENSLOCG00000017071	58208792	LG1	887	K	K
BL23381	10285299	BFL_9	4426	ENSLOCG00000016536	38331207	LG1	743	K	K
BL23394	10433736	BFL_9	4433	ENSLOCG00000015707	13789003	LG1	561	K	K
BL23429	11191499	BFL_9	4437	ENSLOCG00000016856	50079958	LG1	816	K	K
BL23430	11223177	BFL_9	4438	ENSLOCG00000016959	54556381	LG1	857	K	K
BL23442	11388004	BFL_9	4443	ENSLOCG00000015741	14196551	LG1	563	K	K
BL23445	11472895	BFL_9	4444	ENSLOCG00000016904	51948868	LG1	836	K	K
BL23449	11510640	BFL_9	4446	ENSLOCG00000016928	52845165	LG1	846	K	K
BL23459	11772007	BFL_9	4447	ENSLOCG00000015821	15816927	LG1	584	K	K
BL23472	12045099	BFL_9	4451	ENSLOCG00000016985	55567428	LG1	862	K	K
BL23474	12060567	BFL_9	4452	ENSLOCG00000017061	57680247	LG1	884	K	K
BL23478	12125602	BFL_9	4456	ENSLOCG00000017125	59551962	LG1	901	K	K
BL23479	12135480	BFL_9	4457	ENSLOCG00000017126	59554284	LG1	902	K	K
BL23482	12158755	BFL_9	4459	ENSLOCG00000016992	55915049	LG1	865	K	K
BL23484	12169537	BFL_9	4461	ENSLOCG00000016263	28162557	LG1	675	K	K
BL23501	12430315	BFL_9	4467	ENSLOCG00000015803	15146895	LG1	579	K	K
BL23506	12494073	BFL_9	4468	ENSLOCG00000016953	53626556	LG1	855	K	K
BL23522	12728885	BFL_9	4475	ENSLOCG00000017004	56139465	LG1	869	K	K
BL23525	12780358	BFL_9	4476	ENSLOCG00000016501	37256023	LG1	733	K	K
BL23529	12837506	BFL_9	4479	ENSLOCG00000016588	40639230	LG1	752	K	K
BL23533	12877326	BFL_9	4481	ENSLOCG00000017152	60077726	LG1	910	K	K
BL23535	12897910	BFL_9	4483	ENSLOCG00000017151	59947909	LG1	909	K	K
BL23539	12974914	BFL_9	4484	ENSLOCG00000016528	38040278	LG1	740	K	K
BL23540	12980341	BFL_9	4485	ENSLOCG00000017146	59873746	LG1	907	K	K
BL23543	13013406	BFL_9	4487	ENSLOCG00000017074	58387078	LG1	889	K	K
BL23556	13348442	BFL_9	4491	ENSLOCG00000016251	27827354	LG1	671	K	K
BL23587	13757925	BFL_9	4499	ENSLOCG00000015784	14826571	LG1	574	K	K
BL06708	14496978	BFL_9	4513	ENSLOCG00000015816	15530478	LG1	582	K	K
BL06707	14566751	BFL_9	4514	ENSLOCG00000015813	15570831	LG1	583	K	K
BL06701	14660470	BFL_9	4517	ENSLOCG00000017105	59294558	LG1	898	K	K
BL06531	16774296	BFL_9	4524	ENSLOCG00000016969	54907397	LG1	859	K	K
BL07160	16815903	BFL_9	4525	ENSLOCG00000016191	26222978	LG1	652	K	K
BL06535	16825259	BFL_9	4526	ENSLOCG00000016188	26218425	LG1	651	K	K
BL06546	16950207	BFL_9	4528	ENSLOCG00000015746	14310637	LG1	565	K	K
BL06552	17097675	BFL_9	4529	ENSLOCG00000017252	66180284	LG1	959	K	K
BL06579	17497488	BFL_9	4535	ENSLOCG00000017155	60276956	LG1	911	K	K
BL06580	17523940	BFL_9	4536	ENSLOCG00000016685	44035130	LG1	783	K	K
BL06585	17651942	BFL_9	4538	ENSLOCG00000016605	41045827	LG1	759	K	K
BL06612	18106363	BFL_9	4540	ENSLOCG00000017133	59616789	LG1	904	K	K
BL06614	18168513	BFL_9	4541	ENSLOCG00000017058	57576722	LG1	882	K	K
BL06634	18420319	BFL_9	4542	ENSLOCG00000016989	55708370	LG1	864	K	K
BL06637	18494748	BFL_9	4543	ENSLOCG00000016593	40658490	LG1	753	K	K
BL13710	18953373	BFL_9	4548	ENSLOCG00000016531	38127505	LG1	741	K	K
BL13698	19142906	BFL_9	4552	ENSLOCG00000017220	63829547	LG1	944	K	K
BL13637	20101257	BFL_9	4559	ENSLOCG00000015811	15241286	LG1	581	K	K
BL13625	20243211	BFL_9	4561	ENSLOCG00000016850	49887973	LG1	814	K	K
BL13623	20284240	BFL_9	4563	ENSLOCG00000016852	49987038	LG1	815	K	K
BL13617	20430834	BFL_9	4566	ENSLOCG00000017063	57700931	LG1	885	K	K
BL13584	20823687	BFL_9	4576	ENSLOCG00000016153	25163474	LG1	644	K	K
BL13583	20850038	BFL_9	4577	ENSLOCG00000016934	52876653	LG1	847	K	K
BL13582	20858979	BFL_9	4578	ENSLOCG00000017066	58078277	LG1	886	K	K
BL13567	21066459	BFL_9	4585	ENSLOCG00000017270	67303156	LG1	965	K	K
BL13560	21120912	BFL_9	4589	ENSLOCG00000015786	14956833	LG1	575	K	K
BL13530	21517908	BFL_9	4596	ENSLOCG00000016582	40451863	LG1	750	K	K
BL13529	21550081	BFL_9	4597	ENSLOCG00000016579	40445208	LG1	749	K	K
BL13523	21619101	BFL_9	4600	ENSLOCG00000016585	40532281	LG1	751	K	K
BL13517	21704378	BFL_9	4602	ENSLOCG00000017148	59881144	LG1	908	K	K
BL13516	21712075	BFL_9	4603	ENSLOCG00000017090	58783832	LG1	893	K	K
BL13515	21721616	BFL_9	4604	ENSLOCG00000017096	58797906	LG1	894	K	K
BL13512	21735646	BFL_9	4606	ENSLOCG00000017007	56192581	LG1	872	K	K
BL13502	21809878	BFL_9	4609	ENSLOCG00000017158	60321975	LG1	913	K	K
BL13491	21849933	BFL_9	4612	ENSLOCG00000016253	27836976	LG1	672	K	K
BL08361	22054504	BFL_9	4618	ENSLOCG00000016140	24978862	LG1	642	K	K
BL08405	23013140	BFL_9	4634	ENSLOCG00000016944	53361567	LG1	852	K	K
BL00055	24197084	BFL_9	4643	ENSLOCG00000015743	14211750	LG1	564	K	K
BL00039	24525122	BFL_9	4649	ENSLOCG00000017156	60277561	LG1	912	K	K
BL00030	25017862	BFL_9	4651	ENSLOCG00000017219	63762333	LG1	943	K	K
BL21006	7929808	BFL_9	4387	ENSLOCG00000014824	67682172	LG2	1477	K	K
BL06559	17185773	BFL_9	4530	ENSLOCG00000017966	5251721	LG2	1004	K	K
BL00048	24306367	BFL_9	4647	ENSLOCG00000006614	16936102	LG2	1103	K	K
BL08828	2566296	BFL_9	4329	ENSLOCG00000007209	11077622	LG3	1609	K	K
BL20805	4227082	BFL_9	4339	ENSLOCG00000007612	12161862	LG3	1619	K	K
BL20876	5126098	BFL_9	4349	ENSLOCG00000007103	10757915	LG3	1604	K	K
BL20878	5170899	BFL_9	4351	ENSLOCG00000008798	15414889	LG3	1659	K	K
BL20922	6176833	BFL_9	4357	ENSLOCG00000008539	14531297	LG3	1649	K	K
BL20926	6271996	BFL_9	4358	ENSLOCG00000008998	17986465	LG3	1669	K	K
BL20991	7669992	BFL_9	4380	ENSLOCG00000005030	6872961	LG3	1562	K	K
BL21007	7933342	BFL_9	4388	ENSLOCG00000006088	9384924	LG3	1584	K	K
BL21014	8095699	BFL_9	4391	ENSLOCG00000003527	4436044	LG3	1532	K	K
BL21023	8217532	BFL_9	4396	ENSLOCG00000003622	4586429	LG3	1533	K	K
BL23305	8590421	BFL_9	4398	ENSLOCG00000008983	17587219	LG3	1668	K	K
BL23363	9724586	BFL_9	4421	ENSLOCG00000009042	18019149	LG3	1672	K	K
BL23367	9821792	BFL_9	4423	ENSLOCG00000005079	7011663	LG3	1563	K	K
BL23371	9856664	BFL_9	4424	ENSLOCG00000003780	4858062	LG3	1536	K	K
BL23390	10397823	BFL_9	4431	ENSLOCG00000002878	3881140	LG3	1514	K	K
BL23427	11178099	BFL_9	4436	ENSLOCG00000009152	18366071	LG3	1673	K	K
BL23435	11257863	BFL_9	4439	ENSLOCG00000002074	1717852	LG3	1505	K	K
BL23437	11285940	BFL_9	4440	ENSLOCG00000007164	11037984	LG3	1607	K	K
BL23462	11791729	BFL_9	4448	ENSLOCG00000002020	1680555	LG3	1504	K	K
BL23481	12154007	BFL_9	4458	ENSLOCG00000003236	4235115	LG3	1524	K	K
BL23493	12292764	BFL_9	4465	ENSLOCG00000009219	18523745	LG3	1676	K	K
BL23507	12504686	BFL_9	4469	ENSLOCG00000008965	16248135	LG3	1666	K	K
BL23511	12567443	BFL_9	4471	ENSLOCG00000009175	18422849	LG3	1674	K	K
BL23519	12654347	BFL_9	4474	ENSLOCG00000003508	4396324	LG3	1531	K	K
BL23532	12869227	BFL_9	4480	ENSLOCG00000007242	11103356	LG3	1610	K	K
BL23534	12891140	BFL_9	4482	ENSLOCG00000004135	5443108	LG3	1540	K	K
BL23546	13183402	BFL_9	4489	ENSLOCG00000003369	4325688	LG3	1526	K	K
BL23555	13336827	BFL_9	4490	ENSLOCG00000009029	17991332	LG3	1671	K	K
BL23581	13675250	BFL_9	4497	ENSLOCG00000003747	4819247	LG3	1534	K	K
BL06706	14615905	BFL_9	4515	ENSLOCG00000006157	9431981	LG3	1585	K	K
BL06564	17241194	BFL_9	4533	ENSLOCG00000006732	10129478	LG3	1597	K	K
BL06575	17431256	BFL_9	4534	ENSLOCG00000001925	1649520	LG3	1501	K	K
BL13675	19461019	BFL_9	4554	ENSLOCG00000005619	8328531	LG3	1568	K	K
BL13672	19489867	BFL_9	4555	ENSLOCG00000005301	7457124	LG3	1566	K	K
BL13664	19568199	BFL_9	4557	ENSLOCG00000003761	4833285	LG3	1535	K	K
BL13592	20649313	BFL_9	4571	ENSLOCG00000001332	666296	LG3	1493	K	K
BL13562	21098771	BFL_9	4587	ENSLOCG00000003488	4394879	LG3	1530	K	K
BL13528	21574725	BFL_9	4598	ENSLOCG00000007600	12161669	LG3	1618	K	K
BL08356	21985591	BFL_9	4614	ENSLOCG00000009190	18504860	LG3	1675	K	K
BL08378	22585756	BFL_9	4622	ENSLOCG00000006175	9438312	LG3	1586	K	K
BL08385	22660271	BFL_9	4626	ENSLOCG00000009230	18588160	LG3	1677	K	K
BL08409	23024141	BFL_9	4635	ENSLOCG00000005101	7018457	LG3	1564	K	K
BL00040	24521614	BFL_9	4648	ENSLOCG00000013256	50223889	LG9	2298	K	K
BL20798	4172070	BFL_9	4337	ENSLOCG00000011131	28162927	LG5	2577	K	K
BL20999	7800087	BFL_9	4384	ENSLOCG00000014552	51225529	LG5	2787	K	K
BL21003	7904984	BFL_9	4386	ENSLOCG00000003599	4378754	LG5	2338	K	K
BL23331	9090058	BFL_9	4409	ENSLOCG00000009813	20549170	LG5	2523	K	K
BL13712	18934353	BFL_9	4547	ENSLOCG00000018238	16086544	LG5	2478	K	K
BL13503	21807768	BFL_9	4608	ENSLOCG00000011951	31702162	LG5	2615	K	K
BL08379	22612776	BFL_9	4623	ENSLOCG00000008771	16789596	LG5	2483	K	K
BL08412	23066076	BFL_9	4637	ENSLOCG00000008128	14392146	LG5	2460	K	K
BL20804	4225411	BFL_9	4338	ENSLOCG00000014943	44229669	LG7	3125	K	K
BL20906	5636680	BFL_9	4355	ENSLOCG00000015118	46072241	LG7	3144	K	K
BL20936	6648707	BFL_9	4362	ENSLOCG00000014640	40288668	LG7	3101	K	K
BL20947	6907821	BFL_9	4369	ENSLOCG00000013113	18441653	LG7	3009	K	K
BL20978	7457794	BFL_9	4378	ENSLOCG00000015016	45111869	LG7	3134	K	K
BL20996	7752309	BFL_9	4381	ENSLOCG00000015046	45343492	LG7	3136	K	K
BL20997	7766819	BFL_9	4382	ENSLOCG00000015048	45380853	LG7	3137	K	K
BL23325	8942085	BFL_9	4408	ENSLOCG00000015414	50596128	LG7	3178	K	K
BL23349	9559204	BFL_9	4417	ENSLOCG00000014627	40219877	LG7	3099	K	K
BL23403	10644837	BFL_9	4434	ENSLOCG00000015300	47712105	LG7	3164	K	K
BL23448	11502983	BFL_9	4445	ENSLOCG00000015298	47712043	LG7	3163	K	K
BL23486	12216152	BFL_9	4462	ENSLOCG00000014737	41972623	LG7	3108	K	K
BL06702	14653792	BFL_9	4516	ENSLOCG00000017491	45268991	LG7	3135	K	K
BL06563	17237823	BFL_9	4532	ENSLOCG00000014923	44093424	LG7	3123	K	K
BL06583	17591284	BFL_9	4537	ENSLOCG00000015211	47043604	LG7	3149	K	K
BL13589	20774375	BFL_9	4573	ENSLOCG00000013647	21113750	LG7	3039	K	K
BL13588	20798064	BFL_9	4574	ENSLOCG00000013655	21113566	LG7	3038	K	K
BL08430	23335958	BFL_9	4641	ENSLOCG00000014635	40281237	LG7	3100	K	K
BL20891	5325557	BFL_9	4352	ENSLOCG00000015548	10360986	LG8	3269	K	K
BL23586	13742230	BFL_9	4498	ENSLOCG00000015773	15543920	LG8	3324	K	K
BL08365	22126992	BFL_9	4619	ENSLOCG00000016266	28913232	LG8	3439	K	K
BL08410	23035146	BFL_9	4636	ENSLOCG00000016165	25990212	LG8	3414	K	K
BL21113	1959945	BFL_9	4326	ENSLOCG00000017741	10990908	LG10	3714	K	K
BL20931	6530125	BFL_9	4360	ENSLOCG00000011936	32203854	LG10	3885	K	K
BL21001	7817579	BFL_9	4385	ENSLOCG00000012947	37528658	LG10	3947	K	K
BL23483	12165852	BFL_9	4460	ENSLOCG00000013733	41406525	LG10	3992	K	K
BL13697	19181205	BFL_9	4553	ENSLOCG00000002636	2647586	LG10	3597	K	K
BL13666	19542438	BFL_9	4556	ENSLOCG00000008550	17056540	LG10	3746	K	K
BL13606	20519129	BFL_9	4567	ENSLOCG00000011332	30560321	LG10	3867	K	K
BL23387	10346439	BFL_9	4428	ENSLOCG00000011281	39235403	LG11	4349	K	K
BL06528	16520285	BFL_9	4523	ENSLOCG00000003007	4666199	LG11	4066	K	K
BL08392	22795056	BFL_9	4629	ENSLOCG00000009156	30372644	LG11	4242	K	K
BL16302	257372	BFL_9	4324	ENSLOCG00000005795	11802765	LG6	4464	K	K
BL20823	4538394	BFL_9	4340	ENSLOCG00000002728	3806262	LG6	4407	K	K
BL20919	6001051	BFL_9	4356	ENSLOCG00000005457	10470488	LG6	4459	K	K
BL20927	6344067	BFL_9	4359	ENSLOCG00000002652	3766266	LG6	4404	K	K
BL20940	6724027	BFL_9	4365	ENSLOCG00000001636	1425125	LG6	4387	K	K
BL20969	7308061	BFL_9	4375	ENSLOCG00000003480	5675771	LG6	4427	K	K
BL20998	7798847	BFL_9	4383	ENSLOCG00000003786	7021858	LG6	4429	K	K
BL23318	8890034	BFL_9	4404	ENSLOCG00000003127	4777059	LG6	4417	K	K
BL23323	8925746	BFL_9	4406	ENSLOCG00000003879	7186633	LG6	4433	K	K
BL23341	9258164	BFL_9	4413	ENSLOCG00000004475	8210628	LG6	4445	K	K
BL23405	10673842	BFL_9	4435	ENSLOCG00000018277	4763332	LG6	4416	K	K
BL23439	11351766	BFL_9	4441	ENSLOCG00000002165	2764165	LG6	4396	K	K
BL23464	11818761	BFL_9	4449	ENSLOCG00000003798	7092335	LG6	4430	K	K
BL23477	12116689	BFL_9	4455	ENSLOCG00000003116	4750195	LG6	4415	K	K
BL23487	12245856	BFL_9	4463	ENSLOCG00000001067	240295	LG6	4382	K	K
BL23488	12269106	BFL_9	4464	ENSLOCG00000003415	5620262	LG6	4426	K	K
BL23512	12586495	BFL_9	4472	ENSLOCG00000003321	5508800	LG6	4423	K	K
BL23567	13562377	BFL_9	4494	ENSLOCG00000004544	8223401	LG6	4446	K	K
BL23597	14019004	BFL_9	4502	ENSLOCG00000004588	8357019	LG6	4447	K	K
BL23601	14063164	BFL_9	4505	ENSLOCG00000002702	3784735	LG6	4405	K	K
BL23607	14125309	BFL_9	4506	ENSLOCG00000005329	10063447	LG6	4456	K	K
BL23622	14245714	BFL_9	4507	ENSLOCG00000004388	7831873	LG6	4443	K	K
BL23624	14259458	BFL_9	4508	ENSLOCG00000003165	4786384	LG6	4418	K	K
BL06693	14784419	BFL_9	4518	ENSLOCG00000003273	5425384	LG6	4420	K	K
BL06692	14797011	BFL_9	4519	ENSLOCG00000004400	7836382	LG6	4444	K	K
BL06688	14838083	BFL_9	4520	ENSLOCG00000002785	4084186	LG6	4409	K	K
BL06560	17195748	BFL_9	4531	ENSLOCG00000003822	7165944	LG6	4431	K	K
BL13593	20645225	BFL_9	4570	ENSLOCG00000005758	11373657	LG6	4462	K	K
BL13577	20920457	BFL_9	4581	ENSLOCG00000003245	5421548	LG6	4419	K	K
BL13556	21197543	BFL_9	4590	ENSLOCG00000002375	3221192	LG6	4399	K	K
BL13537	21466828	BFL_9	4595	ENSLOCG00000004023	7358240	LG6	4437	K	K
BL13520	21658880	BFL_9	4601	ENSLOCG00000003980	7307988	LG6	4436	K	K
BL08384	22655699	BFL_9	4625	ENSLOCG00000002714	3790633	LG6	4406	K	K
BL08394	22855167	BFL_9	4631	ENSLOCG00000003290	5451357	LG6	4421	K	K
BL08397	22912705	BFL_9	4632	ENSLOCG00000003956	7293637	LG6	4435	K	K
BL08423	23264680	BFL_9	4639	ENSLOCG00000011804	35002122	LG6	4606	K	K
BL00054	24216931	BFL_9	4644	ENSLOCG00000002762	4065270	LG6	4408	K	K
BL23365	9754450	BFL_9	4422	ENSLOCG00000006648	14517309	LG12	4769	K	K
BL23509	12527052	BFL_9	4470	ENSLOCG00000006001	12609236	LG12	4759	K	K
BL23625	14263464	BFL_9	4509	ENSLOCG00000003108	5876389	LG12	4698	K	K
BL06680	14945660	BFL_9	4522	ENSLOCG00000011079	33076415	LG12	4929	K	K
BL13594	20636385	BFL_9	4569	ENSLOCG00000011827	35386482	LG12	4954	K	K
BL13563	21088869	BFL_9	4586	ENSLOCG00000011388	34225484	LG12	4938	K	K
BL16298	46966	BFL_9	4323	ENSLOCG00000017796	22808030	LG17	5106	K	K
BL08829	2504408	BFL_9	4328	ENSLOCG00000011031	30757683	LG17	5195	K	K
BL20791	4012013	BFL_9	4334	ENSLOCG00000009472	26405281	LG17	5132	K	K
BL20792	4022791	BFL_9	4335	ENSLOCG00000009607	26777772	LG17	5140	K	K
BL20794	4104027	BFL_9	4336	ENSLOCG00000010768	30118349	LG17	5181	K	K
BL20843	4829612	BFL_9	4344	ENSLOCG00000007849	19932079	LG17	5076	K	K
BL20946	6902002	BFL_9	4368	ENSLOCG00000010750	30025915	LG17	5179	K	K
BL20956	6983955	BFL_9	4370	ENSLOCG00000011052	30816056	LG17	5196	K	K
BL20977	7404801	BFL_9	4377	ENSLOCG00000007874	20005681	LG17	5077	K	K
BL23312	8781855	BFL_9	4400	ENSLOCG00000006728	17129631	LG17	5052	K	K
BL23313	8792818	BFL_9	4401	ENSLOCG00000006667	17098619	LG17	5051	K	K
BL23314	8835496	BFL_9	4402	ENSLOCG00000009456	26366529	LG17	5131	K	K
BL23315	8840410	BFL_9	4403	ENSLOCG00000008763	22854620	LG17	5108	K	K
BL23347	9494923	BFL_9	4416	ENSLOCG00000007810	19856136	LG17	5073	K	K
BL23358	9634279	BFL_9	4418	ENSLOCG00000007914	20093854	LG17	5078	K	K
BL23388	10349218	BFL_9	4429	ENSLOCG00000007822	19905415	LG17	5074	K	K
BL23440	11361777	BFL_9	4442	ENSLOCG00000003758	4528734	LG17	5006	K	K
BL23467	11945615	BFL_9	4450	ENSLOCG00000009391	26050619	LG17	5130	K	K
BL23541	12995707	BFL_9	4486	ENSLOCG00000017803	26892856	LG17	5141	K	K
BL23544	13054674	BFL_9	4488	ENSLOCG00000010758	30071197	LG17	5180	K	K
BL23558	13363051	BFL_9	4492	ENSLOCG00000009633	26919886	LG17	5142	K	K
BL23563	13486481	BFL_9	4493	ENSLOCG00000006847	17262709	LG17	5056	K	K
BL23568	13568991	BFL_9	4495	ENSLOCG00000003903	4855796	LG17	5008	K	K
BL23589	13864075	BFL_9	4500	ENSLOCG00000008737	22832619	LG17	5107	K	K
BL23600	14048061	BFL_9	4504	ENSLOCG00000006832	17241681	LG17	5055	K	K
BL06711	14410799	BFL_9	4511	ENSLOCG00000010136	27826173	LG17	5160	K	K
BL06545	16926287	BFL_9	4527	ENSLOCG00000010875	30386984	LG17	5187	K	K
BL06586	17677606	BFL_9	4539	ENSLOCG00000008676	22197503	LG17	5104	K	K
BL13717	18789698	BFL_9	4545	ENSLOCG00000011009	30609332	LG17	5193	K	K
BL13713	18929210	BFL_9	4546	ENSLOCG00000006652	17026520	LG17	5050	K	K
BL13702	19061714	BFL_9	4550	ENSLOCG00000007412	18983300	LG17	5065	K	K
BL13620	20341294	BFL_9	4564	ENSLOCG00000011071	30821639	LG17	5197	K	K
BL13618	20377495	BFL_9	4565	ENSLOCG00000017806	30888339	LG17	5198	K	K
BL13579	20891810	BFL_9	4580	ENSLOCG00000010262	28936445	LG17	5163	K	K
BL13568	21051594	BFL_9	4584	ENSLOCG00000010863	30384741	LG17	5186	K	K
BL13561	21111549	BFL_9	4588	ENSLOCG00000010088	27735856	LG17	5158	K	K
BL13555	21202172	BFL_9	4591	ENSLOCG00000009548	26683140	LG17	5136	K	K
BL13552	21212054	BFL_9	4592	ENSLOCG00000009560	26683498	LG17	5137	K	K
BL13526	21589698	BFL_9	4599	ENSLOCG00000009588	26761027	LG17	5139	K	K
BL13508	21778849	BFL_9	4607	ENSLOCG00000010895	30424434	LG17	5188	K	K
BL13488	21878409	BFL_9	4613	ENSLOCG00000011087	31067086	LG17	5199	K	K
BL08358	22003173	BFL_9	4615	ENSLOCG00000011023	30632506	LG17	5194	K	K
BL08359	22029839	BFL_9	4616	ENSLOCG00000008600	22018875	LG17	5101	K	K
BL08369	22172461	BFL_9	4621	ENSLOCG00000003708	4470129	LG17	5005	K	K
BL08393	22813606	BFL_9	4630	ENSLOCG00000010812	30199929	LG17	5185	K	K
BL08431	23347327	BFL_9	4642	ENSLOCG00000010717	29902543	LG17	5178	K	K
BL00037	24649827	BFL_9	4650	ENSLOCG00000010164	28192919	LG17	5162	K	K
BL20839	4792129	BFL_9	4343	ENSLOCG00000004645	8171348	LG14	5278	K	K
BL21021	8209117	BFL_9	4395	ENSLOCG00000007627	14494593	LG14	5346	K	K
BL23311	8778017	BFL_9	4399	ENSLOCG00000006684	12241295	LG14	5325	K	K
BL13634	20124465	BFL_9	4560	ENSLOCG00000011005	27895025	LG14	5456	K	K
BL13624	20248269	BFL_9	4562	ENSLOCG00000010419	23713775	LG14	5437	K	K
BL13573	20979388	BFL_9	4583	ENSLOCG00000010465	24374972	LG14	5439	K	K
BL08368	22160427	BFL_9	4620	ENSLOCG00000010523	25071523	LG14	5442	K	K
BL08391	22787949	BFL_9	4628	ENSLOCG00000002830	3939144	LG14	5239	K	K
BL08413	23087692	BFL_9	4638	ENSLOCG00000010823	26222717	LG14	5452	K	K
BL20959	7052056	BFL_9	4371	ENSLOCG00000016301	12345201	LG16	5619	K	K
BL23385	10313666	BFL_9	4427	ENSLOCG00000016526	15102713	LG16	5643	K	K
BL23391	10400822	BFL_9	4432	ENSLOCG00000016518	14987530	LG16	5641	K	K
BL23594	13954536	BFL_9	4501	ENSLOCG00000016506	14791164	LG16	5640	K	K
BL23599	14041689	BFL_9	4503	ENSLOCG00000016503	14659298	LG16	5639	K	K
BL06709	14457518	BFL_9	4512	ENSLOCG00000015418	636088	LG16	5465	K	K
BL13546	21359049	BFL_9	4594	ENSLOCG00000015425	699826	LG16	5466	K	K
BL13500	21821643	BFL_9	4610	ENSLOCG00000015524	2205238	LG16	5490	K	K
BL20964	7165607	BFL_9	4373	ENSLOCG00000004619	8867629	LG13	5812	K	K
BL23528	12820937	BFL_9	4478	ENSLOCG00000002214	3607450	LG23	5996	K	K
BL20845	4855543	BFL_9	4345	ENSLOCG00000001870	3001960	LG18	6166	K	K
BL23287	7228123	BFL_9	4374	ENSLOCG00000006159	12504794	LG18	6237	K	K
BL23513	12595349	BFL_9	4473	ENSLOCG00000001505	2118209	LG18	6158	K	K
BL13499	21826130	BFL_9	4611	ENSLOCG00000002153	5114335	LG27	6305	K	K
BL23291	8267984	BFL_9	4397	ENSLOCG00000005429	13658560	LG21	6556	K	K
BL23475	12071893	BFL_9	4453	ENSLOCG00000004264	8429959	LG21	6515	K	K
BL20963	7162578	BFL_9	4372	ENSLOCG00000008215	13818109	LG20	6781	K	K
BL21020	8205923	BFL_9	4394	ENSLOCG00000008607	14625389	LG20	6801	K	K
BL23389	10361944	BFL_9	4430	ENSLOCG00000018154	7675010	LG20	6703	K	K
