EA28386	ENSLOCG00000008751
EA65312	ENSLOCG00000013523
EA15618	ENSLOCG00000007001
EA58868	ENSLOCG00000015817
EA08348	ENSLOCG00000014915
EA03220	ENSLOCG00000000589
EA45300	ENSLOCG00000002878
EA81694	ENSLOCG00000008242
EA82552	ENSLOCG00000006979
EA46287	ENSLOCG00000016263
EA61902	ENSLOCG00000006359
EA59672	ENSLOCG00000012987
EA02091	ENSLOCG00000016226
EA28075	ENSLOCG00000007385
EA82295	ENSLOCG00000004611
EA77162	ENSLOCG00000014155
EA78591	ENSLOCG00000002907
EA11814	ENSLOCG00000014773
EA11147	ENSLOCG00000013346
EA27397	ENSLOCG00000002937
EA61803	ENSLOCG00000008814
EA69050	ENSLOCG00000015185
EA71472	ENSLOCG00000000908
EA70648	ENSLOCG00000012958
EA19103	ENSLOCG00000001357
EA79797	ENSLOCG00000010377
EA31057	ENSLOCG00000008749
EA37971	ENSLOCG00000005995
EA60555	ENSLOCG00000013038
EA77446	ENSLOCG00000009782
EA20627	ENSLOCG00000013924
EA10327	ENSLOCG00000016203
EA12173	ENSLOCG00000016102
EA18161	ENSLOCG00000014163
EA66889	ENSLOCG00000008936
EA64850	ENSLOCG00000003582
EA01213	ENSLOCG00000004460
EA02439	ENSLOCG00000001302
EA71289	ENSLOCG00000011322
EA69239	ENSLOCG00000014995
EA01790	ENSLOCG00000011693
EA39229	ENSLOCG00000012115
EA03688	ENSLOCG00000001159
EA73396	ENSLOCG00000003174
EA65098	ENSLOCG00000005342
EA67520	ENSLOCG00000007958
EA39971	ENSLOCG00000017961
EA30336	ENSLOCG00000009222
EA19553	ENSLOCG00000012682
EA20748	ENSLOCG00000012768
EA20654	ENSLOCG00000015231
EA48745	ENSLOCG00000002943
EA32258	ENSLOCG00000017758
EA19886	ENSLOCG00000015488
EA19558	ENSLOCG00000008880
EA58460	ENSLOCG00000002864
EA36257	ENSLOCG00000001541
EA63115	ENSLOCG00000005539
EA37305	ENSLOCG00000016122
EA08951	ENSLOCG00000011494
EA41662	ENSLOCG00000004322
EA43445	ENSLOCG00000000864
EA16857	ENSLOCG00000004964
EA81781	ENSLOCG00000004095
EA81362	ENSLOCG00000013886
EA21977	ENSLOCG00000016809
EA00282	ENSLOCG00000010265
EA15950	ENSLOCG00000009827
EA63208	ENSLOCG00000002965
EA62820	ENSLOCG00000001391
EA85543	ENSLOCG00000001749
EA83997	ENSLOCG00000013076
EA00330	ENSLOCG00000009887
EA57813	ENSLOCG00000016418
EA60186	ENSLOCG00000017365
EA68641	ENSLOCG00000003583
EA01647	ENSLOCG00000016307
EA27245	ENSLOCG00000005547
EA48893	ENSLOCG00000015490
EA29711	ENSLOCG00000011122
EA22745	ENSLOCG00000010183
EA17332	ENSLOCG00000007210
EA16314	ENSLOCG00000007370
EA82457	ENSLOCG00000002871
EA61322	ENSLOCG00000008032
EA04728	ENSLOCG00000001733
EA83937	ENSLOCG00000016173
EA79321	ENSLOCG00000018030
EA11435	ENSLOCG00000015856
EA11078	ENSLOCG00000015861
EA02867	ENSLOCG00000001850
EA60285	ENSLOCG00000012994
EA00334	ENSLOCG00000009831
EA79752	ENSLOCG00000003210
EA65506	ENSLOCG00000010320
EA35257	ENSLOCG00000004505
EA33487	ENSLOCG00000017785
EA75808	ENSLOCG00000008078
EA71581	ENSLOCG00000010846
EA50877	ENSLOCG00000009727
EA65777	ENSLOCG00000013117
EA17418	ENSLOCG00000012983
EA50059	ENSLOCG00000008439
EA54672	ENSLOCG00000015425
EA06523	ENSLOCG00000000045
EA72308	ENSLOCG00000009602
EA49911	ENSLOCG00000007903
EA00512	ENSLOCG00000011937
EA54757	ENSLOCG00000000005
EA10656	ENSLOCG00000016184
EA43250	ENSLOCG00000009560
EA72872	ENSLOCG00000013001
EA37824	ENSLOCG00000009473
EA11202	ENSLOCG00000012074
EA18922	ENSLOCG00000012775
EA65830	ENSLOCG00000008286
EA15741	ENSLOCG00000000458
EA07392	ENSLOCG00000009095
EA07766	ENSLOCG00000011060
EA70032	ENSLOCG00000007686
EA57625	ENSLOCG00000003096
EA84844	ENSLOCG00000002049
EA19523	ENSLOCG00000004067
EA31093	ENSLOCG00000015153
EA29494	ENSLOCG00000007047
EA84330	ENSLOCG00000017376
EA27390	ENSLOCG00000008460
EA25964	ENSLOCG00000003747
EA43869	ENSLOCG00000000657
EA38489	ENSLOCG00000009757
EA50038	ENSLOCG00000008154
EA14353	ENSLOCG00000001480
EA78825	ENSLOCG00000017419
EA41110	ENSLOCG00000011739
EA43153	ENSLOCG00000004026
EA51381	ENSLOCG00000003701
EA68611	ENSLOCG00000008333
EA57124	ENSLOCG00000006425
EA58045	ENSLOCG00000008607
EA38905	ENSLOCG00000014593
EA31658	ENSLOCG00000001887
EA32316	ENSLOCG00000009735
EA01493	ENSLOCG00000016770
EA77541	ENSLOCG00000008405
EA72930	ENSLOCG00000012206
EA34095	ENSLOCG00000007679
EA77240	ENSLOCG00000002708
EA77592	ENSLOCG00000010564
EA07252	ENSLOCG00000004341
EA59270	ENSLOCG00000002386
EA03287	ENSLOCG00000015093
EA57037	ENSLOCG00000002530
EA66102	ENSLOCG00000007394
EA28558	ENSLOCG00000001752
EA74159	ENSLOCG00000002831
EA11627	ENSLOCG00000003226
EA44302	ENSLOCG00000012201
EA14770	ENSLOCG00000001695
EA28385	ENSLOCG00000005389
EA25291	ENSLOCG00000009232
EA48526	ENSLOCG00000009345
EA15687	ENSLOCG00000009997
EA31687	ENSLOCG00000010620
EA33602	ENSLOCG00000008946
EA35457	ENSLOCG00000008409
EA45431	ENSLOCG00000018314
EA57919	ENSLOCG00000010455
EA39459	ENSLOCG00000013448
EA68299	ENSLOCG00000009954
EA05636	ENSLOCG00000005999
EA23874	ENSLOCG00000002277
EA59031	ENSLOCG00000006432
EA42905	ENSLOCG00000006130
EA60619	ENSLOCG00000009763
EA15704	ENSLOCG00000006631
EA05031	ENSLOCG00000011303
EA10642	ENSLOCG00000016870
EA84019	ENSLOCG00000016735
EA57637	ENSLOCG00000017232
EA58149	ENSLOCG00000012125
EA33593	ENSLOCG00000005632
EA18463	ENSLOCG00000009933
EA49465	ENSLOCG00000013475
EA76281	ENSLOCG00000013793
EA40803	ENSLOCG00000018021
EA06211	ENSLOCG00000004648
EA18631	ENSLOCG00000014184
EA28955	ENSLOCG00000010732
EA11150	ENSLOCG00000005968
EA26506	ENSLOCG00000000821
EA84002	ENSLOCG00000009471
EA80897	ENSLOCG00000011929
EA23651	ENSLOCG00000015744
EA43243	ENSLOCG00000009227
EA15057	ENSLOCG00000010106
EA11076	ENSLOCG00000009463
EA41121	ENSLOCG00000002010
EA70560	ENSLOCG00000001026
EA32542	ENSLOCG00000016600
EA32707	ENSLOCG00000017107
EA41193	ENSLOCG00000009616
EA07708	ENSLOCG00000010161
EA83623	ENSLOCG00000003484
EA26747	ENSLOCG00000001787
EA14249	ENSLOCG00000002904
EA64982	ENSLOCG00000008918
EA06954	ENSLOCG00000016593
EA13999	ENSLOCG00000004431
EA29127	ENSLOCG00000011012
EA16194	ENSLOCG00000002898
EA05581	ENSLOCG00000010684
EA65952	ENSLOCG00000008069
EA68017	ENSLOCG00000006114
EA76004	ENSLOCG00000013919
EA20706	ENSLOCG00000016028
EA37614	ENSLOCG00000006470
EA07167	ENSLOCG00000018157
EA80398	ENSLOCG00000005720
EA17261	ENSLOCG00000008087
EA34940	ENSLOCG00000002759
EA12207	ENSLOCG00000015772
EA11004	ENSLOCG00000004034
EA33864	ENSLOCG00000012405
EA74175	ENSLOCG00000016982
EA25595	ENSLOCG00000004589
EA68220	ENSLOCG00000006672
EA16610	ENSLOCG00000002132
EA64133	ENSLOCG00000008541
EA70027	ENSLOCG00000010912
EA79168	ENSLOCG00000012479
EA76146	ENSLOCG00000001510
EA57903	ENSLOCG00000005223
EA60343	ENSLOCG00000003015
EA33206	ENSLOCG00000005983
EA43569	ENSLOCG00000016998
EA57547	ENSLOCG00000003685
EA83044	ENSLOCG00000004472
EA24577	ENSLOCG00000001301
EA66462	ENSLOCG00000005445
EA14426	ENSLOCG00000011784
EA47390	ENSLOCG00000015241
EA65343	ENSLOCG00000010373
EA66349	ENSLOCG00000008549
EA50091	ENSLOCG00000016199
EA67465	ENSLOCG00000007864
EA16500	ENSLOCG00000009224
EA60180	ENSLOCG00000012095
EA76617	ENSLOCG00000008571
EA74163	ENSLOCG00000007672
EA16016	ENSLOCG00000008357
EA47428	ENSLOCG00000011210
EA64581	ENSLOCG00000008821
EA48815	ENSLOCG00000016381
EA51347	ENSLOCG00000000923
EA59193	ENSLOCG00000003867
EA38276	ENSLOCG00000015896
EA60991	ENSLOCG00000013493
EA85169	ENSLOCG00000002241
EA29239	ENSLOCG00000005455
EA71368	ENSLOCG00000011976
EA16433	ENSLOCG00000002913
EA37492	ENSLOCG00000010443
EA74297	ENSLOCG00000001868
EA85429	ENSLOCG00000003427
EA29118	ENSLOCG00000003760
EA29454	ENSLOCG00000015300
EA59871	ENSLOCG00000003317
EA03964	ENSLOCG00000016843
EA16855	ENSLOCG00000013008
EA63234	ENSLOCG00000002594
EA22306	ENSLOCG00000012765
EA49543	ENSLOCG00000015633
EA71483	ENSLOCG00000014059
EA72934	ENSLOCG00000016610
EA80663	ENSLOCG00000016192
EA73410	ENSLOCG00000007646
EA23347	ENSLOCG00000006541
EA12727	ENSLOCG00000008310
EA50285	ENSLOCG00000016794
EA62471	ENSLOCG00000007711
EA05275	ENSLOCG00000008355
EA18890	ENSLOCG00000000371
EA16319	ENSLOCG00000012970
EA05713	ENSLOCG00000017796
EA04268	ENSLOCG00000015090
EA02941	ENSLOCG00000004752
EA66016	ENSLOCG00000017840
EA10049	ENSLOCG00000008680
EA24612	ENSLOCG00000005081
EA26426	ENSLOCG00000008805
EA66993	ENSLOCG00000004915
EA48072	ENSLOCG00000007824
EA72422	ENSLOCG00000008176
EA85467	ENSLOCG00000000820
EA04514	ENSLOCG00000010505
EA14645	ENSLOCG00000013480
EA62390	ENSLOCG00000007667
EA52398	ENSLOCG00000008887
EA04820	ENSLOCG00000007173
EA22414	ENSLOCG00000004265
EA80869	ENSLOCG00000004049
EA14345	ENSLOCG00000007257
EA65561	ENSLOCG00000009846
EA43208	ENSLOCG00000004245
EA28897	ENSLOCG00000007160
EA37274	ENSLOCG00000010936
EA17252	ENSLOCG00000016999
EA16410	ENSLOCG00000003908
EA36720	ENSLOCG00000013096
EA79779	ENSLOCG00000002316
EA31403	ENSLOCG00000018298
EA32053	ENSLOCG00000011217
EA34130	ENSLOCG00000006707
EA34856	ENSLOCG00000005625
EA09121	ENSLOCG00000016717
EA12415	ENSLOCG00000016509
EA39477	ENSLOCG00000008893
EA01694	ENSLOCG00000009953
EA04264	ENSLOCG00000010305
EA59268	ENSLOCG00000008097
EA64037	ENSLOCG00000005216
EA43261	ENSLOCG00000003822
EA60973	ENSLOCG00000004474
EA02751	ENSLOCG00000002861
EA05005	ENSLOCG00000010680
EA31428	ENSLOCG00000002242
EA70670	ENSLOCG00000012286
EA68836	ENSLOCG00000012369
EA20956	ENSLOCG00000008714
EA54421	ENSLOCG00000001142
EA12308	ENSLOCG00000017101
EA39349	ENSLOCG00000008129
EA05253	ENSLOCG00000006852
EA59944	ENSLOCG00000008343
EA47520	ENSLOCG00000012618
EA24422	ENSLOCG00000015835
EA79769	ENSLOCG00000013310
EA33315	ENSLOCG00000007699
EA03718	ENSLOCG00000003738
EA69733	ENSLOCG00000005758
EA13506	ENSLOCG00000006106
EA67018	ENSLOCG00000003013
EA42948	ENSLOCG00000008139
EA24196	ENSLOCG00000007872
EA00417	ENSLOCG00000015269
EA64388	ENSLOCG00000011070
EA39831	ENSLOCG00000002617
EA29910	ENSLOCG00000012514
EA16587	ENSLOCG00000002604
EA13769	ENSLOCG00000012817
EA79082	ENSLOCG00000011430
EA36823	ENSLOCG00000000826
EA33929	ENSLOCG00000000776
EA01347	ENSLOCG00000009901
EA33545	ENSLOCG00000011673
EA34237	ENSLOCG00000004654
EA78702	ENSLOCG00000005728
EA70208	ENSLOCG00000009013
EA50496	ENSLOCG00000015605
EA22298	ENSLOCG00000016820
EA40322	ENSLOCG00000012312
EA50686	ENSLOCG00000011094
EA66853	ENSLOCG00000013084
EA32656	ENSLOCG00000008711
EA70536	ENSLOCG00000011352
EA41527	ENSLOCG00000006389
EA67788	ENSLOCG00000006900
EA46512	ENSLOCG00000005639
EA04554	ENSLOCG00000009390
EA41414	ENSLOCG00000007404
EA00549	ENSLOCG00000012890
EA68966	ENSLOCG00000009766
EA34296	ENSLOCG00000002791
EA84736	ENSLOCG00000003963
EA50106	ENSLOCG00000009440
EA39302	ENSLOCG00000014027
EA32129	ENSLOCG00000005471
EA59217	ENSLOCG00000007861
EA58489	ENSLOCG00000002863
EA53849	ENSLOCG00000015784
EA26270	ENSLOCG00000003771
EA26408	ENSLOCG00000007349
EA18657	ENSLOCG00000006053
EA11520	ENSLOCG00000016359
EA19042	ENSLOCG00000016197
EA18121	ENSLOCG00000010579
EA20151	ENSLOCG00000012587
EA35224	ENSLOCG00000008941
EA77297	ENSLOCG00000016164
EA63838	ENSLOCG00000015026
EA24584	ENSLOCG00000002389
EA81218	ENSLOCG00000010918
EA46859	ENSLOCG00000014514
EA12921	ENSLOCG00000013242
EA53449	ENSLOCG00000013779
EA85670	ENSLOCG00000015439
EA75359	ENSLOCG00000011051
EA38257	ENSLOCG00000002509
EA38070	ENSLOCG00000012975
EA02786	ENSLOCG00000004926
EA04794	ENSLOCG00000002238
EA18602	ENSLOCG00000004205
EA50724	ENSLOCG00000001660
EA65328	ENSLOCG00000002877
EA77478	ENSLOCG00000014087
EA03289	ENSLOCG00000002089
EA20901	ENSLOCG00000008204
EA56661	ENSLOCG00000010421
EA20320	ENSLOCG00000014601
EA26700	ENSLOCG00000007043
EA25988	ENSLOCG00000006730
EA25077	ENSLOCG00000000980
EA27181	ENSLOCG00000006279
EA60948	ENSLOCG00000009391
EA20158	ENSLOCG00000013957
EA48632	ENSLOCG00000014030
EA02368	ENSLOCG00000008493
EA30958	ENSLOCG00000006005
EA27341	ENSLOCG00000005477
EA10290	ENSLOCG00000011781
EA58719	ENSLOCG00000010803
EA08922	ENSLOCG00000011285
EA06917	ENSLOCG00000005354
EA78119	ENSLOCG00000011875
EA46294	ENSLOCG00000018099
EA49839	ENSLOCG00000007426
EA06725	ENSLOCG00000017007
EA76434	ENSLOCG00000001063
EA73721	ENSLOCG00000012219
EA59019	ENSLOCG00000000046
EA21286	ENSLOCG00000016306
EA68161	ENSLOCG00000009369
EA05131	ENSLOCG00000003590
EA25732	ENSLOCG00000011556
EA28850	ENSLOCG00000004027
EA18820	ENSLOCG00000012357
EA16905	ENSLOCG00000009872
EA03141	ENSLOCG00000005135
EA76787	ENSLOCG00000015984
EA59678	ENSLOCG00000013516
EA00247	ENSLOCG00000005908
EA01362	ENSLOCG00000014671
EA21113	ENSLOCG00000013348
EA47066	ENSLOCG00000015763
EA68245	ENSLOCG00000006243
EA23409	ENSLOCG00000007015
EA32086	ENSLOCG00000002917
EA27045	ENSLOCG00000007291
EA27630	ENSLOCG00000016219
EA70606	ENSLOCG00000011648
EA18702	ENSLOCG00000014068
EA80758	ENSLOCG00000015991
EA54829	ENSLOCG00000017491
EA16929	ENSLOCG00000008806
EA34549	ENSLOCG00000003843
EA14874	ENSLOCG00000008945
EA08071	ENSLOCG00000005383
EA55347	ENSLOCG00000014888
EA38565	ENSLOCG00000004999
EA23267	ENSLOCG00000012348
EA22351	ENSLOCG00000012101
EA67674	ENSLOCG00000018109
EA24012	ENSLOCG00000016079
EA82066	ENSLOCG00000013635
EA20167	ENSLOCG00000009395
EA32679	ENSLOCG00000010953
EA18020	ENSLOCG00000011776
EA71656	ENSLOCG00000002522
EA46613	ENSLOCG00000005692
EA48212	ENSLOCG00000007763
EA20056	ENSLOCG00000004557
EA65856	ENSLOCG00000005385
EA19366	ENSLOCG00000011964
EA03970	ENSLOCG00000007938
EA14022	ENSLOCG00000003614
EA21974	ENSLOCG00000002156
EA47562	ENSLOCG00000004836
EA66862	ENSLOCG00000010601
EA61882	ENSLOCG00000007442
EA70018	ENSLOCG00000006319
EA49200	ENSLOCG00000013645
EA63839	ENSLOCG00000013255
EA49685	ENSLOCG00000016295
EA76036	ENSLOCG00000002924
EA45535	ENSLOCG00000000757
EA06175	ENSLOCG00000004623
EA60857	ENSLOCG00000001126
EA55000	ENSLOCG00000016401
EA78726	ENSLOCG00000015285
EA85045	ENSLOCG00000017338
EA12503	ENSLOCG00000015990
EA85386	ENSLOCG00000002536
EA34601	ENSLOCG00000016492
EA29620	ENSLOCG00000013497
EA17171	ENSLOCG00000008973
EA38524	ENSLOCG00000001383
EA55588	ENSLOCG00000012939
EA13461	ENSLOCG00000005961
EA71740	ENSLOCG00000001907
EA59395	ENSLOCG00000006260
EA53903	ENSLOCG00000007137
EA38473	ENSLOCG00000012832
EA42962	ENSLOCG00000006809
EA16678	ENSLOCG00000003740
EA14023	ENSLOCG00000006845
EA54333	ENSLOCG00000017180
EA03350	ENSLOCG00000005244
EA03434	ENSLOCG00000005561
EA35221	ENSLOCG00000002492
EA54300	ENSLOCG00000016850
EA15639	ENSLOCG00000005686
EA54022	ENSLOCG00000009486
EA05048	ENSLOCG00000002162
EA01250	ENSLOCG00000010409
EA28759	ENSLOCG00000001898
EA27010	ENSLOCG00000012912
EA68650	ENSLOCG00000002553
EA54312	ENSLOCG00000003339
EA04635	ENSLOCG00000015352
EA51858	ENSLOCG00000006160
EA54505	ENSLOCG00000004854
EA01711	ENSLOCG00000012898
EA10978	ENSLOCG00000016298
EA83444	ENSLOCG00000006323
EA37817	ENSLOCG00000006574
EA27849	ENSLOCG00000011049
EA80708	ENSLOCG00000008290
EA52945	ENSLOCG00000018013
EA53767	ENSLOCG00000002165
EA58318	ENSLOCG00000009074
EA61265	ENSLOCG00000006533
EA62186	ENSLOCG00000009610
EA13302	ENSLOCG00000000419
EA53142	ENSLOCG00000013325
EA02509	ENSLOCG00000009553
EA33791	ENSLOCG00000004105
EA34280	ENSLOCG00000005689
EA63126	ENSLOCG00000006127
EA20847	ENSLOCG00000008432
EA49413	ENSLOCG00000015831
EA42704	ENSLOCG00000016529
EA46237	ENSLOCG00000002785
EA53062	ENSLOCG00000008889
EA06201	ENSLOCG00000010164
EA07210	ENSLOCG00000009230
EA41797	ENSLOCG00000004812
EA24183	ENSLOCG00000004032
EA10099	ENSLOCG00000016873
EA62097	ENSLOCG00000005933
EA14385	ENSLOCG00000013772
EA69113	ENSLOCG00000014238
EA72195	ENSLOCG00000016193
EA02323	ENSLOCG00000001672
EA33197	ENSLOCG00000005253
EA33115	ENSLOCG00000013083
EA04133	ENSLOCG00000011717
EA78098	ENSLOCG00000008966
EA06808	ENSLOCG00000012465
EA72148	ENSLOCG00000002860
EA42667	ENSLOCG00000000692
EA74900	ENSLOCG00000003254
EA57571	ENSLOCG00000002178
EA66125	ENSLOCG00000011621
EA84409	ENSLOCG00000004835
EA72944	ENSLOCG00000012288
EA12386	ENSLOCG00000010763
EA81965	ENSLOCG00000002626
EA57987	ENSLOCG00000001628
EA24461	ENSLOCG00000015949
EA47019	ENSLOCG00000001398
EA03938	ENSLOCG00000017204
EA71135	ENSLOCG00000003622
EA34644	ENSLOCG00000011389
EA66615	ENSLOCG00000011112
EA11843	ENSLOCG00000016035
EA83681	ENSLOCG00000005785
EA34785	ENSLOCG00000013880
EA36230	ENSLOCG00000007443
EA33743	ENSLOCG00000011269
EA73412	ENSLOCG00000012895
EA21309	ENSLOCG00000016448
EA47423	ENSLOCG00000007513
EA34927	ENSLOCG00000009578
EA00145	ENSLOCG00000001806
EA18317	ENSLOCG00000013518
EA11383	ENSLOCG00000015025
EA83060	ENSLOCG00000002113
EA09278	ENSLOCG00000005037
EA18199	ENSLOCG00000015483
EA30258	ENSLOCG00000005184
EA20131	ENSLOCG00000009800
EA48140	ENSLOCG00000009283
EA28639	ENSLOCG00000014104
EA34593	ENSLOCG00000000752
EA04605	ENSLOCG00000005948
EA82228	ENSLOCG00000006754
EA32687	ENSLOCG00000001501
EA27790	ENSLOCG00000012057
EA59613	ENSLOCG00000018358
EA37363	ENSLOCG00000008788
EA42348	ENSLOCG00000008177
EA39111	ENSLOCG00000010764
EA55523	ENSLOCG00000014925
EA33227	ENSLOCG00000016875
EA74630	ENSLOCG00000010157
EA11731	ENSLOCG00000010372
EA10925	ENSLOCG00000016720
EA54771	ENSLOCG00000013868
EA54783	ENSLOCG00000005552
EA83386	ENSLOCG00000005803
EA83291	ENSLOCG00000005012
EA82321	ENSLOCG00000003054
EA80681	ENSLOCG00000013514
EA69479	ENSLOCG00000011413
EA24017	ENSLOCG00000014774
EA04533	ENSLOCG00000010055
EA33141	ENSLOCG00000009951
EA82770	ENSLOCG00000010186
EA25053	ENSLOCG00000008262
EA48521	ENSLOCG00000001645
EA32215	ENSLOCG00000004234
EA72901	ENSLOCG00000009165
EA80047	ENSLOCG00000014368
EA39677	ENSLOCG00000012813
EA41672	ENSLOCG00000004805
EA46075	ENSLOCG00000001267
EA69354	ENSLOCG00000012274
EA53047	ENSLOCG00000005732
EA72544	ENSLOCG00000004334
EA39461	ENSLOCG00000015892
EA11750	ENSLOCG00000015702
EA51421	ENSLOCG00000013708
EA61367	ENSLOCG00000003246
EA50647	ENSLOCG00000007863
EA66448	ENSLOCG00000014221
EA52655	ENSLOCG00000017874
EA15734	ENSLOCG00000014491
EA15575	ENSLOCG00000009569
EA31449	ENSLOCG00000002533
EA14303	ENSLOCG00000013121
EA16136	ENSLOCG00000017236
EA20172	ENSLOCG00000002939
EA29368	ENSLOCG00000003260
EA19622	ENSLOCG00000009067
EA77868	ENSLOCG00000017222
EA65870	ENSLOCG00000011919
EA60183	ENSLOCG00000000788
EA04786	ENSLOCG00000002984
EA84681	ENSLOCG00000004389
EA37103	ENSLOCG00000015898
EA69290	ENSLOCG00000006821
EA48659	ENSLOCG00000007927
EA64823	ENSLOCG00000009028
EA27666	ENSLOCG00000005738
EA03026	ENSLOCG00000000247
EA15198	ENSLOCG00000016318
EA25857	ENSLOCG00000006799
EA18470	ENSLOCG00000011327
EA30773	ENSLOCG00000013659
EA40183	ENSLOCG00000010277
EA42283	ENSLOCG00000016570
EA83965	ENSLOCG00000010042
EA80807	ENSLOCG00000004927
EA42472	ENSLOCG00000013210
EA16358	ENSLOCG00000017231
EA26728	ENSLOCG00000009360
EA20227	ENSLOCG00000016466
EA17971	ENSLOCG00000001682
EA14075	ENSLOCG00000000796
EA07693	ENSLOCG00000009615
EA01529	ENSLOCG00000012036
EA13860	ENSLOCG00000009635
EA07681	ENSLOCG00000017148
EA78426	ENSLOCG00000007108
EA10720	ENSLOCG00000008891
EA59421	ENSLOCG00000008332
EA37640	ENSLOCG00000013388
EA65447	ENSLOCG00000018234
EA42954	ENSLOCG00000007100
EA44817	ENSLOCG00000012447
EA01839	ENSLOCG00000004929
EA69869	ENSLOCG00000012746
EA03288	ENSLOCG00000007818
EA45618	ENSLOCG00000011943
EA40129	ENSLOCG00000004998
EA06981	ENSLOCG00000011021
EA62702	ENSLOCG00000000631
EA01423	ENSLOCG00000006992
EA80274	ENSLOCG00000006910
EA46005	ENSLOCG00000017325
EA79165	ENSLOCG00000017001
EA00531	ENSLOCG00000012448
EA80745	ENSLOCG00000001106
EA78078	ENSLOCG00000003864
EA33359	ENSLOCG00000001491
EA30807	ENSLOCG00000008590
EA38338	ENSLOCG00000009457
EA44327	ENSLOCG00000001988
EA71418	ENSLOCG00000003739
EA73222	ENSLOCG00000005328
EA73983	ENSLOCG00000008198
EA62322	ENSLOCG00000007786
EA60951	ENSLOCG00000002668
EA78919	ENSLOCG00000013804
EA03896	ENSLOCG00000007037
EA32824	ENSLOCG00000002409
EA50531	ENSLOCG00000007105
EA66393	ENSLOCG00000018104
EA50246	ENSLOCG00000009250
EA49592	ENSLOCG00000016179
EA53983	ENSLOCG00000016906
EA42357	ENSLOCG00000014952
EA62047	ENSLOCG00000010795
EA54466	ENSLOCG00000012136
EA19829	ENSLOCG00000016096
EA62902	ENSLOCG00000001829
EA78908	ENSLOCG00000014547
EA09369	ENSLOCG00000015727
EA58231	ENSLOCG00000015840
EA38022	ENSLOCG00000002790
EA27051	ENSLOCG00000013087
EA30560	ENSLOCG00000006036
EA76909	ENSLOCG00000008247
EA59554	ENSLOCG00000003534
EA60020	ENSLOCG00000001032
EA42276	ENSLOCG00000006865
EA42896	ENSLOCG00000007338
EA84635	ENSLOCG00000011501
EA48794	ENSLOCG00000001514
EA47773	ENSLOCG00000001144
EA24413	ENSLOCG00000015319
EA28036	ENSLOCG00000010413
EA66409	ENSLOCG00000006373
EA13645	ENSLOCG00000005105
EA37191	ENSLOCG00000012959
EA07005	ENSLOCG00000016258
EA41661	ENSLOCG00000000084
EA70207	ENSLOCG00000009614
EA56724	ENSLOCG00000013967
EA56675	ENSLOCG00000009548
EA42265	ENSLOCG00000004726
EA07848	ENSLOCG00000003407
EA74541	ENSLOCG00000014354
EA64595	ENSLOCG00000002792
EA80318	ENSLOCG00000016333
EA80534	ENSLOCG00000008901
EA64886	ENSLOCG00000010904
EA35117	ENSLOCG00000002301
EA80429	ENSLOCG00000002160
EA82682	ENSLOCG00000006241
EA29572	ENSLOCG00000005954
EA18298	ENSLOCG00000016055
EA51313	ENSLOCG00000001626
EA69475	ENSLOCG00000009472
EA70348	ENSLOCG00000014937
EA04968	ENSLOCG00000008065
EA55265	ENSLOCG00000015601
EA18732	ENSLOCG00000013669
EA82136	ENSLOCG00000001659
EA03671	ENSLOCG00000010545
EA22915	ENSLOCG00000009410
EA22084	ENSLOCG00000009174
EA16893	ENSLOCG00000013732
EA41981	ENSLOCG00000016186
EA46229	ENSLOCG00000016869
EA04051	ENSLOCG00000005714
EA32886	ENSLOCG00000008845
EA35501	ENSLOCG00000008096
EA83264	ENSLOCG00000004711
EA71855	ENSLOCG00000014600
EA36790	ENSLOCG00000013761
EA78059	ENSLOCG00000005286
EA25828	ENSLOCG00000013274
EA82567	ENSLOCG00000003946
EA66692	ENSLOCG00000012127
EA43394	ENSLOCG00000015362
EA83193	ENSLOCG00000016323
EA47499	ENSLOCG00000006426
EA53472	ENSLOCG00000013295
EA04719	ENSLOCG00000005887
EA11306	ENSLOCG00000014697
EA12980	ENSLOCG00000015010
EA10203	ENSLOCG00000012049
EA03167	ENSLOCG00000011768
EA01289	ENSLOCG00000015377
EA74927	ENSLOCG00000007993
EA76751	ENSLOCG00000014484
