MRPL3	ENSGALG00000040873.2
LOC116953983	ENSGALG00000008269.5
GAS8	ENSGALG00000000540.5
ZNF830	ENSGALG00000013156.5
LOC116950506	ENSGALG00000040297.2
LOC116941251	ENSGALG00000003470.5
LOC116951114	ENSGALG00000038225.1
EEF2	ENSGALG00000033884.2
BOP1	ENSGALG00000037342.1
MID1	ENSGALG00000038504.1
LOC116950872	ENSGALG00000042112.1
UBE2M	ENSGALG00000043628.1
ROMO1	ENSGALG00000027416.2
LOC116947400	ENSGALG00000011328.5
CDK9	ENSGALG00000035576.1
THSD4	ENSGALG00000004087.6
LOC116949965	ENSGALG00000010971.5
LOC116950696	ENSGALG00000040666.2
APLF	ENSGALG00000008745.5
NUDT18	ENSGALG00000029448.1
TMEM132C	ENSGALG00000002312.5
IPMK	ENSGALG00000002710.5
LOC116951304	ENSGALG00000000329.6
LOC116951444	ENSGALG00000001892.4
LOC116939070	ENSGALG00000012932.5
FANCB	ENSGALG00000016569.6
LOC116947947	ENSGALG00000039118.1
NSMCE2	ENSGALG00000043439.1
NSMCE1	ENSGALG00000006307.6
LOC116946195	ENSGALG00000004162.5
LOC116947881	ENSGALG00000030590.1
KBTBD13	ENSGALG00000007335.2
MPHOSPH10	ENSGALG00000003906.5
MANEA	ENSGALG00000015590.5
PPIE	ENSGALG00000013383.6
KANSL2	ENSGALG00000033877.1
SUSD2	ENSGALG00000005824.5
LOC116939186	ENSGALG00000004509.5
MLYCD	ENSGALG00000005494.5
IDE	ENSGALG00000038924.1
LOC116951106	ENSGALG00000033025.1
RNGTT	ENSGALG00000015787.5
LOC116945635	ENSGALG00000004005.5
MAN2C1	ENSGALG00000001615.4
CNIH4	ENSGALG00000030269.2
SSBP1	ENSGALG00000012876.5
LOC116954046	ENSGALG00000019555.4
PSME3IP1	ENSGALG00000021473.5
LOC116957026	ENSGALG00000002313.4
LOC116940393	ENSGALG00000000120.5
LOC116954042	ENSGALG00000006267.6
LOC116939163	ENSGALG00000001387.5
LOC116952724	ENSGALG00000033353.1
LOC116938421	ENSGALG00000004171.5
ZC3H10	ENSGALG00000037941.2
SUCLG2	ENSGALG00000007652.5
LOC116952382	ENSGALG00000030515.2
LETMD1	ENSGALG00000039184.1
LOC116953895	ENSGALG00000008702.6
ENGASE	ENSGALG00000011816.5
HHIPL1	ENSGALG00000036286.1
KIAA1109	ENSGALG00000036437.2
LOC116939464	ENSGALG00000008233.5
RIOK1	ENSGALG00000012795.5
LOC116943681	ENSGALG00000014144.5
PDE9A	ENSGALG00000016186.5
LOC116955398	ENSGALG00000003026.5
TRPC4AP	ENSGALG00000003147.4
LOC116952078	ENSGALG00000013598.6
CERK	ENSGALG00000019397.4
LOC116947577	ENSGALG00000033529.1
KLHL10	ENSGALG00000003624.5
EFCAB11	ENSGALG00000020402.4
LOC116940240	ENSGALG00000009520.5
MAEL	ENSGALG00000019211.5
LOC116958785	ENSGALG00000034777.1
MTRF1	ENSGALG00000016951.5
LOC116954266	ENSGALG00000038721.1
WDSUB1	ENSGALG00000012574.5
LOC116952819	ENSGALG00000012849.4
LOC116954040	ENSGALG00000039005.1
ZC4H2	ENSGALG00000042725.2
MOXD1	ENSGALG00000002911.5
SUPT4H1	ENSGALG00000000944.5
SFR1	ENSGALG00000008383.5
MRRF	ENSGALG00000001333.6
ECH1	ENSGALG00000030164.1
C36H12orf66	ENSGALG00000027682.3
PTER	ENSGALG00000008728.5
LOC116954089	ENSGALG00000003396.6
HSBP1	ENSGALG00000043039.1
LOC116955820	ENSGALG00000015379.6
XRCC2	ENSGALG00000026865.3
GLMN	ENSGALG00000005959.5
DHFR	ENSGALG00000026757.2
LOC116939995	ENSGALG00000008080.5
NUP35	ENSGALG00000002689.6
SMC4	ENSGALG00000009553.6
LOC116956918	ENSGALG00000031789.1
LOC116955790	ENSGALG00000009855.5
KPNA2	ENSGALG00000003584.3
KLHDC3	ENSGALG00000008536.5
CASP6	ENSGALG00000012186.5
LOC116953183	ENSGALG00000039742.1
DPP7	ENSGALG00000038145.2
PSMA2	ENSGALG00000039387.2
COL6A2	ENSGALG00000039216.2
AGXT	ENSGALG00000020943.4
DISP3	ENSGALG00000004662.4
MKS1	ENSGALG00000030979.2
LOC116952094	ENSGALG00000032087.1
LOC116952481	ENSGALG00000008482.5
ULK3	ENSGALG00000032215.2
SLF1	ENSGALG00000027932.3
ANKRD42	ENSGALG00000017250.5
MRPL53	ENSGALG00000037867.1
CEP41	ENSGALG00000008103.5
MRPL46	ENSGALG00000006782.6
RNF11	ENSGALG00000010539.3
CENPP	ENSGALG00000004687.5
STK36	ENSGALG00000011371.6
LOC116951305	ENSGALG00000026089.1
DOCK3	ENSGALG00000002335.5
AAMDC	ENSGALG00000041949.2
LOC116957700	ENSGALG00000015770.6
BSX	ENSGALG00000006515.4
ILVBL	ENSGALG00000038889.2
TPI1	ENSGALG00000014526.3
LOC116940024	ENSGALG00000040493.1
MRPL35	ENSGALG00000022950.3
LOC116940499	ENSGALG00000039696.2
CCDC58	ENSGALG00000014413.6
XRCC5	ENSGALG00000011492.5
TAF3	ENSGALG00000006731.6
LOC116947582	ENSGALG00000040272.2
WDR43	ENSGALG00000032529.1
RCC1L	ENSGALG00000001174.4
CUX1	ENSGALG00000021636.4
LIG1	ENSGALG00000043938.1
LOC116953007	ENSGALG00000016258.6
LOC116953004	ENSGALG00000016699.4
LOC116955598	ENSGALG00000029001.2
LOC116943613	ENSGALG00000010744.5
MPL	ENSGALG00000009965.4
RNPC3	ENSGALG00000005162.5
MIGA1	ENSGALG00000032342.1
LOC116947118	ENSGALG00000015276.4
LOC116955546	ENSGALG00000006786.5
ESD	ENSGALG00000016991.6
ANKRD60	ENSGALG00000007624.5
TGFBRAP1	ENSGALG00000016795.3
TADA2B	ENSGALG00000015547.5
F2	ENSGALG00000008332.5
LOC116952332	ENSGALG00000008087.4
LOC116953938	ENSGALG00000034628.1
LOC116951472	ENSGALG00000030011.2
C3H7orf50	ENSGALG00000004055.6
TMEM223	ENSGALG00000041232.1
STRIP1	ENSGALG00000037995.1
LOC116947750	ENSGALG00000008692.5
DSCC1	ENSGALG00000043799.1
MRPS30	ENSGALG00000030729.1
LOC116952963	ENSGALG00000017150.6
WDR77	ENSGALG00000040864.1
LOC116956901	ENSGALG00000033447.2
SLC35E1	ENSGALG00000003794.6
LOC116940841	ENSGALG00000040993.2
TMEM168	ENSGALG00000009443.5
LOC116953363	ENSGALG00000011555.6
LOC116957172	ENSGALG00000017119.5
LOC116957183	ENSGALG00000017341.6
RDM1	ENSGALG00000000243.5
WNT1	ENSGALG00000043009.1
CCN1	ENSGALG00000008661.5
LOC116957907	ENSGALG00000023626.3
LOC116956388	ENSGALG00000014085.6
LOC116940058	ENSGALG00000012559.4
LOC116957110	ENSGALG00000006426.5
OSTM1	ENSGALG00000015306.2
DIS3L2	ENSGALG00000007767.4
LOC116942823	ENSGALG00000009405.6
ARMC7	ENSGALG00000007961.6
TPRG1L	ENSGALG00000001024.6
VPS37A	ENSGALG00000013646.5
MRPS14	ENSGALG00000030028.2
PCYOX1	ENSGALG00000040340.1
HBS1L	ENSGALG00000013962.6
TRRAP	ENSGALG00000003596.6
SH3PXD2B	ENSGALG00000002831.5
LOC116951207	ENSGALG00000033887.1
PAQR9	ENSGALG00000021180.4
IBA57	ENSGALG00000005328.4
LOC116956435	ENSGALG00000031737.1
LOC116956408	ENSGALG00000010049.5
LOC116947554	ENSGALG00000040480.1
BLOC1S5	ENSGALG00000012782.2
LOC116947177	ENSGALG00000009612.5
LOC116949346	ENSGALG00000012994.5
LOC116941668	ENSGALG00000016271.4
USP40	ENSGALG00000004228.4
EFHB	ENSGALG00000011267.5
LOC116943623	ENSGALG00000002112.5
SERBP1	ENSGALG00000011229.6
ACMSD	ENSGALG00000012197.5
LOC116937972	ENSGALG00000011469.5
WNT11	ENSGALG00000000839.3
MVB12B	ENSGALG00000000950.5
BBS4	ENSGALG00000001798.6
NPEPPS	ENSGALG00000031332.2
LOC116937785	ENSGALG00000030200.2
RACK1	ENSGALG00000000122.5
POMT1	ENSGALG00000003757.4
EXOC4	ENSGALG00000008477.4
HCFC1	ENSGALG00000029616.1
DNAJB9	ENSGALG00000009492.5
LOC116939409	ENSGALG00000012966.5
DHX34	ENSGALG00000034016.1
EIF4H	ENSGALG00000001313.6
MAP9	ENSGALG00000020253.4
LOC116941331	ENSGALG00000038941.1
LOC116954171	ENSGALG00000034803.2
LRRK2	ENSGALG00000007161.4
LOC116955497	ENSGALG00000032199.2
LOC116950822	ENSGALG00000004266.4
ANKDD1B	ENSGALG00000007252.5
LOC116952797	ENSGALG00000035099.1
EXOSC2	ENSGALG00000040373.2
LANCL2	ENSGALG00000032570.1
STRADA	ENSGALG00000000550.6
GPNMB	ENSGALG00000010949.5
SNW1	ENSGALG00000010501.5
CGRRF1	ENSGALG00000012206.5
HSPA8	ENSGALG00000006512.5
LOC116950454	ENSGALG00000040089.1
YBX1	ENSGALG00000031890.2
LOC116947330	ENSGALG00000031947.1
GNPAT	ENSGALG00000011163.5
ABHD18	ENSGALG00000010201.6
CUTC	ENSGALG00000037283.2
LOC116939425	ENSGALG00000008198.5
LOC116940214	ENSGALG00000006331.5
LOC116940248	ENSGALG00000009498.5
SELENOF	ENSGALG00000006261.6
LOC116948649	ENSGALG00000012207.5
LOC116947838	ENSGALG00000037940.1
TMTC3	ENSGALG00000033106.1
SLC38A10	ENSGALG00000006880.5
LOC116949699	ENSGALG00000017191.4
EIF3I	ENSGALG00000003337.6
PSMB3	ENSGALG00000001597.5
SH3BP4	ENSGALG00000004140.5
PSMD3	ENSGALG00000033162.2
LOC116952799	ENSGALG00000005042.5
NUDT7	ENSGALG00000034395.2
ADSS2	ENSGALG00000011618.5
CCNF	ENSGALG00000038502.1
LOC116949630	ENSGALG00000005608.6
LOC116946148	ENSGALG00000030032.1
USP7	ENSGALG00000007307.5
LOC116946182	ENSGALG00000012172.6
TMEM169	ENSGALG00000011493.6
CFAP221	ENSGALG00000012100.6
LOC116942410	ENSGALG00000000401.5
LOC116942449	ENSGALG00000008169.6
HADHA	ENSGALG00000016536.6
HMBOX1	ENSGALG00000016633.5
LAMTOR3	ENSGALG00000000055.5
UBN1	ENSGALG00000031416.1
KDM1B	ENSGALG00000012685.5
LOC116948162	ENSGALG00000015084.4
TTLL1	ENSGALG00000014163.5
LOC116940553	ENSGALG00000007706.5
CCDC186	ENSGALG00000008956.5
RNF4	ENSGALG00000015668.5
LOC116940462	ENSGALG00000014515.5
PSMG3	ENSGALG00000004203.6
BECN1	ENSGALG00000002973.6
LOC116948963	ENSGALG00000010243.5
LOC116951939	ENSGALG00000010173.4
LOC116951858	ENSGALG00000033150.1
LOC116951974	ENSGALG00000010967.5
TNFAIP3	ENSGALG00000013861.5
SULT6B1	ENSGALG00000046375.1
BTAF1	ENSGALG00000030598.1
LOC116950285	ENSGALG00000001028.4
LOC116956291	ENSGALG00000028629.2
MCEE	ENSGALG00000003913.6
LOC116940199	ENSGALG00000005002.6
LOC116946688	ENSGALG00000031843.1
LOC116940468	ENSGALG00000003005.5
TPMT	ENSGALG00000012687.6
LOC103091821	ENSGALG00000016462.5
LOC116947783	ENSGALG00000009562.5
LOC116956074	ENSGALG00000012830.5
DUSP27	ENSGALG00000015453.6
SUPV3L1	ENSGALG00000004197.6
LOC116939885	ENSGALG00000012170.6
LOC116942632	ENSGALG00000016276.5
PPP1R42	ENSGALG00000034424.2
ELAC2	ENSGALG00000001036.6
SLC25A10	ENSGALG00000032336.1
PCSK2	ENSGALG00000008734.5
LOC116939450	ENSGALG00000009947.5
LOC116942821	ENSGALG00000004101.4
LOC116944244	ENSGALG00000035602.1
EXOSC7	ENSGALG00000030084.1
LOC116938410	ENSGALG00000010862.3
LOC116938520	ENSGALG00000031796.1
FBXL17	ENSGALG00000000276.5
LOC116943835	ENSGALG00000038646.2
LOC116943851	ENSGALG00000034345.1
LOC116954920	ENSGALG00000044204.1
PRXL2A	ENSGALG00000002421.6
WDR78	ENSGALG00000045792.1
EIF3G	ENSGALG00000034475.1
ERCC5	ENSGALG00000016860.6
LOC116944042	ENSGALG00000005347.5
HAUS4	ENSGALG00000039755.2
DYRK1A	ENSGALG00000016053.3
PSMG2	ENSGALG00000013863.6
FAIM	ENSGALG00000012082.6
PREB	ENSGALG00000029369.1
DARS1	ENSGALG00000012355.5
LOC116946893	ENSGALG00000045574.1
CFAP91	ENSGALG00000014980.5
PEX12	ENSGALG00000002151.6
KBTBD12	ENSGALG00000005972.5
LOC116948583	ENSGALG00000036441.1
LOC116948614	ENSGALG00000006575.4
ATG12	ENSGALG00000002345.5
LOC116938083	ENSGALG00000039092.1
CRAMP1	ENSGALG00000009341.6
ODF2	ENSGALG00000004767.5
SYT12	ENSGALG00000004306.5
TTLL12	ENSGALG00000014167.6
LOC116953029	ENSGALG00000038536.2
LOC116956303	ENSGALG00000005788.5
LOC116947365	ENSGALG00000008350.5
TRMT11	ENSGALG00000014831.6
YAE1	ENSGALG00000043636.1
LOC116938736	ENSGALG00000029142.2
FAHD1	ENSGALG00000024041.3
SELENOI	ENSGALG00000016560.5
TBC1D30	ENSGALG00000009859.4
LOC116950892	ENSGALG00000005207.7
ZSWIM8	ENSGALG00000005134.6
ALKBH5	ENSGALG00000043693.2
LOC116947681	ENSGALG00000025786.1
CAMKMT	ENSGALG00000035800.1
LOC116948964	ENSGALG00000043245.1
LOC116940025	ENSGALG00000008380.5
HIPK2	ENSGALG00000012792.5
LOC116942843	ENSGALG00000006309.5
SSR1	ENSGALG00000012798.6
LOC116939272	ENSGALG00000004254.5
THADA	ENSGALG00000009932.5
NOX4	ENSGALG00000017235.5
GTF2E1	ENSGALG00000042320.1
RSL24D1	ENSGALG00000032858.1
LOC116939964	ENSGALG00000007948.4
QRICH1	ENSGALG00000006867.6
LOC116949353	ENSGALG00000005332.5
LOC116954440	ENSGALG00000010357.5
LOC116939703	ENSGALG00000008504.6
GINM1	ENSGALG00000012370.6
LOC116944361	ENSGALG00000010384.3
KIFAP3	ENSGALG00000021047.5
NUBP1	ENSGALG00000007241.5
LOC116944164	ENSGALG00000012699.6
SLC26A11	ENSGALG00000007018.5
LOC116949720	ENSGALG00000003319.5
HMCES	ENSGALG00000005897.4
SPCS1	ENSGALG00000001655.6
LOC116939081	ENSGALG00000006390.6
NDC80	ENSGALG00000014801.5
LOC116955770	ENSGALG00000003416.5
CCNL1	ENSGALG00000009699.5
SLC25A21	ENSGALG00000010117.6
WSCD2	ENSGALG00000004849.6
HSD3B7	ENSGALG00000045366.1
LOC116951938	ENSGALG00000015542.5
RAD17	ENSGALG00000015571.6
LOC116954216	ENSGALG00000004935.6
ERI1	ENSGALG00000011448.5
LOC116940280	ENSGALG00000006413.6
HDHD5	ENSGALG00000013026.6
DPH1	ENSGALG00000003082.5
LOC116953055	ENSGALG00000027420.1
LOC116954748	ENSGALG00000011020.6
LOC116946566	ENSGALG00000032518.1
LOC116947294	ENSGALG00000002803.5
SETD4	ENSGALG00000016024.1
ARHGAP26	ENSGALG00000033938.2
UBR7	ENSGALG00000010842.5
OVCA2	ENSGALG00000045371.1
LOC116957168	ENSGALG00000039182.2
SNX25	ENSGALG00000010610.5
MRPL10	ENSGALG00000014387.5
OTOF	ENSGALG00000016577.6
NXN	ENSGALG00000004793.5
LOC116948361	ENSGALG00000010118.5
AKR1A1	ENSGALG00000010244.6
RNF216	ENSGALG00000004629.5
LOC116952531	ENSGALG00000010992.5
PTCD2	ENSGALG00000038260.1
DENR	ENSGALG00000003795.5
SLC47A1	ENSGALG00000004778.4
CPPED1	ENSGALG00000040854.1
MICOS10	ENSGALG00000004039.5
LOC116939069	ENSGALG00000042533.1
PSMD5	ENSGALG00000001637.4
AGA	ENSGALG00000010716.4
ENTPD5	ENSGALG00000008563.6
ATRN	ENSGALG00000009152.5
LOC116958470	ENSGALG00000005612.5
TUBD1	ENSGALG00000005173.6
TRPM2	ENSGALG00000005631.5
CERKL	ENSGALG00000008910.5
TIMM21	ENSGALG00000013709.6
LOC116943131	ENSGALG00000010607.7
DDX27	ENSGALG00000006974.6
PLEKHF2	ENSGALG00000040248.1
LOC116946488	ENSGALG00000003420.5
LOC116954649	ENSGALG00000010003.5
MFSD8	ENSGALG00000010199.5
WFDC1	ENSGALG00000005503.4
LOC116950604	ENSGALG00000002125.5
GALNTL6	ENSGALG00000004033.5
VPS26C	ENSGALG00000016052.5
ARL5C	ENSGALG00000008557.6
LOC116938420	ENSGALG00000011262.4
HYDIN	ENSGALG00000002407.5
BANP	ENSGALG00000005872.5
NR2C2AP	ENSGALG00000027375.2
LOC116952365	ENSGALG00000005814.5
PSMD6	ENSGALG00000007315.5
LOC116954892	ENSGALG00000035927.1
SUMF2	ENSGALG00000002463.5
LOC116954591	ENSGALG00000037410.1
VTA1	ENSGALG00000013810.6
HSDL1	ENSGALG00000003273.4
LOC116954236	ENSGALG00000012700.2
LOC116956130	ENSGALG00000030988.1
WFS1	ENSGALG00000015529.5
TMEM70	ENSGALG00000033568.1
LOC116957047	ENSGALG00000036128.1
LOC116936807	ENSGALG00000005302.5
MRPL20	ENSGALG00000001542.5
AMFR	ENSGALG00000003107.5
LOC116954062	ENSGALG00000006194.5
LOC116956824	ENSGALG00000002172.5
LOC116940149	ENSGALG00000012211.5
DAD1	ENSGALG00000035626.1
PBLD	ENSGALG00000003935.5
LOC116947162	ENSGALG00000006973.4
LOC116948297	ENSGALG00000043572.1
EXD1	ENSGALG00000041449.1
C18H7orf25	ENSGALG00000040161.1
USP33	ENSGALG00000041104.1
TSC1	ENSGALG00000003500.5
KLHL22	ENSGALG00000006422.6
WDR81	ENSGALG00000026822.2
LOC116946910	ENSGALG00000007419.6
LOC116944170	ENSGALG00000015119.5
LOC116944218	ENSGALG00000003681.5
LOC116946847	ENSGALG00000005245.5
LOC116948693	ENSGALG00000010961.4
DLGAP5	ENSGALG00000012165.4
LOC116958257	ENSGALG00000012522.5
PPP2R1A	ENSGALG00000035898.1
LOC116948180	ENSGALG00000045227.1
LRRC9	ENSGALG00000012005.6
ABHD8	ENSGALG00000036297.1
HINT1	ENSGALG00000000428.2
NDUFAF5	ENSGALG00000020729.4
NPNT	ENSGALG00000016584.5
LOC116947065	ENSGALG00000010809.6
LOC116958799	ENSGALG00000002478.6
RANBP1	ENSGALG00000002107.5
LOC116941330	ENSGALG00000005996.7
EIF2B1	ENSGALG00000003259.6
LOC116955523	ENSGALG00000015879.6
LOC116957071	ENSGALG00000007989.5
LOC116955003	ENSGALG00000035118.1
LOC116954958	ENSGALG00000014652.5
LOC116956342	ENSGALG00000020262.4
PIGT	ENSGALG00000003909.6
CCDC141	ENSGALG00000020788.4
ACAD8	ENSGALG00000001557.6
LOC116939244	ENSGALG00000036511.1
NOB1	ENSGALG00000000693.4
NCAPG	ENSGALG00000014425.5
MED19	ENSGALG00000007341.5
MKRN1	ENSGALG00000012852.4
LOC116953496	ENSGALG00000000795.5
LOC116955331	ENSGALG00000041762.1
LOC116938995	ENSGALG00000032278.1
LOC116947207	ENSGALG00000009392.3
NENF	ENSGALG00000009821.5
LOC116939563	ENSGALG00000010463.5
LOC103091803	ENSGALG00000012219.4
LOC116955493	ENSGALG00000015889.5
IFT172	ENSGALG00000016509.6
LOC116939127	ENSGALG00000006728.6
LOC116947222	ENSGALG00000037586.1
PFDN2	ENSGALG00000026374.3
SLC7A9	ENSGALG00000021158.3
LOC116945626	ENSGALG00000000544.5
LOC116955115	ENSGALG00000014081.5
RAB3IL1	ENSGALG00000009959.5
IPP	ENSGALG00000010287.6
LOC116942568	ENSGALG00000041222.2
LOC116943853	ENSGALG00000011468.5
UBXN7	ENSGALG00000006385.5
NDC1	ENSGALG00000031606.2
EPS15L1	ENSGALG00000021601.4
LOC116951123	ENSGALG00000005150.5
LOC116956000	ENSGALG00000043827.1
UBE2G2	ENSGALG00000005667.6
ZNF511	ENSGALG00000003533.7
LOC116953338	ENSGALG00000012317.5
LOC116939531	ENSGALG00000023303.3
ANO10	ENSGALG00000042371.1
AKAP11	ENSGALG00000022739.3
PPFIBP1	ENSGALG00000014106.5
LOC116943174	ENSGALG00000010762.2
LOC116948697	ENSGALG00000035814.1
ZNF839	ENSGALG00000011368.5
NAB1	ENSGALG00000037778.2
LOC116955353	ENSGALG00000003955.5
PPIL3	ENSGALG00000008228.3
LOC116940237	ENSGALG00000024056.3
LOC116946869	ENSGALG00000016350.5
LOC116946905	ENSGALG00000002428.4
RIOX2	ENSGALG00000039302.2
AP5Z1	ENSGALG00000040528.1
TPO	ENSGALG00000016370.6
CNRIP1	ENSGALG00000008757.4
LOC116938371	ENSGALG00000018976.5
SLC40A1	ENSGALG00000043618.1
AZI2	ENSGALG00000011428.5
LOC116951228	ENSGALG00000011717.5
DCAF1	ENSGALG00000033301.1
SOX2	ENSGALG00000030353.1
MYSM1	ENSGALG00000010869.5
MAPKAP1	ENSGALG00000000977.6
DNMT3A	ENSGALG00000041454.2
SFT2D3	ENSGALG00000040113.1
TEX2	ENSGALG00000003496.5
XPNPEP2	ENSGALG00000025935.2
GLOD5	ENSGALG00000025991.3
CRYBA2	ENSGALG00000011354.3
GARS1	ENSGALG00000005694.6
LOC116941112	ENSGALG00000043198.1
B3GALNT2	ENSGALG00000013952.5
LOC116940319	ENSGALG00000041911.1
LOC116957798	ENSGALG00000031449.1
HSPG2	ENSGALG00000035717.2
LOC116950569	ENSGALG00000044894.1
PLCB1	ENSGALG00000008875.5
LOC116941364	ENSGALG00000033356.1
SLBP	ENSGALG00000015712.5
POC5	ENSGALG00000014960.5
LOC116957784	ENSGALG00000002578.6
DCLRE1C	ENSGALG00000013926.5
LOC116941431	ENSGALG00000007479.5
CNDP2	ENSGALG00000019514.5
LOC116937101	ENSGALG00000015387.5
PEX10	ENSGALG00000001223.6
LOC116940268	ENSGALG00000015144.5
LNX2	ENSGALG00000013940.6
LOC116948587	ENSGALG00000009944.4
LOC116938524	ENSGALG00000034007.2
LOC116938556	ENSGALG00000013342.4
SYNJ1	ENSGALG00000034317.1
LOC116940858	ENSGALG00000010722.5
LOC116945265	ENSGALG00000014868.6
DCTD	ENSGALG00000010674.5
ST3GAL5	ENSGALG00000033260.2
LOC116943966	ENSGALG00000043285.2
LOC116943514	ENSGALG00000017084.6
CCDC47	ENSGALG00000000564.6
LOC116943692	ENSGALG00000011255.6
GUCA1B	ENSGALG00000001418.5
TRPM5	ENSGALG00000006521.6
LOC116942951	ENSGALG00000010745.3
ADCY5	ENSGALG00000031244.2
RIC1	ENSGALG00000015036.5
LOC116946637	ENSGALG00000028041.2
MLH3	ENSGALG00000010304.5
AGPAT3	ENSGALG00000031932.1
LOC116955625	ENSGALG00000015252.6
CFAP43	ENSGALG00000038606.1
LOC116950443	ENSGALG00000001857.5
LOC116951042	ENSGALG00000033989.1
PDE10A	ENSGALG00000011537.5
LOC116948557	ENSGALG00000006477.6
CCDC43	ENSGALG00000001022.4
CARS2	ENSGALG00000016847.5
P4HA3	ENSGALG00000042030.1
RPS16	ENSGALG00000026490.3
LOC116957048	ENSGALG00000041358.1
NAGA	ENSGALG00000011900.4
TNRC6C	ENSGALG00000001725.5
LOC116938639	ENSGALG00000031243.1
BAZ2B	ENSGALG00000012579.4
LOC116939704	ENSGALG00000037289.1
LOC116954628	ENSGALG00000039270.2
SPOUT1	ENSGALG00000004622.6
LOC116948149	ENSGALG00000036873.1
DCTN4	ENSGALG00000004534.4
DDX46	ENSGALG00000006404.5
FUT10	ENSGALG00000015399.6
RAD1	ENSGALG00000003365.6
SDHD	ENSGALG00000007878.4
TRIAP1	ENSGALG00000007199.4
MRPS2	ENSGALG00000026303.3
TM9SF4	ENSGALG00000006568.5
LOC116949333	ENSGALG00000037671.2
LOC116950589	ENSGALG00000027258.2
LOC116950768	ENSGALG00000014984.5
C2CD3	ENSGALG00000017314.5
LOC116943590	ENSGALG00000017044.5
CAMSAP1	ENSGALG00000001692.5
RIPK2	ENSGALG00000043535.2
SPSB3	ENSGALG00000002285.5
VPS41	ENSGALG00000031635.1
FTH1	ENSGALG00000007220.4
ANKFY1	ENSGALG00000001467.6
AMT	ENSGALG00000025844.2
ERMARD	ENSGALG00000011186.6
LOC116940940	ENSGALG00000009250.5
LOC116942846	ENSGALG00000030718.2
ARID2	ENSGALG00000033074.1
LOC116948859	ENSGALG00000031210.2
PIGW	ENSGALG00000023554.3
RXFP1	ENSGALG00000009429.6
LOC116958596	ENSGALG00000007550.5
LOC116941576	ENSGALG00000039553.1
NEBL	ENSGALG00000037769.1
LOC116948094	ENSGALG00000030027.2
LOC116938546	ENSGALG00000000505.6
MMGT1	ENSGALG00000027199.3
LOC116957191	ENSGALG00000017342.4
LOC116943105	ENSGALG00000015209.3
DGCR2	ENSGALG00000005891.5
LOC116939158	ENSGALG00000043223.1
LOC116938019	ENSGALG00000003775.4
LOC116941637	ENSGALG00000014724.5
FEN1	ENSGALG00000033781.1
LOC116940295	ENSGALG00000042492.2
NDUFB5	ENSGALG00000009076.4
AAMP	ENSGALG00000011445.5
LOC116937845	ENSGALG00000009017.5
LOC116939621	ENSGALG00000009024.5
MTFMT	ENSGALG00000007353.5
LOC116951170	ENSGALG00000006891.5
LOC116957456	ENSGALG00000000156.5
LOC116943509	ENSGALG00000015028.5
PRDM5	ENSGALG00000011963.6
APMAP	ENSGALG00000008651.6
LOC116956587	ENSGALG00000006760.6
MEGF10	ENSGALG00000014699.5
LOC116937569	ENSGALG00000037656.1
POFUT2	ENSGALG00000006141.5
LOC116940881	ENSGALG00000031893.1
LOC116940886	ENSGALG00000012159.5
LOC116940924	ENSGALG00000042822.1
TCTEX1D2	ENSGALG00000027722.2
UPF2	ENSGALG00000033772.1
LOC116952030	ENSGALG00000034487.2
LOC116941263	ENSGALG00000043213.1
COMTD1	ENSGALG00000005000.5
LOC116943525	ENSGALG00000013576.3
CDC73	ENSGALG00000002469.5
RPP38	ENSGALG00000008794.5
LOC116944359	ENSGALG00000007663.5
LOC116945897	ENSGALG00000001234.5
LOC116951091	ENSGALG00000037904.2
LOC116946484	ENSGALG00000015211.4
LOC116947891	ENSGALG00000011646.6
PTPRG	ENSGALG00000007177.3
LOC116951416	ENSGALG00000001883.5
LOC116956421	ENSGALG00000014041.5
TLCD3B	ENSGALG00000004820.5
IDH2	ENSGALG00000034434.1
HAPLN3	ENSGALG00000021135.4
LOC116952283	ENSGALG00000028871.2
CYLD	ENSGALG00000003753.5
LOC116954200	ENSGALG00000015132.2
LOC116937960	ENSGALG00000016238.5
RPL23	ENSGALG00000001634.6
MTAP	ENSGALG00000008174.5
LOC116943537	ENSGALG00000004618.5
SNRPE	ENSGALG00000000137.6
LOC116957436	ENSGALG00000007070.5
SART3	ENSGALG00000039472.1
YBEY	ENSGALG00000027664.1
LOC116938040	ENSGALG00000002303.4
MSH5	ENSGALG00000038188.2
MYG1	ENSGALG00000037688.2
LOC116948204	ENSGALG00000015079.5
CEP78	ENSGALG00000015179.4
LOC116950667	ENSGALG00000015008.6
ETF1	ENSGALG00000002262.6
LOC116940570	ENSGALG00000033663.1
KIFBP	ENSGALG00000004156.1
LOC116953109	ENSGALG00000033597.1
LOC116952180	ENSGALG00000002237.5
DHRS7	ENSGALG00000011921.5
CTIF	ENSGALG00000035912.1
DKC1	ENSGALG00000005054.5
LMBRD2	ENSGALG00000013377.4
NPHP1	ENSGALG00000008195.4
LOC116952068	ENSGALG00000013189.4
LOC116954013	ENSGALG00000038143.2
LOC116938009	ENSGALG00000009809.4
SLC38A6	ENSGALG00000011893.6
GPR155	ENSGALG00000014209.5
LOC116949415	ENSGALG00000009439.1
RAD54L2	ENSGALG00000003243.5
DPY19L3	ENSGALG00000004559.6
PCNP	ENSGALG00000029385.1
