EA44645	ENSGALG00000032763.2
EA70913	ENSGALG00000044204.1
EA00438	ENSGALG00000004850.5
EA75208	ENSGALG00000014575.5
EA09668	ENSGALG00000007023.5
EA05979	ENSGALG00000013683.6
EA38421	ENSGALG00000035839.2
EA04590	ENSGALG00000031284.1
EA31457	ENSGALG00000010313.5
EA21057	ENSGALG00000038941.1
EA28621	ENSGALG00000036466.1
EA01756	ENSGALG00000026421.3
EA18341	ENSGALG00000016739.5
EA14219	ENSGALG00000036189.1
EA35165	ENSGALG00000003566.5
EA80821	ENSGALG00000001994.6
EA57261	ENSGALG00000007507.5
EA27001	ENSGALG00000008234.3
EA11591	ENSGALG00000010286.5
EA26484	ENSGALG00000011506.6
EA29043	ENSGALG00000030899.2
EA62942	ENSGALG00000035949.1
EA53996	ENSGALG00000038476.1
EA06857	ENSGALG00000036642.2
EA80798	ENSGALG00000040541.1
EA49396	ENSGALG00000016351.5
EA47547	ENSGALG00000011266.6
EA50837	ENSGALG00000009016.4
EA67500	ENSGALG00000011104.6
EA60246	ENSGALG00000040424.2
EA49249	ENSGALG00000011855.5
EA31789	ENSGALG00000010991.5
EA70621	ENSGALG00000015078.5
EA51476	ENSGALG00000010229.5
EA65002	ENSGALG00000038817.2
EA57918	ENSGALG00000043198.1
EA26736	ENSGALG00000012537.4
EA28328	ENSGALG00000010896.5
EA81407	ENSGALG00000004104.5
EA53590	ENSGALG00000005714.5
EA68611	ENSGALG00000009272.5
EA32188	ENSGALG00000010861.6
EA65878	ENSGALG00000003397.6
EA05260	ENSGALG00000004571.4
EA06595	ENSGALG00000036044.1
EA54083	ENSGALG00000006937.4
EA02863	ENSGALG00000029702.2
EA17971	ENSGALG00000017120.6
EA18602	ENSGALG00000017097.4
EA74434	ENSGALG00000016326.5
EA75222	ENSGALG00000027446.2
EA70298	ENSGALG00000026983.3
EA20969	ENSGALG00000029395.1
EA27340	ENSGALG00000012382.5
EA66143	ENSGALG00000006233.5
EA41639	ENSGALG00000008443.5
EA15062	ENSGALG00000000737.4
EA79419	ENSGALG00000007683.5
EA76965	ENSGALG00000029385.1
EA78931	ENSGALG00000006325.6
EA21306	ENSGALG00000009839.5
EA65603	ENSGALG00000006757.5
EA28743	ENSGALG00000001644.6
EA03496	ENSGALG00000033694.1
EA30953	ENSGALG00000014718.5
EA03902	ENSGALG00000014569.4
EA01846	ENSGALG00000013414.5
EA80663	ENSGALG00000029135.2
EA36830	ENSGALG00000010025.5
EA37342	ENSGALG00000037655.1
EA57444	ENSGALG00000004259.5
EA20552	ENSGALG00000041183.1
EA08951	ENSGALG00000011365.5
EA83060	ENSGALG00000016228.5
EA18657	ENSGALG00000016915.5
EA34877	ENSGALG00000010740.6
EA56724	ENSGALG00000008043.5
EA56675	ENSGALG00000015339.6
EA15427	ENSGALG00000016705.6
EA05732	ENSGALG00000012342.5
EA62390	ENSGALG00000001489.3
EA81234	ENSGALG00000016996.6
EA62068	ENSGALG00000001073.5
EA56614	ENSGALG00000014933.6
EA82520	ENSGALG00000003362.5
EA75931	ENSGALG00000005283.3
EA83362	ENSGALG00000037371.1
EA78409	ENSGALG00000016847.5
EA04039	ENSGALG00000037274.1
EA72444	ENSGALG00000027980.3
EA02189	ENSGALG00000004769.6
EA37486	ENSGALG00000010721.5
EA85718	ENSGALG00000003441.4
EA64509	ENSGALG00000013569.5
EA41647	ENSGALG00000000541.5
EA13649	ENSGALG00000011518.1
EA81772	ENSGALG00000008076.4
EA80332	ENSGALG00000011966.3
EA31454	ENSGALG00000000843.5
EA34486	ENSGALG00000040910.2
EA26677	ENSGALG00000026776.2
EA09666	ENSGALG00000017388.5
EA55132	ENSGALG00000013732.6
EA55460	ENSGALG00000015854.5
EA77005	ENSGALG00000028840.2
EA73570	ENSGALG00000008414.5
EA49419	ENSGALG00000036240.1
EA13822	ENSGALG00000033150.1
EA34377	ENSGALG00000007077.5
EA53351	ENSGALG00000005872.5
EA20742	ENSGALG00000038504.1
EA48295	ENSGALG00000038229.1
EA80086	ENSGALG00000016717.6
EA76906	ENSGALG00000002908.6
EA34291	ENSGALG00000035824.1
EA01088	ENSGALG00000005959.5
EA77402	ENSGALG00000004981.3
EA74803	ENSGALG00000045574.1
EA06543	ENSGALG00000015094.5
EA20486	ENSGALG00000016921.5
EA39794	ENSGALG00000015073.5
EA84098	ENSGALG00000037443.1
EA49058	ENSGALG00000009042.5
EA67584	ENSGALG00000006780.6
EA18164	ENSGALG00000032736.1
EA33471	ENSGALG00000010444.5
EA63053	ENSGALG00000042051.2
EA55065	ENSGALG00000008023.4
EA60209	ENSGALG00000039173.1
EA23347	ENSGALG00000008916.3
EA41527	ENSGALG00000016142.6
EA30146	ENSGALG00000012763.5
EA26201	ENSGALG00000038773.1
EA25268	ENSGALG00000010301.5
EA10955	ENSGALG00000027140.2
EA09419	ENSGALG00000029780.1
EA52480	ENSGALG00000043545.2
EA53002	ENSGALG00000029761.1
EA33543	ENSGALG00000013272.5
EA31192	ENSGALG00000037082.1
EA33016	ENSGALG00000011301.4
EA20702	ENSGALG00000017392.5
EA25988	ENSGALG00000033593.1
EA73704	ENSGALG00000016801.5
EA24836	ENSGALG00000039970.2
EA67520	ENSGALG00000002267.5
EA77480	ENSGALG00000007419.6
EA68328	ENSGALG00000001802.3
EA14196	ENSGALG00000003374.4
EA06894	ENSGALG00000012336.5
EA05774	ENSGALG00000002943.5
EA80214	ENSGALG00000007999.5
EA12188	ENSGALG00000012586.6
EA09017	ENSGALG00000013537.6
EA02592	ENSGALG00000001949.5
EA53326	ENSGALG00000015316.5
EA83107	ENSGALG00000026263.3
EA02889	ENSGALG00000038372.1
EA76126	ENSGALG00000039583.2
EA77752	ENSGALG00000016828.6
EA60998	ENSGALG00000003682.6
EA37120	ENSGALG00000032640.1
EA22175	ENSGALG00000039861.1
EA42112	ENSGALG00000043591.1
EA67394	ENSGALG00000028135.2
EA66526	ENSGALG00000044768.1
EA04219	ENSGALG00000029679.2
EA70165	ENSGALG00000026761.2
EA68216	ENSGALG00000014589.6
EA39659	ENSGALG00000012870.6
EA26557	ENSGALG00000000538.5
EA07750	ENSGALG00000003795.5
EA84942	ENSGALG00000004554.6
EA85724	ENSGALG00000004622.6
EA80174	ENSGALG00000015247.5
EA15486	ENSGALG00000011340.5
EA22322	ENSGALG00000031182.1
EA25201	ENSGALG00000033561.1
EA69092	ENSGALG00000015376.4
EA54333	ENSGALG00000026359.2
EA62619	ENSGALG00000006301.5
EA30573	ENSGALG00000012187.5
EA50902	ENSGALG00000017211.5
EA59929	ENSGALG00000000966.6
EA31158	ENSGALG00000031729.1
EA59193	ENSGALG00000005160.5
EA66615	ENSGALG00000012144.5
EA14577	ENSGALG00000004859.5
EA23539	ENSGALG00000005302.5
EA42161	ENSGALG00000032287.2
EA13300	ENSGALG00000014828.5
EA67421	ENSGALG00000031524.1
EA47044	ENSGALG00000003580.6
EA05306	ENSGALG00000041392.2
EA60695	ENSGALG00000003904.6
EA71423	ENSGALG00000008199.6
EA71464	ENSGALG00000027050.2
EA05551	ENSGALG00000003645.6
EA28474	ENSGALG00000005336.6
EA66955	ENSGALG00000006434.6
EA35219	ENSGALG00000005580.6
EA31304	ENSGALG00000007661.5
EA24908	ENSGALG00000011493.6
EA27348	ENSGALG00000004521.5
EA84058	ENSGALG00000005858.4
EA83731	ENSGALG00000010411.6
EA29075	ENSGALG00000005860.4
EA06168	ENSGALG00000040702.1
EA62875	ENSGALG00000036536.1
EA46081	ENSGALG00000041766.1
EA16395	ENSGALG00000000276.5
EA14112	ENSGALG00000015091.5
EA62470	ENSGALG00000002397.5
EA81770	ENSGALG00000012296.6
EA07931	ENSGALG00000013674.5
EA10049	ENSGALG00000006272.5
EA25808	ENSGALG00000009939.5
EA01191	ENSGALG00000000120.5
EA73666	ENSGALG00000006411.4
EA64966	ENSGALG00000040298.1
EA78579	ENSGALG00000022955.3
EA85434	ENSGALG00000021180.4
EA71715	ENSGALG00000020554.4
EA06135	ENSGALG00000030512.1
EA51230	ENSGALG00000007835.4
EA43481	ENSGALG00000005558.5
EA42327	ENSGALG00000031014.1
EA04868	ENSGALG00000023157.4
EA01670	ENSGALG00000006076.5
EA31687	ENSGALG00000010087.7
EA26920	ENSGALG00000008908.5
EA09481	ENSGALG00000008389.5
EA85113	ENSGALG00000039013.1
EA68973	ENSGALG00000038433.1
EA75936	ENSGALG00000015230.5
EA13236	ENSGALG00000006144.5
EA13798	ENSGALG00000006974.6
EA14645	ENSGALG00000037336.2
EA53090	ENSGALG00000002018.6
EA54180	ENSGALG00000040335.2
EA83018	ENSGALG00000041094.1
EA41840	ENSGALG00000044453.1
EA76641	ENSGALG00000004813.4
EA26851	ENSGALG00000006490.6
EA59031	ENSGALG00000015288.6
EA48303	ENSGALG00000007919.5
EA52800	ENSGALG00000017090.5
EA52958	ENSGALG00000006786.5
EA28642	ENSGALG00000010900.6
EA63402	ENSGALG00000011298.6
EA57295	ENSGALG00000011534.6
EA19451	ENSGALG00000016922.5
EA56492	ENSGALG00000041103.2
EA13817	ENSGALG00000031410.2
EA62030	ENSGALG00000033378.2
EA57423	ENSGALG00000044261.1
EA09690	ENSGALG00000009308.5
EA84868	ENSGALG00000012710.5
EA83893	ENSGALG00000031567.1
EA14953	ENSGALG00000014581.6
EA52655	ENSGALG00000017244.3
EA29494	ENSGALG00000004369.6
EA80904	ENSGALG00000001892.4
EA82710	ENSGALG00000043532.1
EA68047	ENSGALG00000030994.1
EA70654	ENSGALG00000022920.3
EA05048	ENSGALG00000037716.2
EA01250	ENSGALG00000003250.6
EA51896	ENSGALG00000026253.3
EA03026	ENSGALG00000004591.6
EA44327	ENSGALG00000039595.1
EA28933	ENSGALG00000011649.3
EA73858	ENSGALG00000006260.5
EA09555	ENSGALG00000008285.4
EA56449	ENSGALG00000008054.5
EA72833	ENSGALG00000035619.1
EA16650	ENSGALG00000001382.5
EA07297	ENSGALG00000010601.5
EA32753	ENSGALG00000010870.6
EA76526	ENSGALG00000008003.5
EA73187	ENSGALG00000012852.4
EA85283	ENSGALG00000005217.6
EA30505	ENSGALG00000002973.6
EA15095	ENSGALG00000002183.2
EA37549	ENSGALG00000002756.4
EA10714	ENSGALG00000038101.2
EA11150	ENSGALG00000007687.6
EA30376	ENSGALG00000025884.2
EA25669	ENSGALG00000016196.5
EA84763	ENSGALG00000003878.5
EA62665	ENSGALG00000028985.3
EA58460	ENSGALG00000041722.1
EA55360	ENSGALG00000003227.4
EA76945	ENSGALG00000001223.6
EA10037	ENSGALG00000007299.6
EA78334	ENSGALG00000043967.1
EA09890	ENSGALG00000002969.5
EA07502	ENSGALG00000029390.2
EA02046	ENSGALG00000001959.4
EA55054	ENSGALG00000015490.5
EA85021	ENSGALG00000005559.5
EA41735	ENSGALG00000035013.1
EA47149	ENSGALG00000011522.5
EA18557	ENSGALG00000012295.5
EA15160	ENSGALG00000003870.6
EA65199	ENSGALG00000025959.2
EA55539	ENSGALG00000041152.1
EA63014	ENSGALG00000036836.1
EA14087	ENSGALG00000033950.2
EA84780	ENSGALG00000016899.5
EA07714	ENSGALG00000004743.5
EA17031	ENSGALG00000004057.6
EA23994	ENSGALG00000036263.1
EA17229	ENSGALG00000010173.4
EA22076	ENSGALG00000010689.6
EA77356	ENSGALG00000013579.5
EA14940	ENSGALG00000010613.5
EA05056	ENSGALG00000001405.5
EA71598	ENSGALG00000007045.5
EA00071	ENSGALG00000031546.2
EA81537	ENSGALG00000000302.6
EA67551	ENSGALG00000038325.2
EA64943	ENSGALG00000013225.5
EA21022	ENSGALG00000041907.1
EA30056	ENSGALG00000036873.1
EA13562	ENSGALG00000010283.5
EA15240	ENSGALG00000029545.2
EA10734	ENSGALG00000031578.1
EA68632	ENSGALG00000033812.1
EA19138	ENSGALG00000004288.5
EA21170	ENSGALG00000012462.6
EA27245	ENSGALG00000011708.6
EA25912	ENSGALG00000011355.5
EA18916	ENSGALG00000009856.4
EA32458	ENSGALG00000013085.6
EA16085	ENSGALG00000014798.6
EA37363	ENSGALG00000014711.5
EA20513	ENSGALG00000026364.3
EA42811	ENSGALG00000008040.5
EA06313	ENSGALG00000030890.1
EA07045	ENSGALG00000006515.4
EA32705	ENSGALG00000017524.3
EA22269	ENSGALG00000033157.1
EA54592	ENSGALG00000017132.5
EA02420	ENSGALG00000033446.1
EA07953	ENSGALG00000007319.6
EA03752	ENSGALG00000015061.5
EA50066	ENSGALG00000016817.5
EA51175	ENSGALG00000040418.1
EA20573	ENSGALG00000012348.6
EA47354	ENSGALG00000028629.2
EA41424	ENSGALG00000015699.3
EA79769	ENSGALG00000008016.4
EA20891	ENSGALG00000012426.5
EA39395	ENSGALG00000010164.4
EA59270	ENSGALG00000001737.6
EA70560	ENSGALG00000001592.5
EA83727	ENSGALG00000030112.1
EA13369	ENSGALG00000007084.6
EA30138	ENSGALG00000006871.5
EA12487	ENSGALG00000016676.5
EA85147	ENSGALG00000029292.2
EA58536	ENSGALG00000002492.6
EA07569	ENSGALG00000035228.1
EA70535	ENSGALG00000015620.5
EA60373	ENSGALG00000002485.5
EA59930	ENSGALG00000042077.1
EA54478	ENSGALG00000007041.5
EA28270	ENSGALG00000007944.4
EA25662	ENSGALG00000016198.6
EA42922	ENSGALG00000003562.5
EA01733	ENSGALG00000001977.6
EA35253	ENSGALG00000005608.6
EA83013	ENSGALG00000031835.1
EA23874	ENSGALG00000021198.3
EA17893	ENSGALG00000042079.2
EA79378	ENSGALG00000040060.1
EA00883	ENSGALG00000014081.5
EA84353	ENSGALG00000034424.2
EA25818	ENSGALG00000012584.5
EA36410	ENSGALG00000029899.1
EA04445	ENSGALG00000029586.2
EA41413	ENSGALG00000014869.5
EA39071	ENSGALG00000004336.6
EA57884	ENSGALG00000037310.2
EA54388	ENSGALG00000010625.5
EA03493	ENSGALG00000006390.6
EA66262	ENSGALG00000014949.6
EA59850	ENSGALG00000008813.6
EA71417	ENSGALG00000027498.3
EA04120	ENSGALG00000005415.5
EA03386	ENSGALG00000006572.6
EA38690	ENSGALG00000039589.2
EA13949	ENSGALG00000003942.5
EA60773	ENSGALG00000036829.1
EA51249	ENSGALG00000002957.5
EA24143	ENSGALG00000012466.5
EA36523	ENSGALG00000043597.1
EA54529	ENSGALG00000044200.1
EA01943	ENSGALG00000012044.5
EA68911	ENSGALG00000034821.2
EA00247	ENSGALG00000034029.1
EA01362	ENSGALG00000008255.5
EA32129	ENSGALG00000008696.5
EA50311	ENSGALG00000004691.5
EA75963	ENSGALG00000042863.2
EA24315	ENSGALG00000015012.6
EA54963	ENSGALG00000005900.5
EA35082	ENSGALG00000002450.4
EA73259	ENSGALG00000028898.2
EA75427	ENSGALG00000029706.1
EA10577	ENSGALG00000003703.5
EA15842	ENSGALG00000036219.2
EA83300	ENSGALG00000003340.4
EA24612	ENSGALG00000007777.6
EA26426	ENSGALG00000034011.1
EA29282	ENSGALG00000006052.4
EA59707	ENSGALG00000004800.5
EA02187	ENSGALG00000041955.2
EA70207	ENSGALG00000015333.5
EA47936	ENSGALG00000010881.5
EA22819	ENSGALG00000010343.6
EA31626	ENSGALG00000005340.6
EA73463	ENSGALG00000000397.4
EA83606	ENSGALG00000043074.2
EA37896	ENSGALG00000009512.5
EA10122	ENSGALG00000004350.6
EA85793	ENSGALG00000013969.6
EA81241	ENSGALG00000004902.5
EA51055	ENSGALG00000036792.2
EA45838	ENSGALG00000008844.6
EA46909	ENSGALG00000032097.1
EA43567	ENSGALG00000004156.1
EA44519	ENSGALG00000037538.2
EA08037	ENSGALG00000026822.2
EA78899	ENSGALG00000041821.2
EA82654	ENSGALG00000006216.5
EA67663	ENSGALG00000035118.1
EA66016	ENSGALG00000009064.5
EA43649	ENSGALG00000006690.5
EA55281	ENSGALG00000014953.6
EA66512	ENSGALG00000004903.5
EA51431	ENSGALG00000008559.5
EA18964	ENSGALG00000013160.4
EA60675	ENSGALG00000009473.5
EA37966	ENSGALG00000014730.6
EA36173	ENSGALG00000037186.1
EA71055	ENSGALG00000041052.1
EA35132	ENSGALG00000003824.5
EA51615	ENSGALG00000005907.6
EA65337	ENSGALG00000009569.5
EA22945	ENSGALG00000040189.1
EA28501	ENSGALG00000006749.5
EA36873	ENSGALG00000009001.5
EA39420	ENSGALG00000016815.6
EA29895	ENSGALG00000005292.6
EA69404	ENSGALG00000009336.6
EA65804	ENSGALG00000001315.5
EA66416	ENSGALG00000002150.5
EA02152	ENSGALG00000042890.1
EA75221	ENSGALG00000000593.6
EA12446	ENSGALG00000012222.6
EA85634	ENSGALG00000002699.5
EA76323	ENSGALG00000006367.6
EA54751	ENSGALG00000025950.2
EA43869	ENSGALG00000008865.5
EA22435	ENSGALG00000021692.4
EA43698	ENSGALG00000032373.1
EA45090	ENSGALG00000006205.6
EA72454	ENSGALG00000003245.5
EA26314	ENSGALG00000006494.5
EA20109	ENSGALG00000035973.1
EA18363	ENSGALG00000017079.6
EA35758	ENSGALG00000012919.5
EA58527	ENSGALG00000002282.3
EA62760	ENSGALG00000030923.1
EA74167	ENSGALG00000006080.5
EA68323	ENSGALG00000034488.1
EA68452	ENSGALG00000008341.6
EA70087	ENSGALG00000006225.5
EA26437	ENSGALG00000012481.4
EA29743	ENSGALG00000023818.4
EA60994	ENSGALG00000040113.1
EA58684	ENSGALG00000010949.5
EA50299	ENSGALG00000001663.5
EA15914	ENSGALG00000030730.1
EA60457	ENSGALG00000041558.2
EA79101	ENSGALG00000025972.2
EA15250	ENSGALG00000021340.5
EA06217	ENSGALG00000031388.1
EA81103	ENSGALG00000034618.2
EA63355	ENSGALG00000032280.1
EA19164	ENSGALG00000035539.1
EA26839	ENSGALG00000005805.6
EA52650	ENSGALG00000042232.1
EA21169	ENSGALG00000013410.5
EA51004	ENSGALG00000005744.4
EA33424	ENSGALG00000010985.5
EA16251	ENSGALG00000001978.5
EA37027	ENSGALG00000009287.6
EA37823	ENSGALG00000009236.5
EA41911	ENSGALG00000016609.5
EA15523	ENSGALG00000014698.5
EA15931	ENSGALG00000021262.5
EA16790	ENSGALG00000002169.4
EA16980	ENSGALG00000027907.2
EA50494	ENSGALG00000035492.1
EA85222	ENSGALG00000031390.1
EA85457	ENSGALG00000001124.5
EA28639	ENSGALG00000007252.5
EA61702	ENSGALG00000020438.4
EA58681	ENSGALG00000035387.1
EA12648	ENSGALG00000008241.4
EA67868	ENSGALG00000003475.6
EA26700	ENSGALG00000023420.3
EA08922	ENSGALG00000031142.1
EA01783	ENSGALG00000013468.5
EA62097	ENSGALG00000005460.6
EA71356	ENSGALG00000009261.6
EA38635	ENSGALG00000010476.5
EA71455	ENSGALG00000015111.5
EA80630	ENSGALG00000011833.6
EA18732	ENSGALG00000006601.5
EA79331	ENSGALG00000045246.1
EA66717	ENSGALG00000029817.1
EA82641	ENSGALG00000015773.6
EA82375	ENSGALG00000012684.5
EA46518	ENSGALG00000029223.2
EA65888	ENSGALG00000030826.1
EA67373	ENSGALG00000007334.5
EA54710	ENSGALG00000011931.4
EA15353	ENSGALG00000023772.3
EA54458	ENSGALG00000009228.6
EA07316	ENSGALG00000002964.6
EA22331	ENSGALG00000032537.1
EA59214	ENSGALG00000012112.5
EA70300	ENSGALG00000037829.1
EA03877	ENSGALG00000039648.1
EA03856	ENSGALG00000005162.5
EA51263	ENSGALG00000008233.5
EA27191	ENSGALG00000027768.3
EA80488	ENSGALG00000031841.1
EA72184	ENSGALG00000015568.5
EA41121	ENSGALG00000004667.5
EA60167	ENSGALG00000021021.3
EA61145	ENSGALG00000039387.2
EA58073	ENSGALG00000017333.5
EA71656	ENSGALG00000008405.6
EA77551	ENSGALG00000023554.3
EA42978	ENSGALG00000012857.5
EA71618	ENSGALG00000033353.1
EA77522	ENSGALG00000017089.4
EA05233	ENSGALG00000015471.5
EA61258	ENSGALG00000004365.6
EA41364	ENSGALG00000004055.6
EA74305	ENSGALG00000007058.5
EA47012	ENSGALG00000028587.1
EA44758	ENSGALG00000030914.1
EA73591	ENSGALG00000006306.5
EA83102	ENSGALG00000040249.2
EA01219	ENSGALG00000030002.2
EA20603	ENSGALG00000009424.6
EA69736	ENSGALG00000031570.2
EA54489	ENSGALG00000038672.2
EA05015	ENSGALG00000023396.3
EA31795	ENSGALG00000004999.6
EA78070	ENSGALG00000013738.6
EA20018	ENSGALG00000011870.4
EA61525	ENSGALG00000001017.6
EA17095	ENSGALG00000002087.5
EA39777	ENSGALG00000009467.4
EA35998	ENSGALG00000040320.2
EA84700	ENSGALG00000015004.6
EA32554	ENSGALG00000016602.4
EA10850	ENSGALG00000030580.1
EA02281	ENSGALG00000002734.4
EA35047	ENSGALG00000028561.2
EA67805	ENSGALG00000034111.1
EA64363	ENSGALG00000005754.6
EA31336	ENSGALG00000027722.2
EA00992	ENSGALG00000028675.2
EA44667	ENSGALG00000039172.1
EA24619	ENSGALG00000009457.4
EA34590	ENSGALG00000011934.5
EA12991	ENSGALG00000031839.1
EA07814	ENSGALG00000017249.5
EA30182	ENSGALG00000000625.5
EA09742	ENSGALG00000038143.2
EA69746	ENSGALG00000015150.6
EA71247	ENSGALG00000004096.5
EA83717	ENSGALG00000001157.6
EA85429	ENSGALG00000016348.4
EA79901	ENSGALG00000035360.2
EA43679	ENSGALG00000041417.2
EA38432	ENSGALG00000012526.5
EA37098	ENSGALG00000005487.5
EA50858	ENSGALG00000040478.1
EA61815	ENSGALG00000004529.6
EA74613	ENSGALG00000008589.4
EA75411	ENSGALG00000003467.6
EA09633	ENSGALG00000015024.5
EA75458	ENSGALG00000006688.4
EA65881	ENSGALG00000002413.5
EA64393	ENSGALG00000002597.6
EA40116	ENSGALG00000037525.1
EA26158	ENSGALG00000032215.2
EA28244	ENSGALG00000006841.5
EA84185	ENSGALG00000002955.5
EA14319	ENSGALG00000040248.1
EA06772	ENSGALG00000011524.4
EA67018	ENSGALG00000037091.1
EA26308	ENSGALG00000031222.1
EA71765	ENSGALG00000017411.5
EA21023	ENSGALG00000038634.1
EA30940	ENSGALG00000037485.2
EA82468	ENSGALG00000030843.1
EA72519	ENSGALG00000030598.1
EA00126	ENSGALG00000008145.4
EA73981	ENSGALG00000000856.6
EA52334	ENSGALG00000029001.2
EA33335	ENSGALG00000007286.7
EA31197	ENSGALG00000041436.1
EA76295	ENSGALG00000016554.5
EA19267	ENSGALG00000003360.5
EA48478	ENSGALG00000008045.6
EA62777	ENSGALG00000039193.2
EA75033	ENSGALG00000000719.6
EA76727	ENSGALG00000003713.5
EA55139	ENSGALG00000003891.5
EA39302	ENSGALG00000000296.5
EA11741	ENSGALG00000015200.6
EA67075	ENSGALG00000014807.6
EA04952	ENSGALG00000003689.5
EA40179	ENSGALG00000039698.1
EA15968	ENSGALG00000001651.5
EA33302	ENSGALG00000040956.1
EA19003	ENSGALG00000005393.5
EA20607	ENSGALG00000011300.5
EA22101	ENSGALG00000000518.5
EA40210	ENSGALG00000006355.5
EA15588	ENSGALG00000008709.5
EA77313	ENSGALG00000035080.2
EA01776	ENSGALG00000030457.1
EA35281	ENSGALG00000009809.4
EA76758	ENSGALG00000014262.5
EA07605	ENSGALG00000037076.1
EA69912	ENSGALG00000009048.5
EA26481	ENSGALG00000014649.4
EA67107	ENSGALG00000009583.6
EA70110	ENSGALG00000044574.1
EA54855	ENSGALG00000017134.5
EA24422	ENSGALG00000008098.5
EA15512	ENSGALG00000001536.5
EA56658	ENSGALG00000042948.2
EA80885	ENSGALG00000011918.5
EA71637	ENSGALG00000038054.1
EA55589	ENSGALG00000042282.1
EA01694	ENSGALG00000015409.5
EA04264	ENSGALG00000004728.4
EA40920	ENSGALG00000005028.5
EA58318	ENSGALG00000004236.6
EA10294	ENSGALG00000010581.5
EA09903	ENSGALG00000021656.5
EA55232	ENSGALG00000003574.5
EA36359	ENSGALG00000014800.7
EA59354	ENSGALG00000021589.4
EA16704	ENSGALG00000002637.5
EA16500	ENSGALG00000004257.5
EA05842	ENSGALG00000008326.5
EA60817	ENSGALG00000043336.1
EA15505	ENSGALG00000042080.1
EA16979	ENSGALG00000029235.1
EA37305	ENSGALG00000007832.3
EA37800	ENSGALG00000010147.5
EA38113	ENSGALG00000007931.6
EA43099	ENSGALG00000006647.6
EA12017	ENSGALG00000016440.5
EA62162	ENSGALG00000035504.2
EA05318	ENSGALG00000042803.1
EA57987	ENSGALG00000040089.1
EA69112	ENSGALG00000028140.2
EA07827	ENSGALG00000015327.5
EA54997	ENSGALG00000040528.1
EA19618	ENSGALG00000009628.5
EA68283	ENSGALG00000000367.6
EA65302	ENSGALG00000041213.1
EA63135	ENSGALG00000038301.1
EA50485	ENSGALG00000038154.1
EA67315	ENSGALG00000039643.2
EA73601	ENSGALG00000004003.6
EA49678	ENSGALG00000002775.6
EA50702	ENSGALG00000028900.3
EA60081	ENSGALG00000002880.6
EA52594	ENSGALG00000045410.1
EA54497	ENSGALG00000015889.5
EA77862	ENSGALG00000005897.4
EA67337	ENSGALG00000009733.3
EA67074	ENSGALG00000004759.6
EA71577	ENSGALG00000003717.6
EA11005	ENSGALG00000040082.1
EA09732	ENSGALG00000008937.5
EA83331	ENSGALG00000003800.5
EA53299	ENSGALG00000012228.5
EA53345	ENSGALG00000009828.5
EA27349	ENSGALG00000003812.6
EA13372	ENSGALG00000001555.6
EA59569	ENSGALG00000008985.5
EA62438	ENSGALG00000045085.1
EA11270	ENSGALG00000009332.4
EA10552	ENSGALG00000039284.2
EA13669	ENSGALG00000030076.1
EA39677	ENSGALG00000015311.5
EA13873	ENSGALG00000005503.4
EA15241	ENSGALG00000012598.4
EA06692	ENSGALG00000007072.5
EA03563	ENSGALG00000029834.1
EA60301	ENSGALG00000034655.2
EA38288	ENSGALG00000036452.1
EA01493	ENSGALG00000038765.2
EA04935	ENSGALG00000032549.2
EA78119	ENSGALG00000000724.2
EA49255	ENSGALG00000008597.5
EA68422	ENSGALG00000040266.1
EA66751	ENSGALG00000007878.4
EA72473	ENSGALG00000011208.4
