NCAPH2	ENSLOCG00000015775
DPY19L3	ENSLOCG00000005805
SPCS2	ENSLOCG00000002208
LOC116939777	ENSLOCG00000016396
LOC116939790	ENSLOCG00000013095
IPMK	ENSLOCG00000006391
SMYD4	ENSLOCG00000006387
LOC116956342	ENSLOCG00000015241
LOC116957763	ENSLOCG00000005850
LOC116940995	ENSLOCG00000012016
ONECUT1	ENSLOCG00000003635
MAMDC2	ENSLOCG00000009479
HYDIN	ENSLOCG00000006542
LOC116944220	ENSLOCG00000009009
CUL1	ENSLOCG00000013339
LOC116956560	ENSLOCG00000010832
STOX2	ENSLOCG00000013723
LOC116942640	ENSLOCG00000018341
LOC116947200	ENSLOCG00000016708
USH1C	ENSLOCG00000002073
GPR22	ENSLOCG00000017904
LOC116946530	ENSLOCG00000011144
TAF1B	ENSLOCG00000016834
LOC116947401	ENSLOCG00000010343
SMG1	ENSLOCG00000007061
LOC116940280	ENSLOCG00000012817
TAPT1	ENSLOCG00000003138
HSPA9	ENSLOCG00000012077
MACROD1	ENSLOCG00000015985
SEC62	ENSLOCG00000007194
LOC116950964	ENSLOCG00000012549
PUS7	ENSLOCG00000015489
LOC116952536	ENSLOCG00000013872
GCC2	ENSLOCG00000010377
GALNT2	ENSLOCG00000015454
LOC116951200	ENSLOCG00000015929
CERK	ENSLOCG00000014277
LOC116938778	ENSLOCG00000008240
LANCL3	ENSLOCG00000007822
COQ3	ENSLOCG00000017096
LOC116944922	ENSLOCG00000001798
TPP2	ENSLOCG00000010014
BLMH	ENSLOCG00000006688
LOC116941987	ENSLOCG00000008357
GLMP	ENSLOCG00000007215
LOC116946171	ENSLOCG00000007032
CLUH	ENSLOCG00000004458
LOC116953947	ENSLOCG00000016882
LOC116953889	ENSLOCG00000003767
LOC116938748	ENSLOCG00000012894
LOC116938792	ENSLOCG00000006289
LOC116942391	ENSLOCG00000011858
RAD54L2	ENSLOCG00000014222
KAT14	ENSLOCG00000015696
DACT1	ENSLOCG00000016207
LOC116937047	ENSLOCG00000000989
MAD1L1	ENSLOCG00000001393
TIMM44	ENSLOCG00000004442
LOC116950968	ENSLOCG00000010230
CHD1L	ENSLOCG00000010574
C5H12orf49	ENSLOCG00000003526
PCDH9	ENSLOCG00000004624
LOC116945166	ENSLOCG00000005971
LOC116940886	ENSLOCG00000002976
LOC116940924	ENSLOCG00000011874
LOC116944209	ENSLOCG00000001055
LOC116937375	ENSLOCG00000002262
SMU1	ENSLOCG00000011577
MRPS27	ENSLOCG00000011134
PPAT	ENSLOCG00000014005
LOC116950924	ENSLOCG00000007208
TDRD12	ENSLOCG00000001690
TBC1D5	ENSLOCG00000006501
AKTIP	ENSLOCG00000007183
LRRC24	ENSLOCG00000008376
LOC116951516	ENSLOCG00000010978
PPP4R4	ENSLOCG00000012982
FRMD6	ENSLOCG00000011982
AGGF1	ENSLOCG00000005688
LOC116949413	ENSLOCG00000011255
CIT	ENSLOCG00000001564
GNAO1	ENSLOCG00000007927
PSMC4	ENSLOCG00000004980
NKAPD1	ENSLOCG00000001540
POMT1	ENSLOCG00000006233
GABPB1	ENSLOCG00000013022
LOC116941895	ENSLOCG00000006774
C4H2orf49	ENSLOCG00000008750
LOC116951866	ENSLOCG00000012114
GUCD1	ENSLOCG00000006997
PUS1	ENSLOCG00000006127
LOC116945516	ENSLOCG00000003670
LOC116955997	ENSLOCG00000012299
CCDC96	ENSLOCG00000018036
TMEM129	ENSLOCG00000011038
LOC116936835	ENSLOCG00000001895
RRP7A	ENSLOCG00000011957
LOC116940925	ENSLOCG00000011857
LOC116940962	ENSLOCG00000009647
PTK7	ENSLOCG00000015880
GPR135	ENSLOCG00000017700
LOC116943321	ENSLOCG00000001394
RAN	ENSLOCG00000006238
PIGL	ENSLOCG00000003499
GCNT4	ENSLOCG00000017524
LOC116944203	ENSLOCG00000007232
LOC116945607	ENSLOCG00000000388
FBXO3	ENSLOCG00000005908
MTR	ENSLOCG00000016612
HHIPL1	ENSLOCG00000008741
KIAA1109	ENSLOCG00000002900
MRPS18A	ENSLOCG00000016008
LOC116951596	ENSLOCG00000018316
LOC116955762	ENSLOCG00000013870
LOC116938082	ENSLOCG00000008545
INTS2	ENSLOCG00000003709
LOC116957795	ENSLOCG00000001715
LOC116942127	ENSLOCG00000014673
LOC116951639	ENSLOCG00000004713
ABCC1	ENSLOCG00000007196
TUBGCP3	ENSLOCG00000009147
PRXL2B	ENSLOCG00000004121
ABHD4	ENSLOCG00000001181
LOC116944802	ENSLOCG00000003891
ZZZ3	ENSLOCG00000003656
SLC35E3	ENSLOCG00000016184
LOC116954468	ENSLOCG00000015413
KIF6	ENSLOCG00000017175
PAN3	ENSLOCG00000004336
GALNTL6	ENSLOCG00000013556
ACTN2	ENSLOCG00000014057
KLHDC3	ENSLOCG00000015854
SLC35E1	ENSLOCG00000001576
LOC116958340	ENSLOCG00000000124
LOC116941330	ENSLOCG00000012962
EIF2B1	ENSLOCG00000005846
LOC116957462	ENSLOCG00000014344
LOC116954440	ENSLOCG00000017377
LOC116939563	ENSLOCG00000013139
LOC103091803	ENSLOCG00000012954
ITPA	ENSLOCG00000010409
TTC19	ENSLOCG00000010277
ADGRV1	ENSLOCG00000001716
BTBD17	ENSLOCG00000013052
CAPN15	ENSLOCG00000009003
LOC116939327	ENSLOCG00000007798
LOC116939360	ENSLOCG00000010227
EXOC4	ENSLOCG00000015631
HCFC1	ENSLOCG00000014733
DNAJB9	ENSLOCG00000001014
LOC116950856	ENSLOCG00000012899
LOC116954892	ENSLOCG00000011209
SUPT3H	ENSLOCG00000015813
LOC116941263	ENSLOCG00000001249
COMTD1	ENSLOCG00000004687
SRP14	ENSLOCG00000012793
PDCD2	ENSLOCG00000015478
LOC116946113	ENSLOCG00000000877
ZC3H7A	ENSLOCG00000000609
LOC116938746	ENSLOCG00000011232
MFSD9	ENSLOCG00000008676
LOC116946121	ENSLOCG00000011234
LOC116952262	ENSLOCG00000012014
LOC116948831	ENSLOCG00000002760
HSPB3	ENSLOCG00000017531
CFAP61	ENSLOCG00000016887
ADK	ENSLOCG00000004521
LOC116943737	ENSLOCG00000009593
LOC116946533	ENSLOCG00000004815
VIPAS39	ENSLOCG00000013144
RABL6	ENSLOCG00000001402
LOC116956631	ENSLOCG00000018215
LOC116941493	ENSLOCG00000005519
LOC116947546	ENSLOCG00000011535
C3H7orf50	ENSLOCG00000003601
HADH	ENSLOCG00000012288
TADA3	ENSLOCG00000014552
LRRC72	ENSLOCG00000011298
NXNL2	ENSLOCG00000010217
GOT1	ENSLOCG00000009054
POT1	ENSLOCG00000015853
C3H22orf23	ENSLOCG00000011812
KHK	ENSLOCG00000015943
LOC116954499	ENSLOCG00000017782
LOC116954427	ENSLOCG00000001774
TEX47	ENSLOCG00000013188
SLC25A27	ENSLOCG00000015884
KIAA0825	ENSLOCG00000001617
LOC116940524	ENSLOCG00000014551
LOC116944552	ENSLOCG00000001773
NFYC	ENSLOCG00000001376
UBR7	ENSLOCG00000013081
RNF11	ENSLOCG00000009419
CENPP	ENSLOCG00000013840
POLK	ENSLOCG00000005477
MSTO1	ENSLOCG00000007178
LOC116944835	ENSLOCG00000003555
MRPL47	ENSLOCG00000001289
LSG1	ENSLOCG00000004918
CRIP1	ENSLOCG00000013566
LOC116955128	ENSLOCG00000005595
LOC116956414	ENSLOCG00000006349
LOC116958327	ENSLOCG00000012405
CAT	ENSLOCG00000001015
LOC116950464	ENSLOCG00000003331
MEGF10	ENSLOCG00000008463
LOC116957856	ENSLOCG00000001194
LOC116948506	ENSLOCG00000000262
LOC116950598	ENSLOCG00000005568
LOC116943835	ENSLOCG00000012941
LOC116943851	ENSLOCG00000012378
VPS50	ENSLOCG00000010759
LOC116945353	ENSLOCG00000004320
LOC116950385	ENSLOCG00000007920
MAN2C1	ENSLOCG00000014890
OVOL2	ENSLOCG00000000824
LOC116947797	ENSLOCG00000015511
SPTLC2	ENSLOCG00000008789
ZBBX	ENSLOCG00000003462
MFSD1	ENSLOCG00000003756
HHATL	ENSLOCG00000009668
DHX36	ENSLOCG00000002125
LOC116954042	ENSLOCG00000006128
CPSF1	ENSLOCG00000008484
RAB24	ENSLOCG00000012274
CENPE	ENSLOCG00000006812
CARNMT1	ENSLOCG00000009746
NAGLU	ENSLOCG00000012481
TMX1	ENSLOCG00000011971
LOC116940249	ENSLOCG00000011334
PRPF4	ENSLOCG00000000581
ECT2	ENSLOCG00000000941
NOP2	ENSLOCG00000007050
LOC116946915	ENSLOCG00000007750
DHX37	ENSLOCG00000001768
LOC116940758	ENSLOCG00000009751
LOC116945661	ENSLOCG00000011297
LOC116951082	ENSLOCG00000013435
LOC116939050	ENSLOCG00000017869
RBM26	ENSLOCG00000004557
SCYL2	ENSLOCG00000015168
LOC116957291	ENSLOCG00000008607
LOC116938440	ENSLOCG00000014925
LOC116941237	ENSLOCG00000007212
LOC116941273	ENSLOCG00000004962
ETFA	ENSLOCG00000014711
LOC116956610	ENSLOCG00000002702
LOC116955550	ENSLOCG00000016968
GPR37	ENSLOCG00000015856
POC1A	ENSLOCG00000013801
SARNP	ENSLOCG00000003621
PCCA	ENSLOCG00000003005
LOC116939433	ENSLOCG00000012906
LOC116940099	ENSLOCG00000014408
THSD4	ENSLOCG00000014576
LOC116944082	ENSLOCG00000004206
LOC116941743	ENSLOCG00000000740
LOC116945647	ENSLOCG00000012511
CENPO	ENSLOCG00000015889
TTC39C	ENSLOCG00000006521
LOC116944163	ENSLOCG00000009442
LOC116944208	ENSLOCG00000001894
CLSTN1	ENSLOCG00000004289
LOC116946983	ENSLOCG00000013978
THOC1	ENSLOCG00000002097
LOC116940314	ENSLOCG00000014971
EVPL	ENSLOCG00000013503
TMIE	ENSLOCG00000009462
SEPHS1	ENSLOCG00000016742
LOC116945231	ENSLOCG00000016226
ABRACL	ENSLOCG00000001211
LOC116946882	ENSLOCG00000002820
LOC116947613	ENSLOCG00000016990
FAM166B	ENSLOCG00000004574
COL6A1	ENSLOCG00000009665
LZIC	ENSLOCG00000006822
SPEF1	ENSLOCG00000001547
LOC116936843	ENSLOCG00000007405
REC114	ENSLOCG00000014550
ABHD8	ENSLOCG00000002983
LOC116948963	ENSLOCG00000007904
ACAA1	ENSLOCG00000009768
LOC116951427	ENSLOCG00000010987
WDCP	ENSLOCG00000016622
ATG2B	ENSLOCG00000010820
LOC116943539	ENSLOCG00000012357
CFDP1	ENSLOCG00000008032
LOC116942988	ENSLOCG00000012956
LOC116945298	ENSLOCG00000001733
LOC116945200	ENSLOCG00000015947
LOC116949346	ENSLOCG00000016649
BICD1	ENSLOCG00000016614
LOC116947577	ENSLOCG00000016047
EFCAB11	ENSLOCG00000008987
LOC116940431	ENSLOCG00000007451
ATP6V0B	ENSLOCG00000002617
OGA	ENSLOCG00000012705
LOC116941488	ENSLOCG00000015927
NUP133	ENSLOCG00000015468
ZNF532	ENSLOCG00000011902
CIB1	ENSLOCG00000015112
LOC116943908	ENSLOCG00000010568
ANAPC7	ENSLOCG00000007213
ASRGL1	ENSLOCG00000016189
SZT2	ENSLOCG00000004364
DHPS	ENSLOCG00000006119
ALKBH7	ENSLOCG00000006378
LOC116938671	ENSLOCG00000011968
ADIPOR1	ENSLOCG00000010160
RMI1	ENSLOCG00000017966
TRMT9B	ENSLOCG00000008334
LCMT2	ENSLOCG00000004108
LOC116948823	ENSLOCG00000017745
FAM183A	ENSLOCG00000006457
SLC25A32	ENSLOCG00000009507
LOC116943460	ENSLOCG00000010278
MID1	ENSLOCG00000007293
BCAS2	ENSLOCG00000010471
ANKRD11	ENSLOCG00000004570
LOC116945995	ENSLOCG00000006359
LOC116941886	ENSLOCG00000012871
RSU1	ENSLOCG00000010490
LOC116952254	ENSLOCG00000016675
LOC116950271	ENSLOCG00000003659
EFHD2	ENSLOCG00000002453
ZSWIM2	ENSLOCG00000008690
LOC116953621	ENSLOCG00000007025
LOC116956263	ENSLOCG00000009316
LOC116956437	ENSLOCG00000016426
GUCA1B	ENSLOCG00000011305
TRPM5	ENSLOCG00000017174
IVNS1ABP	ENSLOCG00000001731
LOC116938019	ENSLOCG00000012599
LOC116958426	ENSLOCG00000004841
IGSF22	ENSLOCG00000001945
TBCEL	ENSLOCG00000001752
LRRC45	ENSLOCG00000012375
NXF1	ENSLOCG00000001254
MSH2	ENSLOCG00000016301
CDC6	ENSLOCG00000013535
CASP10	ENSLOCG00000010772
LOC116948965	ENSLOCG00000007809
LOC116945157	ENSLOCG00000004069
TUBGCP2	ENSLOCG00000004354
AP5S1	ENSLOCG00000001046
LOC116946506	ENSLOCG00000007983
BICRA	ENSLOCG00000014205
LOC116939160	ENSLOCG00000008106
LOC116939731	ENSLOCG00000000395
ZBTB18	ENSLOCG00000012759
MKKS	ENSLOCG00000015954
MMADHC	ENSLOCG00000001561
LOC116953411	ENSLOCG00000010562
LOC116955946	ENSLOCG00000003832
DNAAF5	ENSLOCG00000001606
LOC116951374	ENSLOCG00000001202
LOC116945857	ENSLOCG00000007614
CCDC113	ENSLOCG00000003688
LOC116944866	ENSLOCG00000002355
GET1	ENSLOCG00000001591
RGN	ENSLOCG00000008081
FRRS1L	ENSLOCG00000005200
DECR1	ENSLOCG00000010263
LOC116955369	ENSLOCG00000004994
PSMD5	ENSLOCG00000003231
NPC1L1	ENSLOCG00000015181
MED26	ENSLOCG00000001566
SLC25A42	ENSLOCG00000004848
LOC116940432	ENSLOCG00000012794
STN1	ENSLOCG00000011951
BOLA1	ENSLOCG00000017692
PIP4P2	ENSLOCG00000000665
RPLP2	ENSLOCG00000010566
UNC80	ENSLOCG00000004735
LOC116943691	ENSLOCG00000008207
PRDM8	ENSLOCG00000007226
ERCC6	ENSLOCG00000004168
LOC116941304	ENSLOCG00000007697
BRD8	ENSLOCG00000009616
LOC116957552	ENSLOCG00000007253
TENT4A	ENSLOCG00000007410
PAF1	ENSLOCG00000014601
LMF1	ENSLOCG00000001804
MORN4	ENSLOCG00000012827
LOC116945492	ENSLOCG00000005950
DNAJC27	ENSLOCG00000016679
MAPRE3	ENSLOCG00000016310
NDUFA9	ENSLOCG00000016659
NFXL1	ENSLOCG00000012003
SPATA20	ENSLOCG00000010715
LOC116956500	ENSLOCG00000018334
LOC116944264	ENSLOCG00000001574
C2CD5	ENSLOCG00000016894
LOC116951458	ENSLOCG00000003132
SLC38A10	ENSLOCG00000012804
LOC116949699	ENSLOCG00000005594
LOC116951380	ENSLOCG00000016170
SFSWAP	ENSLOCG00000006202
LOC116949623	ENSLOCG00000009394
AKAP1	ENSLOCG00000004703
LOC116950157	ENSLOCG00000006603
AS3MT	ENSLOCG00000011748
TTC14	ENSLOCG00000000432
LOC116944130	ENSLOCG00000008048
FAM210B	ENSLOCG00000006416
DCAF11	ENSLOCG00000001084
HSPD1	ENSLOCG00000003937
IBTK	ENSLOCG00000017066
CAMSAP1	ENSLOCG00000003342
VAT1	ENSLOCG00000011410
DARS1	ENSLOCG00000000902
SPSB3	ENSLOCG00000002279
LOC116939114	ENSLOCG00000004125
TMEM108	ENSLOCG00000012078
LOC116940295	ENSLOCG00000011731
LOC116940334	ENSLOCG00000009224
GABARAP	ENSLOCG00000014491
ALKBH6	ENSLOCG00000014771
ERLEC1	ENSLOCG00000016265
INPP5F	ENSLOCG00000011429
CTU1	ENSLOCG00000001719
EZH2	ENSLOCG00000013329
GLIS2	ENSLOCG00000002612
LOC116939167	ENSLOCG00000006873
FBXO38	ENSLOCG00000012089
C6H19orf47	ENSLOCG00000014629
ARFIP1	ENSLOCG00000008659
NOL9	ENSLOCG00000002798
CPED1	ENSLOCG00000015795
LOC116941709	ENSLOCG00000009447
LOC116948656	ENSLOCG00000009315
ANKRA2	ENSLOCG00000011062
LOC116950388	ENSLOCG00000001126
LOC116952915	ENSLOCG00000017071
LOC116953036	ENSLOCG00000002359
LOC116956726	ENSLOCG00000014609
LOC116942939	ENSLOCG00000012739
ZC3H18	ENSLOCG00000002443
LOC116945872	ENSLOCG00000008379
MAPKAP1	ENSLOCG00000001342
LOC103091720	ENSLOCG00000015500
INO80D	ENSLOCG00000010852
CIR1	ENSLOCG00000007371
COPS4	ENSLOCG00000010665
CCNDBP1	ENSLOCG00000007104
LOC116952064	ENSLOCG00000005055
LOC116939299	ENSLOCG00000012858
C1H15orf61	ENSLOCG00000013920
LOC116958715	ENSLOCG00000006317
EIF3H	ENSLOCG00000003303
LOC116946117	ENSLOCG00000008203
SLC9A6	ENSLOCG00000008129
LOC116956969	ENSLOCG00000015460
LOC116950756	ENSLOCG00000000881
IPO9	ENSLOCG00000010108
LRFN5	ENSLOCG00000016804
LOC116940366	ENSLOCG00000005179
MRM2	ENSLOCG00000001431
WSCD2	ENSLOCG00000004759
POGLUT1	ENSLOCG00000006595
LOC116944829	ENSLOCG00000003793
TTC16	ENSLOCG00000002597
LOC116957350	ENSLOCG00000006693
CNOT11	ENSLOCG00000010579
LOC116944170	ENSLOCG00000006375
LOC116944218	ENSLOCG00000004545
LIG3	ENSLOCG00000002087
LOC116946917	ENSLOCG00000001256
SHROOM2	ENSLOCG00000007347
NDUFA10	ENSLOCG00000010079
SIGMAR1	ENSLOCG00000012381
LOC116946886	ENSLOCG00000002244
LOC116940858	ENSLOCG00000011205
USPL1	ENSLOCG00000000198
DRG2	ENSLOCG00000006082
RPA2	ENSLOCG00000003082
MEP1A	ENSLOCG00000016489
LOC116950250	ENSLOCG00000003374
LOC116950285	ENSLOCG00000003143
IQGAP1	ENSLOCG00000014170
LOC116947018	ENSLOCG00000004828
LRRC49	ENSLOCG00000014584
GATM	ENSLOCG00000012986
SPATA4	ENSLOCG00000013625
DACH1	ENSLOCG00000011274
TYMS	ENSLOCG00000010997
INPP1	ENSLOCG00000004294
LOC116951349	ENSLOCG00000002954
LOC116951830	ENSLOCG00000009468
CTU2	ENSLOCG00000004836
GEN1	ENSLOCG00000017237
HPGD	ENSLOCG00000013597
LOC116954199	ENSLOCG00000011227
LOC116948361	ENSLOCG00000009377
SUPT20H	ENSLOCG00000008519
LOC116946145	ENSLOCG00000011936
ZNHIT3	ENSLOCG00000003139
QTRT1	ENSLOCG00000008949
LOC116940992	ENSLOCG00000009716
HROB	ENSLOCG00000012024
LOC116951161	ENSLOCG00000008337
LLPH	ENSLOCG00000015432
LOC116952234	ENSLOCG00000000556
MRPS14	ENSLOCG00000002424
LOC116946263	ENSLOCG00000012460
TTI2	ENSLOCG00000015132
LOC116956494	ENSLOCG00000012934
PDGFA	ENSLOCG00000001558
WASHC3	ENSLOCG00000015173
AK3	ENSLOCG00000011239
POLD3	ENSLOCG00000002298
LOC116952530	ENSLOCG00000007518
TMEM203	ENSLOCG00000017333
WDR31	ENSLOCG00000002358
ORC3	ENSLOCG00000016930
L2HGDH	ENSLOCG00000011835
LOC116952142	ENSLOCG00000008582
LOC116938950	ENSLOCG00000004322
HVCN1	ENSLOCG00000007346
SNRPD3	ENSLOCG00000006978
RCL1	ENSLOCG00000010148
RBM48	ENSLOCG00000010688
LOC116955939	ENSLOCG00000001499
LOC116957594	ENSLOCG00000003904
DHX9	ENSLOCG00000002158
RNASEK	ENSLOCG00000014085
LOC116942322	ENSLOCG00000011067
TMEM135	ENSLOCG00000007117
SMUG1	ENSLOCG00000006445
LOC116952388	ENSLOCG00000015562
PNN	ENSLOCG00000009234
SVIL	ENSLOCG00000007278
NDUFB3	ENSLOCG00000009855
DICER1	ENSLOCG00000008544
ME2	ENSLOCG00000012857
VCPIP1	ENSLOCG00000004697
LOC116952631	ENSLOCG00000001794
INTS6	ENSLOCG00000015093
LOC116937783	ENSLOCG00000005641
CDO1	ENSLOCG00000008927
LOC116948801	ENSLOCG00000010945
ZFAND1	ENSLOCG00000011892
DHCR7	ENSLOCG00000005014
RBMX2	ENSLOCG00000014943
CDH23	ENSLOCG00000008670
LOC116947838	ENSLOCG00000013080
LOC116948356	ENSLOCG00000010966
LOC116945523	ENSLOCG00000002546
LOC116948158	ENSLOCG00000005387
CHID1	ENSLOCG00000000010
LOC116952008	ENSLOCG00000003212
LRRC23	ENSLOCG00000014290
LOC116953512	ENSLOCG00000012387
LOC116949591	ENSLOCG00000010874
PPP1R12A	ENSLOCG00000016288
BECN1	ENSLOCG00000011368
LOC116948696	ENSLOCG00000010673
LOC116951114	ENSLOCG00000016395
LOC116954748	ENSLOCG00000006902
KCNJ11	ENSLOCG00000002016
ERGIC2	ENSLOCG00000015116
LOC116948859	ENSLOCG00000010043
LRRC40	ENSLOCG00000009608
LOC116951244	ENSLOCG00000015279
INPP5B	ENSLOCG00000003290
LOC116940435	ENSLOCG00000005865
LOC116955072	ENSLOCG00000005261
LRRC59	ENSLOCG00000011171
LOC116954176	ENSLOCG00000000961
LOC116955159	ENSLOCG00000013406
LOC116952730	ENSLOCG00000002981
LOC116941707	ENSLOCG00000005817
LOC116942814	ENSLOCG00000010757
HUWE1	ENSLOCG00000014797
MTG2	ENSLOCG00000003710
SLC7A5	ENSLOCG00000003570
LOC116948049	ENSLOCG00000004736
RAPGEF4	ENSLOCG00000007495
FSCN1	ENSLOCG00000012788
GBF1	ENSLOCG00000009553
HSPE1	ENSLOCG00000003954
CERKL	ENSLOCG00000006533
SWT1	ENSLOCG00000001749
PPT2	ENSLOCG00000008601
LOC116955761	ENSLOCG00000008477
LRRIQ3	ENSLOCG00000003345
MPI	ENSLOCG00000014939
LOC116953494	ENSLOCG00000007265
LOC116943607	ENSLOCG00000006269
LOC116944849	ENSLOCG00000005526
TOMM40	ENSLOCG00000004372
TRAPPC13	ENSLOCG00000010577
LOC116946844	ENSLOCG00000004794
LOC116938876	ENSLOCG00000008985
DDX10	ENSLOCG00000002074
LOC116955628	ENSLOCG00000010155
LOC116954517	ENSLOCG00000010188
C63H16orf70	ENSLOCG00000007895
LOC116958455	ENSLOCG00000004221
LOC116943299	ENSLOCG00000017625
LOC116949380	ENSLOCG00000004865
LOC116949701	ENSLOCG00000003268
DUSP23	ENSLOCG00000017207
PDGFRL	ENSLOCG00000011745
LMCD1	ENSLOCG00000013380
GLDC	ENSLOCG00000010035
PDZD11	ENSLOCG00000015196
LOC116955754	ENSLOCG00000012386
LOC116956505	ENSLOCG00000012391
SH3KBP1	ENSLOCG00000016501
LOC116953431	ENSLOCG00000016185
LOC116939934	ENSLOCG00000012523
IPO7	ENSLOCG00000003606
LOC116957432	ENSLOCG00000001052
LOC116936807	ENSLOCG00000000467
GATAD1	ENSLOCG00000010654
MRPS17	ENSLOCG00000004118
MORF4L1	ENSLOCG00000014029
LOC116951021	ENSLOCG00000011137
PGGT1B	ENSLOCG00000008973
LOC116940784	ENSLOCG00000010804
SNAPC3	ENSLOCG00000011852
USP30	ENSLOCG00000004518
TAF5	ENSLOCG00000011799
RNASEH2A	ENSLOCG00000007890
WDR83	ENSLOCG00000006399
ACAT1	ENSLOCG00000016193
SLC45A3	ENSLOCG00000016668
LOC116950229	ENSLOCG00000013282
PHF12	ENSLOCG00000004908
HHIP	ENSLOCG00000008934
LOC116942895	ENSLOCG00000008041
LOC116945635	ENSLOCG00000004453
LOC116955790	ENSLOCG00000011473
LOC116940857	ENSLOCG00000011148
MFSD6	ENSLOCG00000009915
LOC116947751	ENSLOCG00000005711
ECEL1	ENSLOCG00000008900
MRPL51	ENSLOCG00000007108
LOC116956074	ENSLOCG00000013008
SPC24	ENSLOCG00000007731
LOC116947795	ENSLOCG00000015710
CCNF	ENSLOCG00000002525
LOC116949630	ENSLOCG00000011132
PTER	ENSLOCG00000010468
NSUN5	ENSLOCG00000001105
LOC116952551	ENSLOCG00000003128
LOC116940114	ENSLOCG00000016580
LOC116942990	ENSLOCG00000007734
LOC116938817	ENSLOCG00000006392
BBS7	ENSLOCG00000002959
EXOSC9	ENSLOCG00000002999
LOC116953862	ENSLOCG00000008283
GTF2F2	ENSLOCG00000005506
TIMM23	ENSLOCG00000012900
LOC116940363	ENSLOCG00000012610
AGBL4	ENSLOCG00000009327
TM2D1	ENSLOCG00000009936
MCM9	ENSLOCG00000017246
FAAH2	ENSLOCG00000009502
AGA	ENSLOCG00000013645
AARS2	ENSLOCG00000015678
LOC116940063	ENSLOCG00000015248
LOC116957176	ENSLOCG00000018047
LOC116937452	ENSLOCG00000004309
PHF14	ENSLOCG00000011164
LOC116938622	ENSLOCG00000008939
LOC116943127	ENSLOCG00000014173
SPR	ENSLOCG00000001239
TTC32	ENSLOCG00000017191
LOC116950422	ENSLOCG00000004267
LOC116937947	ENSLOCG00000012042
PIK3CA	ENSLOCG00000001119
LOC116942048	ENSLOCG00000006008
UCHL3	ENSLOCG00000011397
LOC116946540	ENSLOCG00000018008
PDIA3	ENSLOCG00000014242
PLEKHM2	ENSLOCG00000008039
LRRC3	ENSLOCG00000018332
LOC116950996	ENSLOCG00000008049
MZB1	ENSLOCG00000016427
LOC116953338	ENSLOCG00000016140
LOC116939704	ENSLOCG00000011885
LOC116955540	ENSLOCG00000017112
MRPL48	ENSLOCG00000006190
FGF10	ENSLOCG00000005240
LOC116946503	ENSLOCG00000017266
LOC116946640	ENSLOCG00000016885
ZAR1L	ENSLOCG00000014077
MICALL1	ENSLOCG00000001241
DNASE1	ENSLOCG00000006492
LOC116958544	ENSLOCG00000015123
MIB1	ENSLOCG00000001783
LOC116941742	ENSLOCG00000002539
LOC116944949	ENSLOCG00000001221
RAB1A	ENSLOCG00000016037
BBS10	ENSLOCG00000016274
LOC116953004	ENSLOCG00000015809
CHD2	ENSLOCG00000014387
NAT8L	ENSLOCG00000002217
ADPGK	ENSLOCG00000014950
LOC116943027	ENSLOCG00000006328
ZCCHC17	ENSLOCG00000005280
LOC116945179	ENSLOCG00000015506
ARHGEF26	ENSLOCG00000002086
LOC116946896	ENSLOCG00000005146
TMEM263	ENSLOCG00000015268
KBTBD8	ENSLOCG00000010195
LOC116940340	ENSLOCG00000004546
SF3B2	ENSLOCG00000000079
SIRT2	ENSLOCG00000014292
NRCAM	ENSLOCG00000001143
LOC116947434	ENSLOCG00000015595
MTG1	ENSLOCG00000004254
LOC116940709	ENSLOCG00000010853
GLRX3	ENSLOCG00000007580
LOC116955729	ENSLOCG00000001730
LOC116940164	ENSLOCG00000008385
FANCI	ENSLOCG00000014566
LOC116947385	ENSLOCG00000000898
LTV1	ENSLOCG00000015440
LOC116948083	ENSLOCG00000008753
B3GNT2	ENSLOCG00000016084
TANGO2	ENSLOCG00000002476
MED18	ENSLOCG00000003042
GAA	ENSLOCG00000013866
LOC116957093	ENSLOCG00000017861
LOC116938645	ENSLOCG00000004513
LOC116955523	ENSLOCG00000009175
TMEM160	ENSLOCG00000014903
LOC116938515	ENSLOCG00000007269
LOC116938548	ENSLOCG00000017832
LOC116953593	ENSLOCG00000013835
LOC116954808	ENSLOCG00000007691
LOC116948817	ENSLOCG00000000485
DNAJC2	ENSLOCG00000015983
GAS2	ENSLOCG00000015204
EXOSC8	ENSLOCG00000008503
LOC116952152	ENSLOCG00000013649
CHMP2B	ENSLOCG00000010544
ORC5	ENSLOCG00000015480
LOC116956907	ENSLOCG00000010776
LOC116941927	ENSLOCG00000012573
NUDT17	ENSLOCG00000008326
LOC116943693	ENSLOCG00000011964
LOC116943827	ENSLOCG00000010723
LOC116939432	ENSLOCG00000012352
SPTSSA	ENSLOCG00000009497
CCDC25	ENSLOCG00000016773
POLR3H	ENSLOCG00000011621
CLCN7	ENSLOCG00000006424
CNR1	ENSLOCG00000018013
DNASE1L3	ENSLOCG00000015492
LOC116939785	ENSLOCG00000015877
LOC116940053	ENSLOCG00000015570
TMLHE	ENSLOCG00000013710
ARF4	ENSLOCG00000013270
STX18	ENSLOCG00000009998
CMC2	ENSLOCG00000000647
LOC116954903	ENSLOCG00000018327
LOC116939625	ENSLOCG00000014716
AK7	ENSLOCG00000008611
LOC116942706	ENSLOCG00000005790
LHX1	ENSLOCG00000008328
