ID	NAME	Eggs_G	Embr_32cells	Embr_8h	Embr_15h	Embr_36h	PreMetam_G	Cirri_b	Epidermis_b	FemGonads_b	Gills_b	Gut_b	Hepatic_b	Hepatic_o	MaleGonads_b	Muscle_b	NeuralTube_b	NeuralTube_o
BL13901	MEN1	0.34	43.08	4.93	1.00	10.67	3.61	7.13	5.20	11.58	7.97	2.67	2.92	4.77	60.79	3.51	15.51	16.37
BL13902	CAPN9	0.00	0.00	0.08	0.30	1.99	2.65	5.83	0.54	0.32	5.54	0.22	0.04	0.01	0.55	0.24	2.98	1.68
BL13907	SIAE	1.29	1.97	1.15	2.04	0.78	2.40	22.59	22.93	4.69	4.86	2.60	3.75	12.79	1.74	3.35	8.64	3.76
BL13908	PNLIP	0.12	0.56	0.25	0.56	1.48	1.71	0.35	0.19	4.28	0.32	3.29	0.06	3.02	3.25	0.49	2.53	1.89
BL13909	MTSS1	1.93	5.79	5.99	23.38	23.31	25.23	13.26	5.73	7.26	14.43	29.67	10.72	7.07	26.31	6.89	74.26	157.37
BL13911	CASC3	2.79	35.78	24.81	18.64	11.61	10.55	6.42	6.09	25.08	6.11	7.77	4.29	3.78	8.04	3.82	5.95	4.86
BL13912	KIAA1429	2.75	22.59	4.30	13.12	15.73	7.84	14.04	13.78	15.44	16.60	7.57	7.63	5.92	20.29	6.97	46.40	32.03
BL13914	TRIM2	0.02	0.00	0.71	0.19	0.26	0.23	0.94	1.49	0.24	2.39	2.05	4.54	1.25	0.45	0.59	0.39	0.66
BL13917	CES1	0.00	0.04	0.43	0.25	0.02	0.81	0.06	0.02	0.03	16.07	0.15	0.01	0.05	0.16	0.31	0.09	0.22
BL13922	PAX6	0.01	0.00	0.08	1.87	2.83	1.92	6.53	10.82	0.09	0.08	0.00	0.00	0.00	1.03	0.08	1.71	0.60
BL13923	ANGPTL7	0.74	0.21	0.56	0.06	0.24	5.98	5.63	0.81	1.88	12.02	1.45	3.00	8.75	1.36	3.27	0.35	0.29
BL13925	CYP2U1	1.30	0.11	0.47	1.37	5.43	1.71	1.18	0.71	0.36	1.30	0.33	1.18	0.70	0.49	0.19	1.96	0.85
BL13926	Hypp11515	0.00	0.01	0.19	0.04	0.01	0.64	0.02	0.09	0.10	1.57	0.00	0.05	0.03	1.07	0.02	0.02	0.31
BL13928	FITM2	39.77	32.19	3.37	3.12	4.37	4.78	6.55	5.10	16.83	5.99	8.20	8.51	9.90	3.75	5.99	3.72	2.27
BL13929	ZFAND1	0.65	1.45	1.11	2.51	4.81	3.19	5.05	11.22	16.87	4.92	3.77	4.13	5.45	9.81	7.03	2.99	3.86
BL13933	TTC28	0.26	0.36	9.57	9.57	10.72	4.28	0.41	0.69	0.23	8.26	2.64	1.37	4.04	0.42	0.56	0.29	0.65
BL13935	KLF15	0.04	0.01	3.48	21.95	7.61	9.22	22.35	27.41	0.61	10.11	18.51	15.65	20.38	5.61	10.14	0.15	1.51
BL13936	MID1	3.18	8.25	0.88	1.97	2.17	2.23	6.89	2.87	13.56	2.34	1.54	2.31	2.41	21.33	2.01	2.96	2.44
BL13937	TMEM2	0.00	0.00	0.06	0.00	0.03	14.37	0.00	0.00	0.31	0.08	0.38	11.17	20.75	0.35	0.05	0.05	0.00
BL13939	PCGF6	2.15	6.92	1.72	6.42	2.73	4.59	9.15	10.65	27.08	5.26	4.61	4.19	4.75	62.06	9.55	13.73	7.01
BL13940	SERPINB1	9.03	10.28	9.41	3.51	5.98	6.11	55.41	56.36	13.15	20.39	27.33	16.24	14.69	3.22	27.68	20.38	13.93
BL13943	TXNL4B	12.99	3.33	8.39	8.43	5.11	4.23	3.30	2.55	25.09	4.68	2.48	3.66	1.97	6.89	2.38	4.27	5.34
BL13945	Hypp3996	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL13946	GNMT	0.80	2.48	2.72	29.85	18.37	7.57	23.08	0.48	4.59	17.83	7.09	0.45	3.92	7.69	25.83	0.30	3.36
BL13949	ETV1	0.16	1.40	33.87	107.40	101.98	66.90	102.31	108.58	7.80	75.49	60.72	50.75	66.43	14.95	43.45	38.76	72.10
BL13952	FTSJD1	17.39	18.66	5.46	0.64	1.69	1.17	4.09	1.91	1.70	4.40	1.11	1.40	1.36	1.70	1.13	1.65	3.35
BL13954	DCTN4	16.99	20.41	2.08	3.21	13.01	11.40	21.76	29.18	9.67	25.86	13.27	10.89	8.34	17.14	12.62	18.24	19.43
BL13956	FUT6	0.00	0.05	2.81	1.25	0.32	0.26	0.26	0.14	0.00	0.02	0.00	0.07	0.00	0.18	0.05	0.09	0.00
BL13959	Hypp950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL13960	AC000120.8	0.02	0.00	3.19	13.58	2.64	2.08	0.22	0.01	0.05	1.49	8.11	6.29	3.08	0.24	0.36	0.01	0.04
BL13961	RASGEF1B	1.96	0.68	0.18	1.53	2.61	5.92	7.81	7.87	2.76	2.74	5.26	3.58	3.82	1.70	11.66	10.49	10.96
BL13962	STK10	38.47	79.11	63.48	23.84	21.05	33.49	23.16	14.85	10.05	27.37	34.12	20.17	16.19	21.61	5.84	24.41	30.16
BL13966	Hypp7377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL13967	Hypp7485	0.00	0.00	55.61	21.25	4.93	0.65	0.93	0.09	0.05	0.99	11.61	4.77	0.21	34.18	0.03	2.74	0.94
BL13968	ESPNL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL13970	FAT4	0.00	0.00	0.10	0.28	0.03	1.22	0.09	0.01	0.06	0.01	4.01	15.24	17.11	1.54	0.12	0.24	0.03
BL13973	MTR	9.61	22.47	58.18	58.62	26.16	10.33	5.29	4.00	10.96	5.20	11.66	3.33	2.00	17.31	8.89	6.62	7.05
BL13974	DDX42	1.65	4.67	2.91	4.48	3.45	2.17	4.91	2.92	21.82	4.51	1.62	1.53	3.45	17.61	2.72	4.97	16.08
BL13977	C18orf22	29.54	49.25	11.14	21.10	16.84	2.88	3.73	5.45	26.58	3.64	4.40	3.76	1.14	16.93	18.16	2.92	2.83
BL13978	NOB1	0.89	12.06	18.58	61.42	55.36	20.70	11.06	15.09	206.41	14.80	52.37	25.00	9.40	72.43	37.73	23.56	30.08
BL13980	SIX4	0.04	0.05	71.68	63.60	34.22	12.85	14.58	0.14	1.19	44.86	3.37	0.42	1.51	1.41	10.60	6.67	12.88
BL13981	DYSFIP1	0.00	0.01	0.04	0.50	1.15	2.11	2.82	3.53	0.25	10.04	2.85	0.53	0.62	1.86	2.84	7.52	16.01
BL13982	ANO10	0.17	3.82	1.06	5.24	4.59	8.19	13.91	18.09	7.54	5.31	4.46	6.21	7.95	18.80	9.00	7.77	9.50
BL13983	TMEM70	11.10	10.62	4.27	15.76	11.05	6.48	5.87	5.34	27.29	6.79	16.88	6.53	4.14	25.43	12.43	8.64	5.75
BL13986	Hypp1697	0.00	0.00	0.01	0.00	0.00	4.99	3.38	0.00	0.01	0.00	0.23	0.01	0.09	0.08	0.00	0.05	0.09
BL13987	CHD7	25.37	275.29	167.64	85.86	51.51	35.26	14.99	15.59	75.00	19.27	23.51	9.65	10.85	24.27	17.10	13.33	35.91
BL13988	SLC7A5	25.88	3.46	38.68	56.75	62.14	27.28	36.90	16.36	3.15	25.35	63.13	50.25	5.27	19.41	23.43	22.05	64.95
BL13989	ST8SIA2	0.00	0.22	154.31	31.60	9.39	1.68	2.53	3.98	0.30	0.15	0.02	0.05	0.00	2.19	0.42	0.06	0.07
BL13990	SLC7A8	63.89	45.54	52.44	16.92	16.21	16.87	19.31	7.79	9.13	19.99	11.05	7.31	6.01	24.88	22.72	1.03	4.91
BL13991	GINS3	96.72	25.55	9.85	4.09	4.57	2.54	4.45	3.96	15.86	2.06	5.71	9.46	4.09	14.57	1.35	2.51	3.06
BL13992	Hypp1702	0.13	0.91	3.06	1.24	30.13	31.10	10.27	15.68	0.77	13.36	38.13	97.08	6.70	11.09	7.36	3.22	7.59
BL13993	SHCBP1	597.32	74.33	8.93	0.86	0.34	0.00	0.19	2.50	18.83	0.42	0.02	0.06	0.01	13.40	1.27	0.17	0.24
BL13997	EFCAB1	2.15	15.20	55.21	147.91	41.31	37.99	6.01	3.31	4.50	62.16	22.71	10.94	4.90	74.43	5.37	3.36	5.52
BL13998	PHOSPHO2	0.53	0.13	0.47	0.18	1.45	1.29	12.61	10.70	0.38	2.24	1.05	0.84	1.22	3.60	1.44	0.97	0.69
BL13999	Hypp14237	0.07	0.50	0.08	0.00	0.02	0.00	0.57	0.00	2.06	0.00	0.00	0.08	0.05	0.13	0.14	0.00	0.00
BL14000	RETSAT	7.39	5.14	6.14	1.46	5.90	4.97	1.12	0.77	2.47	1.66	2.77	27.45	31.01	8.09	1.19	1.20	1.52
BL14001	FRRS1	0.00	0.00	0.02	0.08	0.05	5.15	1.37	0.00	0.20	16.89	0.00	0.03	0.02	0.46	0.28	0.08	1.03
BL14005	Hypp5355	0.01	0.03	0.19	0.31	0.20	0.88	0.12	0.05	0.30	0.03	0.48	0.07	1.14	0.26	0.08	0.15	0.88
BL14007	AGRN	0.00	0.00	0.28	0.06	0.00	587.10	2.09	0.35	0.68	1.85	1168.03	1117.97	2923.34	2.87	102.70	1.03	27.51
BL14013	HAO1	0.26	0.93	281.46	980.83	27.29	0.51	0.08	0.07	1.40	0.02	0.05	0.03	0.04	0.30	0.39	0.58	0.72
BL14014	ZNF395	8.23	22.56	20.65	18.74	9.51	52.12	26.61	37.70	15.54	94.64	144.56	32.44	17.70	62.84	36.94	121.13	66.10
BL14015	Hypp2598	0.06	0.00	0.00	0.00	0.11	0.10	0.99	0.00	0.13	2.65	0.00	0.00	0.00	0.00	0.14	0.25	2.42
BL14016	SH3YL1	204.50	139.65	30.07	0.10	1.01	1.18	14.31	25.09	11.70	4.74	1.40	1.66	1.95	25.97	5.89	8.48	5.21
BL14020	MUC5B	0.00	0.00	0.09	0.04	0.20	0.00	8.22	4.77	0.05	6.38	0.42	0.22	0.65	0.57	0.72	0.17	4.08
BL14021	DDX59	1.19	12.78	2.82	1.97	2.84	1.81	3.81	6.48	20.22	5.38	5.40	2.65	1.77	14.12	7.11	3.52	5.88
BL14022	CILP2	0.00	0.00	0.03	0.15	0.21	0.05	7.84	4.48	0.30	0.26	0.10	0.05	0.10	0.07	0.36	0.14	1.98
BL14024	Hypp5616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL14025	Hypp5613	0.00	0.00	0.00	0.06	0.00	3.51	0.69	0.00	0.63	0.00	3.77	47.14	64.13	1.20	0.34	0.15	0.78
BL14026	NPHP3	0.00	0.00	0.00	0.01	0.10	0.18	0.10	1.22	0.00	0.01	1.52	0.95	0.10	0.02	0.52	0.02	0.02
BL14027	CLN8	0.11	0.05	0.14	0.01	0.03	2.98	0.02	0.00	0.03	0.00	0.09	0.20	0.00	0.07	0.04	0.00	0.00
BL14029	Hypp5615	0.02	0.42	0.07	0.21	0.04	0.19	1.80	0.02	0.02	0.33	0.08	0.03	0.05	0.06	0.16	0.12	0.53
BL14030	Hypp3751	0.03	0.07	0.08	0.11	0.11	9.39	3.04	0.97	0.66	4.50	3.23	0.21	0.18	64.67	1.57	46.73	41.69
BL14031	DHX16	4.72	9.37	4.99	5.92	7.24	3.41	5.47	5.77	8.39	7.05	6.15	4.27	3.61	6.93	3.21	5.09	10.84
BL14032	NR5A2	0.10	0.04	0.51	0.05	0.28	625.25	28.66	32.14	2.88	31.45	82.32	59.36	29.78	15.37	49.51	56.23	88.61
BL14034	Hypp3767	76.34	12.59	25.74	28.52	17.66	9.65	38.17	5.35	7.69	22.66	15.51	19.39	10.80	51.25	1.60	7.96	6.02
BL14036	DPH3	1.62	16.51	1.37	1.43	2.33	2.56	1.33	1.13	2.88	2.11	3.56	2.49	0.53	6.43	1.64	1.76	1.24
BL14037	BLM	0.11	0.03	19.44	1.95	3.13	0.36	1.82	0.00	2.05	2.19	0.00	0.30	0.03	7.54	0.00	1.25	0.51
BL14042	COL21A1	0.00	0.00	0.04	0.00	0.02	0.41	0.25	0.08	0.04	229.00	1.12	0.24	0.11	5.02	0.51	1.39	0.25
BL14044	SAMD12	8.85	20.91	35.70	42.24	11.19	9.87	23.03	15.60	21.33	16.24	15.11	11.60	12.46	17.09	14.70	33.58	36.89
BL14045	ENSG00000262676	0.00	0.12	0.18	4.46	3.19	9.26	6.63	7.04	1.02	0.90	3.65	1.49	3.37	5.28	6.04	3.54	2.08
BL14046	AHSA1	189.56	212.62	211.61	47.48	39.92	55.90	9.17	12.03	8.41	13.02	26.71	13.29	2.47	12.61	36.25	10.80	12.11
BL14048	RPS19	2.91	17.14	136.05	653.14	2978.01	1299.18	1749.35	2161.32	5938.09	1726.19	2601.05	2793.52	2487.91	2951.99	1433.85	1361.10	2395.60
BL14052	C7orf52	0.00	0.30	0.03	0.00	0.01	8.52	16.35	30.53	0.72	2.22	5.39	0.67	0.18	2.27	12.88	99.61	6.76
BL14053	SVEP1	0.04	0.02	0.87	0.90	0.14	1.41	6.21	0.27	0.84	102.38	1.18	0.66	0.75	1.18	5.18	1.18	2.66
BL14055	AP1G1	0.72	80.80	36.08	51.02	56.96	35.56	48.71	47.78	30.51	32.20	79.42	39.98	24.36	56.87	26.34	43.44	38.79
BL14057	RPP38	4.06	17.58	12.21	6.69	9.95	4.02	3.59	9.85	8.63	8.11	5.60	3.28	3.67	6.74	11.18	5.47	4.57
BL14058	Hypp10883	0.50	0.79	0.12	0.06	0.32	0.20	0.77	0.85	0.35	1.48	3.86	1.40	2.47	0.11	1.21	1.19	1.40
BL14059	NUDT19	1.01	4.44	0.16	0.06	0.88	1.21	2.90	7.55	1.28	5.71	1.12	4.02	2.84	1.09	1.59	0.67	1.65
BL14060	SULT1C4	1.56	0.13	14.15	0.88	3.06	3.96	85.50	187.15	0.16	4.52	124.78	12.53	220.90	0.24	20.35	0.23	10.50
BL14061	ENSG00000268767	2.27	0.06	1.84	0.64	2.87	3.72	6.85	8.19	1.67	0.37	2.00	1.31	2.27	1.27	0.48	0.85	1.27
BL14062	DLG1	4.13	146.74	105.75	62.17	129.67	169.19	96.38	85.19	55.41	75.98	40.47	46.14	58.72	42.75	138.54	114.74	174.27
BL14063	DNAH5	0.86	0.09	0.36	0.38	1.84	46.77	10.15	0.75	5.84	101.22	10.83	13.17	21.70	7.10	4.31	2.15	6.30
BL14067	TBX2	108.45	227.31	207.26	152.13	61.03	7.14	7.55	6.43	82.32	2.74	3.62	5.99	4.47	22.89	24.94	13.08	18.95
BL14070	NLRP14	0.00	0.00	0.06	0.03	0.04	0.01	0.00	0.00	0.00	0.21	0.17	0.00	0.01	1.52	0.01	0.00	0.00
BL14071	DDX58	0.00	0.00	0.14	0.23	0.00	0.15	5.10	16.66	0.10	9.76	1.84	4.59	1.58	1.57	1.01	1.39	1.71
BL14072	Hypp8057	61.32	23.87	11.45	7.62	17.29	11.26	21.75	28.07	43.62	16.66	16.40	13.57	25.25	54.02	62.24	21.75	22.60
BL14074	IFI44L	0.09	0.05	1.25	1.19	0.23	0.94	30.29	123.88	1.42	31.21	14.43	14.68	4.40	0.83	4.66	2.50	1.63
BL14075	CDCA8	61.46	89.07	104.59	19.12	12.73	2.17	5.22	5.52	10.38	7.06	4.79	2.80	2.38	8.75	1.92	1.45	0.75
BL14076	SLC16A13	0.24	0.11	9.13	54.75	97.63	0.37	1.13	0.58	0.23	0.93	0.29	1.19	0.59	0.10	0.78	0.10	0.17
BL14077	MED28	17.15	70.64	8.02	21.01	8.77	4.93	5.76	4.24	18.56	10.01	3.84	3.98	3.60	7.11	3.12	6.14	6.11
BL14078	MFSD6	0.00	0.00	39.35	5.06	4.14	0.08	1.49	8.11	0.85	0.18	0.01	0.01	0.04	0.17	0.24	0.03	0.08
BL14079	KLHL9	0.17	0.69	0.34	0.09	1.26	3.21	4.09	4.26	1.42	7.46	0.92	0.87	1.48	3.14	2.53	3.36	2.39
BL14080	Hypp1228	70.85	19.49	8.79	3.43	2.47	0.30	0.57	0.52	12.56	0.37	1.19	1.02	0.55	14.00	1.28	0.26	0.13
BL14081	CTNNBL1	8.88	6.55	6.72	23.45	16.73	6.74	10.26	18.72	23.41	8.97	11.59	6.62	6.73	17.30	4.67	9.69	12.11
BL14085	ALDH6A1	9.66	53.16	40.08	19.13	41.17	40.48	71.74	82.77	81.92	47.87	42.48	42.09	50.86	69.73	108.95	120.59	147.80
BL14086	Hypp12956	0.14	0.27	0.60	0.47	2.97	13.77	5.97	1.32	8.62	20.76	20.81	13.75	17.04	32.32	5.92	2.04	9.01
BL14087	AL133445.1	0.47	26.99	6.80	1.17	3.27	3.94	14.82	10.05	4.90	20.40	4.71	3.17	5.67	9.19	4.30	4.98	8.39
BL14088	Hypp12930	0.01	0.00	1.80	0.00	0.01	2.12	0.14	0.01	0.03	2.46	3.92	0.03	0.06	0.04	0.13	1.17	1.52
BL14089	WDR43	3.26	32.26	18.96	45.82	36.97	11.46	7.77	11.52	84.78	15.40	36.04	19.20	14.58	26.25	13.35	13.76	22.92
BL14090	ARMC8	5.11	23.60	16.43	44.08	27.47	13.03	20.37	17.90	50.25	18.82	18.98	8.53	5.38	42.64	34.22	26.60	19.84
BL14092	RCL1	1.75	2.17	9.67	24.93	10.93	3.70	2.92	5.54	52.50	6.44	11.09	5.70	3.46	29.27	6.92	4.09	3.49
BL14093	Hypp1462	0.47	1.24	0.18	0.08	0.20	1.88	0.28	0.08	0.32	3.03	7.76	1.89	0.94	1.10	0.95	0.29	0.87
BL14094	GCKR	1.47	0.85	0.15	0.04	0.22	1.99	5.06	4.99	1.46	2.92	3.22	6.42	6.97	3.46	1.88	1.57	1.83
BL14095	ATP8B2	38.71	15.89	4.34	49.07	36.57	10.85	43.20	25.66	10.22	26.03	16.34	18.59	18.87	12.12	10.04	14.68	16.62
BL14096	PGGT1B	27.04	86.20	23.53	20.80	15.84	8.04	15.95	17.03	6.30	22.93	16.60	13.99	9.88	20.86	11.69	9.53	10.51
BL14097	TRIM3	0.00	0.00	0.47	0.00	0.00	0.00	0.00	6.07	0.14	0.11	0.00	0.04	0.03	1.02	3.72	0.07	0.00
BL14099	ISL1	0.41	0.01	43.24	46.39	75.78	13.12	13.70	4.98	0.13	47.41	5.47	8.48	13.16	2.21	2.54	17.90	8.23
BL14101	JAKMIP3	60.15	25.91	18.96	50.76	20.45	9.50	33.71	6.36	23.29	45.38	5.46	13.78	20.28	35.58	5.34	11.30	29.75
BL14102	EFCAB4B	0.05	0.19	0.88	0.27	1.11	12.62	2.92	0.99	0.33	0.99	2.02	0.23	0.27	0.96	0.23	103.21	39.10
BL14104	Hypp1329	0.36	9.29	5.37	9.79	45.05	12.03	24.43	44.80	7.46	33.83	17.41	23.94	5.50	24.57	8.69	1.71	4.92
BL14105	KIRREL3	0.00	0.02	2.05	0.16	0.09	2.92	1.15	1.11	0.17	0.48	0.07	0.11	0.43	0.34	0.03	13.66	10.03
BL14106	SMC3	108.32	46.52	26.28	16.83	15.88	10.34	26.74	13.51	27.88	16.52	7.06	8.52	12.95	88.23	5.75	20.36	17.97
BL14110	SLC25A28	378.59	107.81	15.73	11.41	52.93	58.93	38.91	50.61	31.18	79.81	238.74	85.21	40.02	74.04	39.58	88.93	70.20
BL14112	GALNT12	80.86	43.01	40.01	21.59	11.30	6.39	9.80	7.70	5.99	10.93	10.36	17.31	17.10	1.56	2.44	1.85	2.23
BL14113	GDPD5	12.23	20.92	14.45	0.47	3.13	6.03	6.05	5.32	2.72	5.72	1.18	0.90	1.15	5.90	2.08	19.64	10.52
BL14114	SAMD7	0.00	0.06	0.76	3.25	7.35	14.36	10.08	0.39	0.52	5.76	0.41	0.93	1.55	0.91	1.99	2.84	1.87
BL14115	LRRC50	0.46	6.29	3.87	27.79	17.48	14.18	3.33	1.38	1.64	17.09	12.72	5.81	1.92	192.66	1.57	1.54	3.44
BL14117	PNMT	0.60	1.09	6.04	3.15	1.59	0.65	6.94	0.16	17.31	0.34	0.23	0.68	0.10	0.98	0.08	0.61	0.31
BL14119	LRRC70	0.00	0.01	0.01	0.03	0.01	0.52	0.03	0.26	0.14	0.00	0.00	0.00	0.00	0.20	0.01	17.80	5.36
BL14120	THRAP3	1.38	68.13	62.10	36.77	14.51	6.37	10.47	9.53	11.37	10.02	10.43	5.37	5.35	8.34	3.06	8.27	11.03
BL14121	Hypp15079	0.38	0.25	0.42	0.18	0.43	0.49	5.72	1.24	0.24	0.14	0.44	0.19	0.23	0.56	0.79	0.56	1.19
BL14122	TRPM3	0.05	0.02	0.63	0.07	0.84	4.25	14.24	60.43	0.29	0.17	0.11	0.13	0.37	1.04	1.12	1.01	0.90
BL14124	TMEM2	0.60	0.05	0.96	0.05	5.64	5.41	40.22	0.93	0.89	3.45	0.74	1.65	1.29	1.65	14.11	4.31	6.62
BL14126	RNF151	0.02	0.19	5.82	12.48	0.10	0.61	0.08	0.01	0.11	0.08	0.15	0.39	0.98	0.97	0.09	2.16	2.67
BL14127	SDC1	4.52	396.87	597.59	186.82	310.21	474.17	589.98	279.92	209.88	604.17	453.87	279.88	148.50	159.78	146.77	548.20	592.29
BL14128	ZNF45	2.09	1.24	13.19	7.66	1.78	0.16	0.22	0.32	2.24	0.72	0.04	0.04	0.08	0.97	0.36	0.41	0.24
BL14131	VCAN	0.00	0.00	0.59	0.06	0.02	0.08	0.01	0.01	0.07	0.05	0.04	0.00	0.15	0.09	0.01	0.14	0.06
BL14132	SEPHS1	509.72	499.87	678.83	592.78	393.79	121.53	122.16	111.03	175.70	103.73	54.54	74.62	97.36	117.40	49.15	112.99	72.51
BL14133	UGT1A1	0.67	2.91	1.89	0.47	3.70	3.04	11.16	6.94	2.61	1.77	2.96	4.32	9.25	3.19	1.59	0.39	0.79
BL14134	Hypp12976	0.00	0.00	0.08	0.00	0.00	0.21	0.25	0.83	0.29	0.16	0.81	0.07	0.04	0.27	0.00	0.00	0.57
BL14135	POC1A	51.55	37.56	39.75	10.53	6.50	2.07	5.45	3.19	8.78	2.56	2.09	2.37	1.65	16.86	1.25	0.90	1.02
BL14136	MND1	12.51	13.08	5.46	5.45	8.16	0.52	1.68	1.78	57.44	1.03	1.57	1.77	0.97	104.41	3.22	2.07	1.41
BL14140	PKD2	0.00	0.00	1.35	0.24	0.00	1.66	1.76	0.00	0.00	1.76	0.00	0.00	0.23	0.00	0.00	0.31	0.00
BL14141	SLC2A13	3.06	1.43	0.38	0.38	2.63	2.84	3.94	5.16	2.22	1.43	0.98	1.66	3.07	4.54	0.54	5.36	1.36
BL14143	Hypp1875	0.19	0.00	4.22	1.05	0.55	5.38	8.44	8.08	1.06	8.33	21.81	26.31	27.60	13.90	3.24	0.54	0.82
BL14144	ENSG00000263005	0.11	3.08	3.82	6.84	2.24	17.64	20.43	3.72	5.95	27.25	17.15	15.19	10.41	15.98	4.51	4.79	8.56
BL14145	RAB7A	0.83	0.97	4.62	1.18	4.06	0.20	0.29	0.09	0.61	0.02	0.01	0.00	0.00	0.92	0.03	0.34	0.00
BL14146	MEIG1	6.95	10.84	52.78	227.25	46.75	111.99	16.07	4.82	3.13	89.39	60.17	18.89	16.98	73.96	6.23	3.14	2.98
BL14148	ACOT2	4.93	3.14	4.61	1.02	0.51	2.18	5.54	2.27	7.35	4.26	2.20	3.39	7.65	8.69	2.42	3.85	4.10
BL14149	NTN4	2.34	0.22	0.23	0.04	0.03	4.22	11.85	0.12	0.88	8.45	4.87	1.85	10.11	1.41	16.40	5.62	4.09
BL14151	TMEM115	1.07	5.38	2.35	7.90	9.37	9.61	8.67	9.99	4.63	11.16	9.26	5.07	3.62	11.89	4.81	7.83	4.33
BL14152	UBE2T	196.43	35.56	4.99	1.95	1.64	0.87	2.29	2.62	12.68	0.40	1.50	1.32	1.50	8.54	0.59	1.32	2.25
BL14153	ENSG00000269007	11.65	3.75	0.51	0.85	1.92	4.44	1.42	0.40	7.08	1.28	3.45	1.73	2.73	4.80	0.24	3.40	3.66
BL14154	ANGPT4	0.00	0.00	0.02	0.00	0.00	0.00	0.13	0.08	0.00	1.03	0.11	4.03	5.50	0.11	0.08	0.00	0.51
BL14155	ENSG00000269278	0.83	10.58	6.87	17.07	25.19	19.53	14.00	3.50	10.82	19.89	20.46	11.09	8.65	20.77	3.39	4.89	6.52
BL14156	Hypp10764	0.00	0.00	0.10	0.41	0.00	1.74	0.00	0.15	0.00	59.31	0.00	0.00	0.10	3.55	4.52	0.13	0.61
BL14157	ENSG00000257594	0.32	0.06	0.87	0.15	0.02	0.74	0.12	0.06	0.09	34.70	0.09	0.19	2.54	0.65	0.61	0.16	0.48
BL14158	Hypp10622	0.04	5.12	8.38	8.02	6.05	1.95	2.08	0.63	0.23	11.02	0.75	0.86	1.20	6.60	0.31	0.10	0.54
BL14159	C1orf144	1.51	16.30	14.18	25.44	31.93	6.25	9.82	9.65	22.29	7.51	12.67	7.11	4.02	12.90	24.58	20.11	17.83
BL14161	Hypp1251	0.80	0.83	0.71	0.11	0.44	2.12	1.89	0.37	1.93	1.73	2.94	8.11	24.68	2.96	0.48	1.19	1.99
BL14162	SLC16A12	0.00	0.03	0.56	0.16	0.62	3.34	0.70	0.01	3.05	0.92	0.09	0.03	0.07	20.94	1.11	1.53	1.20
BL14163	GNL2	2.22	5.28	3.28	9.34	11.28	5.87	4.48	6.95	32.31	2.92	16.33	8.39	4.88	9.79	3.39	6.53	6.43
BL14164	CLN3	0.00	0.12	0.68	0.04	2.30	10.69	1.98	3.58	1.67	0.75	8.94	25.89	43.96	3.32	4.22	1.71	3.01
BL14167	NT5E	0.00	0.02	5.16	14.95	0.81	0.31	0.49	0.02	0.04	0.00	0.18	0.18	0.04	0.06	0.37	0.06	0.19
BL14169	LITAF	0.12	0.09	1.03	0.11	1.46	6.13	26.68	42.52	2.05	7.84	35.88	101.40	78.10	17.14	3.97	0.74	4.48
BL14170	DUOXA2	0.00	0.12	0.12	0.21	0.03	1.02	0.39	1.33	0.34	7.52	0.23	0.00	0.01	1.02	0.04	0.09	0.36
BL14171	Hypp14694	0.00	0.00	1.70	0.04	0.59	189.71	0.34	0.11	0.93	13.39	209.18	3421.70	1844.72	3.00	5.43	1.54	7.67
BL14172	Hypp10678	0.33	0.06	0.30	0.11	3.80	1.75	13.92	76.53	0.43	1.18	0.41	0.30	0.20	0.41	1.08	2.06	3.00
BL14173	AARSD1	14.64	4.64	1.17	7.65	6.34	2.06	3.11	2.51	5.20	2.32	1.99	2.86	1.60	1.44	1.31	2.26	1.09
BL14174	SNX4	145.39	95.48	33.27	23.46	32.79	13.99	16.57	14.68	8.20	16.41	17.24	11.39	14.41	18.87	6.77	21.82	14.34
BL14175	ENSG00000257987	1.95	4.35	12.36	165.73	24.78	22.95	1.57	0.30	0.46	38.57	10.00	5.62	2.32	29.38	0.96	0.09	0.20
BL14176	TRIM3	0.80	0.02	0.27	0.04	0.54	0.53	4.70	1.63	0.33	0.20	1.41	0.96	0.35	0.77	0.46	0.32	0.36
BL14178	CCBL2	0.24	0.86	1.27	0.15	3.56	26.25	112.18	61.18	6.02	77.22	47.00	46.35	18.31	178.11	54.54	29.23	80.78
BL14179	C17orf98	0.01	0.01	2.18	107.07	45.14	6.35	3.19	0.02	0.14	18.78	1.82	3.26	3.38	0.87	2.33	0.19	0.73
BL14180	INTS1	1.72	2.88	1.00	5.13	5.48	2.95	6.63	7.32	10.53	5.91	3.88	3.01	3.75	9.22	2.72	3.23	4.58
