FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR23044:SF68	13	13	23	Deuterostomia	Acapla,Ptyfla,Braflo,Letrei,Eptbur,Actinopterygii,Latcha	Not found
PTHR45780	7	6	23	Deuterostomia	Echinodermata,Sackow,Leth,Eptbur,Gnathostomata	Family not named
PTHR11700:SF34	6	6	23	Deuterostomia	Echinodermata,Ptyfla,Bralan,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Galgal,Musmus	Not found
PTHR31102	6	3	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Letrei,Myxines,Gnathostomata	Family not named
PTHR10517	2	2	3	Hyperoartia	Letrei	Folate receptor
PTHR14754:SF37	5	4	19	Chordata	Brabel,Bralan,Letjap,Eptbur,Gnathostomata	Not found
PTHR23277:SF115	10	6	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Letrei,Myxines,Calmil,Holostei,Sarcopterygia	Not found
PTHR19269:SF72	6	6	19	Chordata	Ceph2,Leth,Myxines,Chipun,Actinopterygii,Latcha,Musmus	Not found
PTHR36474:SF1	17	16	23	Deuterostomia	Braflo,Letrei,Myxines,Holostei,Galgal	Protein liat1
PTHR36474	17	16	23	Deuterostomia	Braflo,Letrei,Myxines,Holostei,Galgal	Family not named
PTHR14017:SF5	22	12	23	Deuterostomia	Acapla,Sackow,Brabel,Braflo,Letrei,Myxines,Calmil,Holostei,Galgal	Lysine-specific demethylase 6b
PTHR18898:SF3	8	7	23	Deuterostomia	Strpur,Hemichordata,Bralan,Letrei,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Translocated promoter region a, nuclear basket protein
PTHR23237:SF6	8	7	23	Deuterostomia	Ptyfla,Braflo,Letjap,Myxines,Gnathostomata	H/aca ribonucleoprotein complex subunit 1
PTHR11092:SF0	16	15	23	Deuterostomia	Brabel,Myxines,Chondrichthyes,Holostei,Galgal	Epimerase family protein sdr39u1
PTHR36296	7	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Danrer,Latcha,Galgal	Family not named
PTHR36296:SF1	7	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Danrer,Latcha,Galgal	Subfamily not named
PTHR10666:SF378	5	5	23	Deuterostomia	Echinodermata,Brabel,Braflo,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal,Homsap	Not found
PTHR11071:SF420	22	9	23	Deuterostomia	Leth,Myxines,Chondrichthyes,Actinopterygii,Tetrapoda	Peptidyl-prolyl cis-trans isomerase
PTHR11477	2	2	3	Hyperoartia	Letrei	Transcription elongation factor s-ii
PTHR10701:SF3	12	9	19	Chordata	Letrei,Myxines,Chipun,Holostei,Danrer,Latcha,Xentro,Galgal	Small nuclear ribonucleoprotein-associated proteins b and b'
PTHR31171	8	5	23	Deuterostomia	Echinodermata,Ptyfla,Braflo,Letrei,Myxines,Gnathostomata	Family not named
PTHR20437:SF0	7	6	16	Vertebrata	Letrei,Myxines,Actinopterygii,Latcha,Xentro,Galgal	Tumor necrosis factor receptor superfamily member 17
PTHR21485	19	10	23	Deuterostomia	Letrei,Myxines,Chipun,Osteichthyes	Cmp-n-acetylneuraminic acid synthase
PTHR24026:SF112	9	7	23	Deuterostomia	Acapla,Brabel,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Mammalia	Not found
PTHR23146:SF0	16	15	23	Deuterostomia	Strpur,Bralan,Letrei,Eptbur,Chipun,Holostei,Orylat	Rna polymerase-associated protein leo1
PTHR17614	8	7	16	Vertebrata	Myxines,Holostei,Orylat,Tetrapoda	Zinc finger-containing
PTHR13215	39	11	23	Deuterostomia	Letrei,Eptbur,Chipun,Osteichthyes	Rna polymerase ii transcriptional coactivator
PTHR23050:SF475	80	8	23	Deuterostomia	Acapla,Letrei,Myxines,Gnathostomata	Not found
PTHR10994:SF155	1	1	1	Petmar		Not found
PTHR24179	11	8	23	Deuterostomia	Echinodermata,Braflo,Letrei,Myxines,Osteichthyes	Family not named
PTHR45781:SF1	5	5	23	Deuterostomia	Ptyfla,Cephalochordata,Leth,Eptbur,Gnathostomata	Subfamily not named
PTHR31989:SF332	2	2	3	Hyperoartia	Letjap	Not found
PTHR13502:SF3	9	9	16	Vertebrata	Leth,Myxines,Chipun,Holostei	Cdc42 small effector protein 1
PTHR24343:SF486	5	4	19	Chordata	Leth,Myxines,Gnathostomata	Not found
PTHR24408:SF54	8	7	23	Deuterostomia	Strpur,Hemichordata,Brabel,Bralan,Leth,Eptbur,Chondrichthyes,Holostei,Orylat,Latcha,Xentro,Galgal	Not found
PTHR47113:SF1	12	10	23	Deuterostomia	Myxines,Gnathostomata	Tubulin tyrosine ligase like
PTHR47113	12	10	23	Deuterostomia	Myxines,Gnathostomata	Family not named
PTHR12675	4	4	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Letrei,Myxines,Gnathostomata	Muscleblind-like protein
PTHR47564:SF1	13	12	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Braflo,Myxines,Chipun,Holostei,Latcha	Cysteine-rich and transmembrane domain-containing protein 1
PTHR47564	13	12	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Braflo,Myxines,Chipun,Holostei,Latcha	Family not named
PTHR24414:SF43	13	11	16	Vertebrata	Myxines,Holostei,Orylat	Zinc finger and btb domain-containing protein 43
PTHR20932	4	4	23	Deuterostomia	Echinodermata,Sackow,Braflo,Leth,Myxines,Gnathostomata	Loc443603 protein-related
PTHR46332:SF2	3	3	16	Vertebrata	Leth,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Aspartate beta-hydroxylase domain-containing protein 2
PTHR34982:SF3	3	2	3	Hyperoartia	Letjap	Flagellar assembly protein flih
PTHR14619	3	3	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Uncharacterized
PTHR34487	84	9	23	Deuterostomia	Letrei,Myxines,Gnathostomata	Family not named
PTHR34487:SF1	84	9	23	Deuterostomia	Letrei,Myxines,Gnathostomata	Subfamily not named
PTHR23226:SF317	15	8	23	Deuterostomia	Strpur,Braflo,Leth,Myxines,Chondrichthyes,Holostei,Orylat,Latcha,Xentro,Galgal,Homsap	Not found
PTHR46524:SF12	2	2	3	Hyperoartia	Letrei	Not found
PTHR14003	9	8	23	Deuterostomia	Echinodermata,Braflo,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Transcriptional repressor protein yy
PTHR12203:SF71	3	3	19	Chordata	Brabel,Leth,Myxines,Gnathostomata	Not found
PTHR13902:SF10	8	8	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Leth,Eptbur,Chondrichthyes,Actinopterygii	Serine/threonine-protein kinase wnk2
PTHR45710:SF17	24	5	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR10500:SF6	4	4	16	Vertebrata	Leth,Myxines,Calmil,Holostei,Sarcopterygia	Not found
PTHR19375	7	6	23	Deuterostomia	Strpur,Cephalochordata,Myxines,Gnathostomata	Heat shock protein 70kda
PTHR48051:SF12	10	10	23	Deuterostomia	Acapla,Hemichordata,Brabel,Braflo,Leth,Myxines,Actinopterygii	Not found
PTHR24340:SF73	11	8	23	Deuterostomia	Hemichordata,Letrei,Eptbur,Gnathostomata	Homeobox protein bagpipe
PTHR24139	7	3	3	Hyperoartia		Family not named
PTHR16451:SF12	11	10	16	Vertebrata	Myxines,Actinopterygii	Mitochondrial dynamics protein mid51
PTHR10551:SF1	8	7	16	Vertebrata	Myxines,Chipun,Actinopterygii,Xentro,Galgal	Fascin-3
PTHR35354:SF1	16	15	23	Deuterostomia	Letrei,Myxines,Holostei,Latcha,Xentro,Galgal	Si:ch211-258f14.2
PTHR35354	16	15	23	Deuterostomia	Letrei,Myxines,Holostei,Latcha,Xentro,Galgal	Family not named
PTHR33887	11	9	23	Deuterostomia	Ceph2,Letrei,Myxines,Osteichthyes	Family not named
PTHR35982:SF1	18	10	23	Deuterostomia	Acapla,Ptyfla,Letrei,Eptbur,Osteichthyes	Subfamily not named
PTHR35982	18	10	23	Deuterostomia	Acapla,Ptyfla,Letrei,Eptbur,Osteichthyes	Family not named
PTHR31911:SF3	10	9	16	Vertebrata	Leth,Eptbur,Actinopterygii	Protein fam133b
PTHR24381:SF298	2	2	19	Chordata	Brabel,Bralan,Leth,Myxines,Gnathostomata	Zinc finger protein 2
PTHR11999:SF165	57	5	23	Deuterostomia	Echinodermata,Vertebrata	Not found
PTHR24264:SF65	25	5	23	Deuterostomia	Strpur,Ptyfla,Vertebrata	Not found
PTHR22722:SF4	4	3	23	Deuterostomia	Acapla,Sackow,Ceph2,Vertebrata	Subfamily not named
PTHR24024:SF18	213	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR10516:SF443	3	2	3	Cephalochordata	Braflo	Not found
PTHR10201:SF293	78	8	23	Deuterostomia	Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR24366:SF138	27	5	23	Deuterostomia	Acapla,Hemichordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR11475:SF82	11	3	3	Cephalochordata		Cardinal
PTHR24241:SF117	15	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR46549	177	3	3	Cephalochordata		Family not named
PTHR11987:SF45	175	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR15535:SF27	15	3	3	Cephalochordata		Not found
PTHR22870:SF380	1	1	1	Brabel		Not found
PTHR24241:SF148	104	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Subfamily not named
PTHR17271:SF1	10	6	23	Deuterostomia	Ptyfla,Vertebrata	Protein outspread
PTHR18945:SF860	203	7	23	Deuterostomia	Vertebrata	Not found
PTHR20883	47	7	23	Deuterostomia	Vertebrata	Phytanoyl-coa dioxygenase domain containing 1
PTHR24270:SF43	24	7	23	Deuterostomia	Strpur,Ptyfla,Letrei,Petmar,Eptbur,Gnathostomata	Not found
PTHR24247:SF222	5	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Not found
PTHR46070	8	6	23	Deuterostomia	Strpur,Vertebrata	Family not named
PTHR43564	91	3	3	Cephalochordata		Family not named
PTHR43564:SF1	91	3	3	Cephalochordata		Subfamily not named
PTHR13659:SF5	7	7	23	Deuterostomia	Ptyfla,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal,Musmus	Protein fam8a1
PTHR24269	62	7	23	Deuterostomia	Vertebrata	Family not named
PTHR11709:SF438	16	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Not found
PTHR33748	56	7	23	Deuterostomia	Vertebrata	Family not named
PTHR24240:SF78	64	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR31664:SF8	107	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR15917:SF2	11	5	23	Deuterostomia	Strpur,Ptyfla,Vertebrata	Subfamily not named
PTHR31201	5	4	23	Deuterostomia	Echinodermata,Bralan,Vertebrata	Family not named
PTHR19959:SF118	712	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR19959	714	5	23	Deuterostomia	Echinodermata,Vertebrata	Kinesin light chain
PTHR23295:SF6	3	3	23	Deuterostomia	Acapla,Hemichordata,Bralan,Vertebrata	Neosin, isoform a
PTHR21562:SF93	22	6	23	Deuterostomia	Ptyfla,Vertebrata	Not found
PTHR10794:SF39	14	9	23	Deuterostomia	Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Protein abhd15
PTHR11537:SF105	48	3	3	Cephalochordata		Potassium voltage-gated channel subfamily d member 2
PTHR10807:SF110	10	7	23	Deuterostomia	Vertebrata	Fi17948p1
PTHR22799	175	5	23	Deuterostomia	Acapla,Ptyfla,Vertebrata	Tetranectin-related
PTHR33568	80	8	23	Deuterostomia	Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Family not named
PTHR33568:SF2	79	8	23	Deuterostomia	Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Subfamily not named
PTHR45333	4	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Family not named
PTHR45333:SF1	4	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Subfamily not named
PTHR22804	124	7	23	Deuterostomia	Sackow,Letrei,Petmar,Myxines,Gnathostomata	Aggrecan/versican proteoglycan
PTHR18945:SF855	90	3	3	Cephalochordata		Not found
PTHR22911:SF6	142	6	23	Deuterostomia	Acapla,Vertebrata	Transport protein ypl264c-related
PTHR45620:SF1	13	3	3	Cephalochordata		Subfamily not named
PTHR24412:SF471	68	6	23	Deuterostomia	Acapla,Sackow,Hyperoartia,Eptbur,Gnathostomata	Not found
PTHR31633	4	4	23	Deuterostomia	Echinodermata,Ptyfla,Ceph2,Hyperoartia,Eptbur,Chipun,Osteichthyes	Family not named
PTHR18945:SF868	96	4	23	Deuterostomia	Echinodermata,Ptyfla,Vertebrata	Not found
PTHR33470:SF42	1	1	1	Brabel		Not found
PTHR13439:SF0	58	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Bcdna.gh12326
PTHR10160	10	8	23	Deuterostomia	Cyclostomata,Calmil,Osteichthyes	Nad p  transhydrogenase
PTHR11690:SF222	113	7	23	Deuterostomia	Vertebrata	Degenerin deg-1
PTHR23282	28	6	23	Deuterostomia	Sackow,Vertebrata	Apical endosomal glycoprotein precursor.
PTHR24367:SF318	168	3	3	Cephalochordata		Subfamily not named
PTHR43826:SF8	6	3	3	Cephalochordata		Not found
PTHR46893:SF1	208	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR46893	208	5	23	Deuterostomia	Echinodermata,Vertebrata	Family not named
PTHR43397:SF1	50	6	23	Deuterostomia	Echinodermata,Cyclostomata,Calmil,Osteichthyes	Subfamily not named
PTHR22750:SF51	143	3	3	Cephalochordata		Subfamily not named
PTHR10404	74	8	23	Deuterostomia	Letrei,Petmar,Myxines,Gnathostomata	N-acetylated-alpha-linked acidic dipeptidase
PTHR11505:SF197	179	6	23	Deuterostomia	Acapla,Vertebrata	Subfamily not named
PTHR15094	607	3	3	Cephalochordata		Family not named
PTHR14618:SF0	27	5	23	Deuterostomia	Hemichordata,Vertebrata	Homeobox-containing protein 1
PTHR24416:SF564	7	4	23	Deuterostomia	Echinodermata,Ptyfla,Vertebrata	Not found
PTHR24036	15	7	23	Deuterostomia	Vertebrata	Family not named
PTHR45586:SF1	7	6	23	Deuterostomia	Strpur,Sackow,Hyperoartia,Eptbur,Gnathostomata	Subfamily not named
PTHR21495:SF208	1	1	1	Brabel		Not found
PTHR15382:SF7	50	3	3	Cephalochordata		Subfamily not named
PTHR18853:SF10	8	6	23	Deuterostomia	Sackow,Vertebrata	Subfamily not named
PTHR45632:SF3	17	3	3	Cephalochordata		Subfamily not named
PTHR11232:SF57	25	7	23	Deuterostomia	Vertebrata	Re46159p
PTHR31367:SF5	6	3	3	Cephalochordata		Subfamily not named
PTHR10231:SF50	11	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR31983:SF0	8	5	23	Deuterostomia	Hemichordata,Vertebrata	Endo-1,3(4)-beta-glucanase 2
PTHR22801:SF53	520	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR31424:SF3	86	7	23	Deuterostomia	Vertebrata	Enhanced rnai (rna interference)
PTHR18945:SF882	39	3	3	Cephalochordata		Not found
PTHR24416:SF402	307	7	23	Deuterostomia	Acapla,Hyperoartia,Eptbur,Gnathostomata	Fibroblast growth factor receptor homolog 1-related
PTHR14454:SF13	33	10	23	Deuterostomia	Hyperoartia,Eptbur,Osteichthyes	Not found
PTHR46154:SF4	19	7	23	Deuterostomia	Vertebrata	Urea active transporter
PTHR24379:SF107	3	3	19	Chordata	Ceph2,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Not found
PTHR23221:SF7	17	11	23	Deuterostomia	Braflo,Cyclostomata,Chondrichthyes,Actinopterygii	Phosphatidylinositol-glycan-specific phospholipase d
PTHR23221	17	11	23	Deuterostomia	Braflo,Cyclostomata,Chondrichthyes,Actinopterygii	Glycosylphosphatidylinositol phospholipase d
PTHR44324:SF2	14	13	23	Deuterostomia	Cyclostomata,Actinopterygii,Xentro	Wd repeat-containing protein 64
PTHR21152:SF24	26	3	3	Cephalochordata		Subfamily not named
PTHR12837:SF0	2	2	3	Cephalochordata	Braflo	Poly(adp-ribose) glycohydrolase
PTHR45882:SF3	13	7	23	Deuterostomia	Vertebrata	Pituitary homeobox homolog ptx1
PTHR15759:SF6	14	3	3	Cephalochordata		Subfamily not named
PTHR45972:SF4	18	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR46252:SF3	25	3	3	Cephalochordata		Subfamily not named
PTHR11475	19	7	23	Deuterostomia	Sackow,Letrei,Petmar,Myxines,Gnathostomata	Oxidase/peroxidase
PTHR24416	58	6	23	Deuterostomia	Sackow,Vertebrata	Tyrosine-protein kinase receptor
PTHR48013:SF11	4	4	23	Deuterostomia	Ptyfla,Ceph2,Vertebrata	Not found
PTHR45615:SF27	30	4	19	Chordata	Letrei,Petmar,Myxines,Gnathostomata	Myosin heavy chain, muscle
PTHR12101:SF28	4	3	3	Cephalochordata		Subfamily not named
PTHR34213:SF2	4	3	3	Cephalochordata		Nuclear transport factor 2 (ntf2) family protein
PTHR33875:SF2	14	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR11818:SF42	14	3	3	Cephalochordata		Subfamily not named
PTHR11012:SF30	78	5	19	Chordata	Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Si:ch211-215k15.5
PTHR22804:SF47	98	5	23	Deuterostomia	Acapla,Hemichordata,Letrei,Petmar,Myxines,Gnathostomata	Neurogenic locus notch protein
PTHR31424	32	6	23	Deuterostomia	Sackow,Vertebrata	Family not named
PTHR13833:SF82	1	1	1	Brabel		Not found
PTHR23042	7	7	23	Deuterostomia	Strpur,Letjap,Petmar,Myxines,Gnathostomata	Circadian protein clock/arnt/bmal/pas
PTHR33995	6	3	3	Cephalochordata		Family not named
PTHR24270:SF46	94	6	23	Deuterostomia	Strpur,Vertebrata	Not found
PTHR22406:SF7	3	3	23	Deuterostomia	Acapla,Hemichordata,Bralan,Vertebrata	Not found
PTHR46335:SF2	221	4	23	Deuterostomia	Echinodermata,Ptyfla,Vertebrata	Not found
PTHR24241:SF144	25	3	3	Cephalochordata		Trissin receptor
PTHR16056:SF35	7	7	23	Deuterostomia	Ptyfla,Letrei,Petmar,Myxines,Gnathostomata	Not found
PTHR45964:SF6	3	3	3	Cephalochordata		Not found
PTHR10454:SF232	42	7	23	Deuterostomia	Vertebrata	Not found
PTHR46312	160	5	23	Deuterostomia	Hemichordata,Vertebrata	Family not named
PTHR46312:SF1	160	5	23	Deuterostomia	Hemichordata,Vertebrata	Subfamily not named
PTHR16125:SF1	3	3	3	Cephalochordata		Subfamily not named
PTHR46908:SF4	31	9	23	Deuterostomia	Acapla,Hyperoartia,Eptbur,Calmil,Holostei,Orylat,Sarcopterygia	Not found
PTHR11521:SF1	10	7	23	Deuterostomia	Vertebrata	Troponin t, skeletal muscle
PTHR35538:SF4	11	6	23	Deuterostomia	Hemichordata,Cyclostomata,Calmil,Osteichthyes	Subfamily not named
PTHR12253:SF34	6	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Subfamily not named
PTHR13140:SF498	9	7	23	Deuterostomia	Vertebrata	Dachs, isoform e
PTHR16830	9	8	23	Deuterostomia	Strpur,Hemichordata,Petmar,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Sh2 containing adaptor pram-1 related
PTHR34400:SF4	56	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR34400	56	5	23	Deuterostomia	Echinodermata,Vertebrata	Family not named
PTHR14647:SF61	267	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR22799:SF5	280	4	23	Deuterostomia	Echinodermata,Ptyfla,Vertebrata	Subfamily not named
PTHR19871:SF28	4	4	23	Deuterostomia	Strpur,Ceph2,Vertebrata	Subfamily not named
PTHR31126	17	8	23	Deuterostomia	Cyclostomata,Chipun,Osteichthyes	Family not named
PTHR12845:SF5	22	3	3	Cephalochordata		Ephexin, isoform d
PTHR45128:SF1	58	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR45128	58	7	23	Deuterostomia	Vertebrata	Family not named
PTHR45656:SF4	16	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Subfamily not named
PTHR45956	8	8	23	Deuterostomia	Cyclostomata,Calmil,Osteichthyes	Family not named
PTHR11161	101	7	23	Deuterostomia	Vertebrata	Uncharacterized
PTHR11311:SF25	7	5	23	Deuterostomia	Hemichordata,Vertebrata	Not found
PTHR45705	6	6	23	Deuterostomia	Ptyfla,Vertebrata	Family not named
PTHR24543:SF315	16	3	3	Cephalochordata		Not found
PTHR38537:SF13	12	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Not found
PTHR21402:SF5	24	8	23	Deuterostomia	Acapla,Ptyfla,Letjap,Petmar,Eptbur,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Zgc:56699
PTHR14619:SF3	7	7	23	Deuterostomia	Vertebrata	Fi20196p1
PTHR31165:SF2	27	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Protein light-dependent short hypocotyls 4-related
PTHR44566:SF1	8	7	23	Deuterostomia	Ptyfla,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Transducin/wd40 repeat-like superfamily protein
PTHR44566	8	7	23	Deuterostomia	Ptyfla,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR11662:SF418	38	4	23	Deuterostomia	Acapla,Hemichordata,Vertebrata	Not found
PTHR10638:SF20	22	3	3	Cephalochordata		Subfamily not named
PTHR43918:SF12	91	8	23	Deuterostomia	Hyperoartia,Eptbur,Gnathostomata	Not found
PTHR24144	74	3	3	Cephalochordata		Family not named
PTHR46291:SF4	7	3	3	Cephalochordata		Subfamily not named
PTHR23055:SF91	34	5	23	Deuterostomia	Acapla,Sackow,Vertebrata	Neurocalcin homolog
PTHR24365:SF530	147	7	23	Deuterostomia	Vertebrata	Mstprox-related
PTHR20003:SF4	72	7	23	Deuterostomia	Echinodermata,Letjap,Petmar,Myxines,Calmil,Osteichthyes	Mucin 11a
PTHR42814:SF3	4	4	23	Deuterostomia	Echinodermata,Braflo,Vertebrata	Subfamily not named
PTHR42814	4	4	23	Deuterostomia	Echinodermata,Braflo,Vertebrata	Family not named
PTHR14695	9	7	23	Deuterostomia	Vertebrata	Shc sh2-domain binding protein 1-related
PTHR13844:SF4	7	6	23	Deuterostomia	Ptyfla,Vertebrata	Ld45195p
PTHR47635	93	5	23	Deuterostomia	Echinodermata,Vertebrata	Family not named
PTHR47635:SF1	93	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR22845:SF5	22	3	3	Cephalochordata		Apoptotic protease-activating factor 1
PTHR14241:SF31	101	8	23	Deuterostomia	Acapla,Cyclostomata,Chipun,Actinopterygii,Latcha,Amniotes	Not found
PTHR18945:SF849	25	7	23	Deuterostomia	Vertebrata	Not found
PTHR28605:SF1	5	5	23	Deuterostomia	Hemichordata,Vertebrata	Ctf8, chromosome transmission fidelity factor 8 homolog (s. cerevisiae)
PTHR11037:SF14	4	3	3	Cephalochordata		Protein grainyhead
PTHR33977:SF1	14	5	23	Deuterostomia	Echinodermata,Ptyfla,Cyclostomata,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Zinc ion binding protein
PTHR20854	12	6	23	Deuterostomia	Ptyfla,Vertebrata	Inositol monophosphatase
PTHR11949:SF17	19	5	23	Deuterostomia	Hemichordata,Vertebrata	Subfamily not named
PTHR24240:SF166	21	6	23	Deuterostomia	Sackow,Vertebrata	Not found
PTHR24291:SF50	25	6	23	Deuterostomia	Strpur,Vertebrata	Subfamily not named
PTHR43671:SF44	10	6	23	Deuterostomia	Braflo,Vertebrata	Not found
PTHR24123:SF107	8	7	23	Deuterostomia	Vertebrata	Not found
PTHR46928	50	7	23	Deuterostomia	Vertebrata	Family not named
PTHR46928:SF1	50	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR24343:SF74	8	8	19	Chordata	Cyclostomata,Actinopterygii,Xentro,Galgal	Testis-specific serine/threonine-protein kinase 3
PTHR10044:SF175	21	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Not found
PTHR10003:SF71	18	8	23	Deuterostomia	Cyclostomata,Calmil,Osteichthyes	Not found
PTHR26392:SF92	71	5	23	Deuterostomia	Echinodermata,Vertebrata	Subfamily not named
PTHR26392	73	5	23	Deuterostomia	Echinodermata,Vertebrata	Mitogen-activated protein kinase kinase kinase 7-related
PTHR46458:SF5	21	7	23	Deuterostomia	Vertebrata	Not found
PTHR16487	4	4	23	Deuterostomia	Acapla,Sackow,Bralan,Vertebrata	Ppp4r2-related protein
PTHR10165:SF103	27	7	23	Deuterostomia	Vertebrata	Fi04477p-related
PTHR45704:SF10	5	5	23	Deuterostomia	Strpur,Sackow,Vertebrata	Subfamily not named
PTHR14093:SF21	111	6	23	Deuterostomia	Strpur,Vertebrata	Subfamily not named
PTHR24543:SF268	124	10	23	Deuterostomia	Petmar,Myxines,Calmil,Osteichthyes	Subfamily not named
PTHR13723:SF291	5	4	19	Chordata	Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR22804:SF54	55	4	23	Deuterostomia	Echinodermata,Sackow,Vertebrata	Not found
PTHR24253:SF139	14	7	23	Deuterostomia	Vertebrata	Not found
PTHR47237	8	3	23	Deuterostomia	Echinodermata,Ptyfla,Bralan,Vertebrata	Family not named
PTHR21093:SF13	6	5	23	Deuterostomia	Echinodermata,Ptyfla,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR24104:SF8	406	8	23	Deuterostomia	Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Nhl repeat-containing protein 3
PTHR24042:SF5	6	5	23	Deuterostomia	Acapla,Sackow,Vertebrata	Re54525p
PTHR24103:SF645	4	3	3	Cephalochordata		Not found
PTHR46513	85	7	23	Deuterostomia	Vertebrata	Family not named
PTHR11407:SF63	43	3	3	Cephalochordata		Not found
PTHR22752	29	10	23	Deuterostomia	Hyperoartia,Eptbur,Osteichthyes	G protein-coupled receptor
PTHR22906:SF21	28	7	23	Deuterostomia	Vertebrata	Subfamily not named
PTHR10907	23	7	23	Deuterostomia	Vertebrata	Regucalcin
PTHR45815:SF2	1	1	1	Brabel		Subfamily not named
PTHR10796:SF92	59	7	23	Deuterostomia	Vertebrata	Patched-related, isoform a
