fid	clg	Bflo	Spu	Blan	Skow	Pfla	Apla	Chipun	Lepocu	Xentro	Galgal	Lepocu	Petmar	Parata
OG_17045	CLGI	BF21877	LOC100888421	BL23118	Sakowv30004941m	pfl_40v0_9_20150316_1g17099	LOC110983067	Chipun_Chipu0000713|alpha1;Chipun_Chipu0001474|beta1;Chipun_Chipu0005774|alpha2;Chipun_Chipu0005014|beta2	Lepocu_ENSLOCG00000007541|alpha1;Lepocu_ENSLOCG00000016105|beta1;Lepocu_ENSLOCG00000010130|alpha2;Lepocu_ENSLOCG00000009212|beta2	Xentro_ppp2r2d|alpha1;Xentro_ppp2r2b|beta1;Xentro_Xetrov90000506m|alpha2	Galgal_ENSGALG00000010471|alpha1;Galgal_ENSGALG00000000235|beta1;Galgal_ENSGALG00000015531|alpha2;Galgal_ENSGALG00000007565|beta2	Lepocu_ENSLOCG00000007541|alpha1;Lepocu_ENSLOCG00000016105|beta1;Lepocu_ENSLOCG00000010130|alpha2;Lepocu_ENSLOCG00000009212|beta2	Petmar_LOC116941205|chrm11	Parata_EA45526|chr2
OG_68	CLGI	BF21359	LOC594323	BL95955	Sakowv30040740m	pfl_40v0_9_20150316_1g18088	LOC110979921	Chipun_Chipu0017235|alpha1	Lepocu_ENSLOCG00000012727|alpha1;Lepocu_ENSLOCG00000015351|beta1;Lepocu_ENSLOCG00000003057|alpha2	Xentro_Xetrov90017730m|alpha1;Xentro_prom2|beta1;Xentro_prom1|alpha2	Galgal_ENSGALG00000007645|alpha1;Galgal_ENSGALG00000041347|beta1;Galgal_ENSGALG00000014496|alpha2	Lepocu_ENSLOCG00000012727|alpha1;Lepocu_ENSLOCG00000015351|beta1;Lepocu_ENSLOCG00000003057|alpha2	Petmar_PROM1|chrm9;Petmar_LOC116941351|chrm11	Parata_EA44585|chr2;Parata_EA46401|chr2
OG_694.16	CLGI	BF21880	FGFR	BL15501	Sakowv30016931m	pfl_40v0_9_20150316_1g5639	LOC110973888	Chipun_Chipu0000653|alpha1;Chipun_Chipu0001432|beta1;Chipun_Chipu0016749|beta2	Lepocu_ENSLOCG00000008752|alpha1;Lepocu_ENSLOCG00000014985|beta1;Lepocu_ENSLOCG00000007042|alpha2;Lepocu_ENSLOCG00000012293|beta2	Xentro_fgfr2|alpha1;Xentro_fgfr4|beta1;Xentro_fgfr3|alpha2	Galgal_ENSGALG00000009495|alpha1;Galgal_ENSGALG00000039786|beta1;Galgal_ENSGALG00000015708|alpha2;Galgal_ENSGALG00000028543|beta2	Lepocu_ENSLOCG00000008752|alpha1;Lepocu_ENSLOCG00000014985|beta1;Lepocu_ENSLOCG00000007042|alpha2;Lepocu_ENSLOCG00000012293|beta2	Petmar_LOC116941332|chrm11;Petmar_LOC116940485|chrm9	Parata_EA41636|chr2;Parata_EA71700|chr12
OG_17015	CLGI	BF21837	LOC580110		Sakowv30041844m	pfl_40v0_9_20150316_1g14995	LOC110979911	Chipun_Chipu0007990|beta2	Lepocu_ENSLOCG00000009167|beta2	Xentro_bnip1|beta1	Galgal_ENSGALG00000002882|beta2	Lepocu_ENSLOCG00000009167|beta2		
OG_314	CLGI	BF21360	LOC577780	BL00925	Sakowv30039991m	pfl_40v0_9_20150316_1g3892	LOC110982453	Chipun_Chipu0012500|alpha1;Chipun_Chipu0004592|beta2	Lepocu_ENSLOCG00000011958|alpha1;Lepocu_ENSLOCG00000010766|beta2	Xentro_sh3pxd2a|alpha1;Xentro_sh3pxd2b|beta1	Galgal_ENSGALG00000008293|alpha1;Galgal_ENSGALG00000002831|beta2	Lepocu_ENSLOCG00000011958|alpha1;Lepocu_ENSLOCG00000010766|beta2	Petmar_SH3PXD2B|chrm9;Petmar_SH3PXD2A|chrm11	Parata_EA42484|chr2;Parata_EA71229|chr12;Parata_EA45930|chr2
OG_17004	CLGI	BF21925		BL07342				Chipun_Chipu0005760|alpha2;Chipun_Chipu0007997|beta2	Lepocu_ENSLOCG00000009986|alpha2;Lepocu_ENSLOCG00000010853|beta2	Xentro_hmp19|beta1;Xentro_nsg1|alpha2	Galgal_ENSGALG00000015010|alpha2;Galgal_ENSGALG00000028602|beta2	Lepocu_ENSLOCG00000009986|alpha2;Lepocu_ENSLOCG00000010853|beta2	Petmar_LOC116941438|chrm11;Petmar_LOC116940709|chrm9	Parata_EA44094|chr2
OG_1698	CLGI	BF21872		BL00095				Chipun_Chipu0018407|alpha2;Chipun_Chipu0004726|beta2	Lepocu_ENSLOCG00000009620|alpha2;Lepocu_ENSLOCG00000011618|beta2	Xentro_cplx2|beta1;Xentro_cplx1|alpha2	Galgal_ENSGALG00000027920|beta2	Lepocu_ENSLOCG00000009620|alpha2;Lepocu_ENSLOCG00000011618|beta2	Petmar_CPLX1|chrm9	Parata_EA71392|chr12
OG_1056	CLGI	BF21453	LOC586860	BL23691	Sakowv30046119m	pfl_40v0_9_20150316_1g12117	LOC110984533	Chipun_Chipu0021164|alpha1;Chipun_Chipu0010973|alpha2	Lepocu_ENSLOCG00000009078|alpha1;Lepocu_ENSLOCG00000012076|alpha2	Xentro_hpse2|alpha1;Xentro_hpse|alpha2	Galgal_ENSGALG00000007508|alpha1;Galgal_ENSGALG00000011203|alpha2	Lepocu_ENSLOCG00000009078|alpha1;Lepocu_ENSLOCG00000012076|alpha2	Petmar_LOC116940692|chrm9	Parata_EA72339|chr12
OG_3126	CLGI	BF21912	LOC577011	BL12619	Sakowv30001552m	pfl_40v0_9_20150316_1g18772	LOC110989486	Chipun_Chipu0004727|beta2	Lepocu_ENSLOCG00000011610|beta2	Xentro_thoc3-like|beta1	Galgal_ENSGALG00000024172|beta2	Lepocu_ENSLOCG00000011610|beta2	Petmar_THOC3|chrm9	Parata_EA71151|chr12
OG_7046	CLGI	BF21963	LOC115918627	BL23375	Sakowv30007566m		LOC110985112	Chipun_Chipu0000692|alpha1;Chipun_Chipu0001442|beta1;Chipun_Chipu0012269|beta2	Lepocu_ENSLOCG00000007223|alpha1;Lepocu_ENSLOCG00000009912|alpha2;Lepocu_ENSLOCG00000009656|beta2	Xentro_blnk|alpha1;Xentro_lcp2|beta1;Xentro_clnk|alpha2	Galgal_ENSGALG00000006973|alpha1;Galgal_ENSGALG00000002113|beta2	Lepocu_ENSLOCG00000007223|alpha1;Lepocu_ENSLOCG00000009912|alpha2;Lepocu_ENSLOCG00000009656|beta2	Petmar_LOC116941236|chrm11	Parata_EA44551|chr2;Parata_EA41895|chr2
OG_106	CLGI	BF21934	LOC585343	BL23043	Sakowv30038490m	pfl_40v0_9_20150316_1g17092	LOC110973854	Chipun_Chipu0021346|beta1;Chipun_Chipu0010965|alpha2	Lepocu_ENSLOCG00000015042|beta1;Lepocu_ENSLOCG00000012133|alpha2	Xentro_agpat6|beta1;Xentro_LOC100485787|alpha2	Galgal_ENSGALG00000003518|beta1;Galgal_ENSGALG00000043256|alpha2	Lepocu_ENSLOCG00000015042|beta1;Lepocu_ENSLOCG00000012133|alpha2	Petmar_LOC116941389|chrm11	Parata_EA46182|chr2
OG_7055	CLGI	BF21341	LOC105442316	BL08669	Sakowv30025044m	pfl_40v0_9_20150316_1g2832	LOC110977078	Chipun_Chipu0019862|alpha1;Chipun_Chipu0013756|beta2	Lepocu_ENSLOCG00000012809|alpha1;Lepocu_ENSLOCG00000003341|alpha2;Lepocu_ENSLOCG00000012214|beta2	Xentro_slit1|alpha1;Xentro_Xetrov90007516m|beta1;Xentro_slit2|alpha2	Galgal_ENSGALG00000042871|alpha1;Galgal_ENSGALG00000041121|alpha2;Galgal_ENSGALG00000001916|beta2	Lepocu_ENSLOCG00000012809|alpha1;Lepocu_ENSLOCG00000003341|alpha2;Lepocu_ENSLOCG00000012214|beta2	Petmar_LOC116941376|chrm11	Parata_EA71541|chr12;Parata_EA69785|chr12;Parata_EA41854|chr2
OG_2115	CLGI	BF21713	LOC590061	BL15518	Sakowv30019385m	pfl_40v0_9_20150316_1g22347	LOC110977050	Chipun_Chipu0018363|beta2	Lepocu_ENSLOCG00000002151|alpha2;Lepocu_ENSLOCG00000011861|beta2	Xentro_pank1-like|alpha1;Xentro_pank3|beta1;Xentro_pank2-like|alpha2	Galgal_ENSGALG00000006431|alpha1;Galgal_ENSGALG00000015978|alpha2;Galgal_ENSGALG00000001895|beta2	Lepocu_ENSLOCG00000002151|alpha2;Lepocu_ENSLOCG00000011861|beta2	Petmar_LOC116940666|chrm9	
OG_2019	CLGI	BF21931	LOC576870	BL21899	Sakowv30039841m		LOC110973954	Chipun_Chipu0000703|alpha1;Chipun_Chipu0010964|alpha2	Lepocu_ENSLOCG00000007395|alpha1;Lepocu_ENSLOCG00000012142|alpha2	Xentro_nkx6-2|alpha1;Xentro_nkx6-1|alpha2	Galgal_ENSGALG00000010500|alpha1;Galgal_ENSGALG00000032545|alpha2	Lepocu_ENSLOCG00000007395|alpha1;Lepocu_ENSLOCG00000012142|alpha2	Petmar_LOC116941392|chrm11;Petmar_LOC116940658|chrm9	Parata_EA45870|chr2;Parata_EA69735|chr12
OG_3331	CLGI	BF21651	LOC579633	BL17532	Sakowv30046010m	pfl_40v0_9_20150316_1g23174		Chipun_Chipu0006996|alpha1	Lepocu_ENSLOCG00000004236|alpha1;Lepocu_ENSLOCG00000002465|alpha2	Xentro_paox|alpha1	Galgal_ENSGALG00000003557|alpha1;Galgal_ENSGALG00000015977|alpha2	Lepocu_ENSLOCG00000004236|alpha1;Lepocu_ENSLOCG00000002465|alpha2	Petmar_SMOX|chrm11;Petmar_PAOX|chrm11	Parata_EA43876|chr2
OG_7054	CLGI	BF21702	LOC580360	BL24679	Sakowv30001503m	pfl_40v0_9_20150316_1g24047	LOC110983388	Chipun_Chipu0012765|alpha2;Chipun_Chipu0019676|beta2	Lepocu_ENSLOCG00000006897|alpha2;Lepocu_ENSLOCG00000011975|beta2	Xentro_zfyve28-like.2|beta1	Galgal_ENSGALG00000037214|alpha2;Galgal_ENSGALG00000029109|beta2	Lepocu_ENSLOCG00000006897|alpha2;Lepocu_ENSLOCG00000011975|beta2		
OG_8645	CLGI	BF21825		BL13432	Sakowv30006426m	pfl_40v0_9_20150316_1g1556		Chipun_Chipu0001477|beta1;Chipun_Chipu0015670|beta2	Lepocu_ENSLOCG00000016099|beta1;Lepocu_ENSLOCG00000002516|alpha2;Lepocu_ENSLOCG00000009467|beta2	Xentro_LOC100492776|beta1;Xentro_LOC100495969|alpha2	Galgal_ENSGALG00000000469|beta1;Galgal_ENSGALG00000038787|alpha2;Galgal_ENSGALG00000001416|beta2	Lepocu_ENSLOCG00000016099|beta1;Lepocu_ENSLOCG00000002516|alpha2;Lepocu_ENSLOCG00000009467|beta2	Petmar_LOC116940645|chrm9;Petmar_LOC116941300|chrm11	Parata_EA70928|chr12;Parata_EA44591|chr2;Parata_EA39835|chr2
OG_18067	CLGI	BF21339	LOC579520	BL20500	Sakowv30012654m	pfl_40v0_9_20150316_1g166	LOC110982478	Chipun_Chipu0000618|alpha1;Chipun_Chipu0019333|beta1;Chipun_Chipu0004600|beta2	Lepocu_ENSLOCG00000012991|alpha1;Lepocu_ENSLOCG00000014865|beta1;Lepocu_ENSLOCG00000010240|alpha2;Lepocu_ENSLOCG00000009374|beta2	Xentro_ablim3|beta1;Xentro_Xetrov90000508m|alpha2	Galgal_ENSGALG00000009048|alpha1;Galgal_ENSGALG00000043448|alpha2;Galgal_ENSGALG00000002790|beta2	Lepocu_ENSLOCG00000012991|alpha1;Lepocu_ENSLOCG00000014865|beta1;Lepocu_ENSLOCG00000010240|alpha2;Lepocu_ENSLOCG00000009374|beta2	Petmar_LOC116941326|chrm11;Petmar_LOC116940596|chrm9	Parata_EA69912|chr12;Parata_EA44581|chr2;Parata_EA42361|chr2
OG_18098	CLGI	BF18806	LOC585872	BL12464	Sakowv30002247m	pfl_40v0_9_20150316_1g5763	LOC110988183	Chipun_Chipu0007994|beta2	Lepocu_ENSLOCG00000009189|beta2	Xentro_rpl26|beta1	Galgal_ENSGALG00000002868|beta2	Lepocu_ENSLOCG00000009189|beta2	Petmar_LOC116941435|chrm11	Parata_EA42054|chr2
OG_5770	CLGI	BF21466	LOC577425	BL11510	Sakowv30036595m		LOC110979923	Chipun_Chipu0009458|alpha1	Lepocu_ENSLOCG00000012717|alpha1;Lepocu_ENSLOCG00000003158|alpha2	Xentro_ldb1|alpha1;Xentro_ldb2|alpha2	Galgal_ENSGALG00000007641|alpha1;Galgal_ENSGALG00000014485|alpha2	Lepocu_ENSLOCG00000012717|alpha1;Lepocu_ENSLOCG00000003158|alpha2	Petmar_LOC116941349|chrm11	Parata_EA69956|chr12;Parata_EA71706|chr12;Parata_EA41620|chr2;Parata_EA42746|chr2;Parata_EA68898|chr12;Parata_EA71861|chr12
OG_5758	CLGI	BF21705	LOC100892480	BL24682	Sakowv30003150m	pfl_40v0_9_20150316_1g6197	LOC110985096	Chipun_Chipu0018443|alpha1;Chipun_Chipu0020885|beta1	Lepocu_ENSLOCG00000018242|alpha1;Lepocu_ENSLOCG00000014955|beta1;Lepocu_ENSLOCG00000017728|alpha2	Xentro_LOC100493271|beta1	Galgal_ENSGALG00000020656|alpha1;Galgal_ENSGALG00000003142|beta1	Lepocu_ENSLOCG00000018242|alpha1;Lepocu_ENSLOCG00000014955|beta1;Lepocu_ENSLOCG00000017728|alpha2	Petmar_LOC116941411|chrm11;Petmar_PRLHR|chrm9	
OG_6230	CLGI	BF21643	LOC581992	BL15774	Sakowv30040829m	pfl_40v0_9_20150316_1g18773	LOC110977070	Chipun_Chipu0000729|alpha1	Lepocu_ENSLOCG00000007685|alpha1;Lepocu_ENSLOCG00000009392|alpha2	Xentro_foxi2|alpha1;Xentro_foxi1|beta1;Xentro_foxi4.2|alpha2	Galgal_ENSGALG00000037457|alpha2;Galgal_ENSGALG00000002105|beta2	Lepocu_ENSLOCG00000007685|alpha1;Lepocu_ENSLOCG00000009392|alpha2	Petmar_LOC116941307|chrm11;Petmar_LOC116940455|chrm9	Parata_EA40423|chr2;Parata_EA71945|chr12
OG_1750	CLGI		LOC576401	BL95845	Sakowv30044717m		LOC110987887		Lepocu_ENSLOCG00000009616|beta2	Xentro_Xetrov90007767m|beta1	Galgal_ENSGALG00000037646|beta2	Lepocu_ENSLOCG00000009616|beta2	Petmar_BRD8|chrm11	Parata_EA41193|chr2
OG_18656	CLGI	BF08091	LOC115918625	BL04922	Sakowv30022333m	pfl_40v0_9_20150316_1g18086	LOC110973812	Chipun_Chipu0007982|beta2	Lepocu_ENSLOCG00000009410|beta2	Xentro_Xetrov90007204m|beta1	Galgal_ENSGALG00000034414|beta2	Lepocu_ENSLOCG00000009410|beta2		
OG_5604	CLGI	BF21322	LOC586779	BL05286	Sakowv30001079m		LOC110987885	Chipun_Chipu0018219|alpha1;Chipun_Chipu0013776|beta1	Lepocu_ENSLOCG00000011721|alpha1;Lepocu_ENSLOCG00000015254|beta1;Lepocu_ENSLOCG00000002324|alpha2	Xentro_wbp1l|alpha1	Galgal_ENSGALG00000041010|alpha1	Lepocu_ENSLOCG00000011721|alpha1;Lepocu_ENSLOCG00000015254|beta1;Lepocu_ENSLOCG00000002324|alpha2	Petmar_WBP1L|chrm11;Petmar_LOC116940434|chrm9	Parata_EA44436|chr2;Parata_EA71160|chr12
OG_18284	CLGI	BF23950	LOC581419	BL21376	Sakowv30012653m	pfl_40v0_9_20150316_1g4372	LOC110979960	Chipun_Chipu0005017|beta2	Lepocu_ENSLOCG00000001669|alpha2;Lepocu_ENSLOCG00000009293|beta2	Xentro_rnf145|beta1;Xentro_LOC100127651|alpha2	Galgal_ENSGALG00000003691|beta2	Lepocu_ENSLOCG00000001669|alpha2;Lepocu_ENSLOCG00000009293|beta2	Petmar_LOC116940744|chrm9	Parata_EA70435|chr12;Parata_EA69215|chr12
OG_518	CLGI	BF21988	LOC100891378	BL04943	Sakowv30045818m	pfl_40v0_9_20150316_1g2864	LOC110973773	Chipun_Chipu0008629|alpha1;Chipun_Chipu0017707|beta1;Chipun_Chipu0022845|beta2	Lepocu_ENSLOCG00000007899|alpha1;Lepocu_ENSLOCG00000015675|beta1;Lepocu_ENSLOCG00000002014|alpha2	Xentro_mmp21|alpha1;Xentro_LOC100492075|beta1		Lepocu_ENSLOCG00000007899|alpha1;Lepocu_ENSLOCG00000015675|beta1;Lepocu_ENSLOCG00000002014|alpha2	Petmar_LOC116941311|chrm11;Petmar_LOC116941310|chrm11	
OG_5909	CLGI	BF21431	LOC590497	BL01848	Sakowv30008065m	pfl_40v0_9_20150316_1g16212	LOC110973857	Chipun_Chipu0012761|alpha2;Chipun_Chipu0019677|beta2	Lepocu_ENSLOCG00000013548|alpha2;Lepocu_ENSLOCG00000011965|beta2	Xentro_fam193b|beta1;Xentro_fam193a-like|alpha2	Galgal_ENSGALG00000015667|alpha2;Galgal_ENSGALG00000040787|beta2	Lepocu_ENSLOCG00000013548|alpha2;Lepocu_ENSLOCG00000011965|beta2	Petmar_FAM193A|chrm9	Parata_EA69553|chr12;Parata_EA69216|chr12
OG_18950	CLGI	BF08122	LOC763557	BL20499	Sakowv30007135m	pfl_40v0_9_20150316_1g33979	LOC110981279	Chipun_Chipu0004403|alpha1;Chipun_Chipu0027221|beta1;Chipun_Chipu0008235|alpha2	Lepocu_ENSLOCG00000006006|alpha1;Lepocu_ENSLOCG00000016085|beta1;Lepocu_ENSLOCG00000017547|alpha2	Xentro_ppp1r3c.1|alpha1;Xentro_ppp1r3b|alpha2	Galgal_ENSGALG00000006670|alpha1;Galgal_ENSGALG00000003492|beta1;Galgal_ENSGALG00000030303|alpha2	Lepocu_ENSLOCG00000006006|alpha1;Lepocu_ENSLOCG00000016085|beta1;Lepocu_ENSLOCG00000017547|alpha2	Petmar_LOC116940661|chrm9	Parata_EA71913|chr12
OG_20055	CLGI		SLBP	BL04076	Sakowv30008092m	pfl_40v0_9_20150316_1g13628	LOC110977060		Lepocu_ENSLOCG00000011027|alpha2	Xentro_LOC100487104-like|beta1;Xentro_slbp|alpha2	Galgal_ENSGALG00000029456|alpha2	Lepocu_ENSLOCG00000011027|alpha2	Petmar_SLBP|chrm11	Parata_EA43840|chr2
OG_18940	CLGI	BF16426	LOC105441784	BL04898	Sakowv30010939m	pfl_40v0_9_20150316_1g131	LOC110973860	Chipun_Chipu0000610|alpha1	Lepocu_ENSLOCG00000009586|alpha1;Lepocu_ENSLOCG00000001328|alpha2	Xentro_hspa12b|alpha2	Galgal_ENSGALG00000009248|alpha1	Lepocu_ENSLOCG00000009586|alpha1;Lepocu_ENSLOCG00000001328|alpha2	Petmar_LOC116940572|chrm9	Parata_EA72388|chr12
OG_1920	CLGI	BF09653	LOC115924030	BL24695	Sakowv30008119m	pfl_40v0_9_20150316_1g14968	LOC110973958	Chipun_Chipu0016580|alpha1;Chipun_Chipu0019876|beta2	Lepocu_ENSLOCG00000012753|alpha1;Lepocu_ENSLOCG00000015636|beta1;Lepocu_ENSLOCG00000012515|alpha2;Lepocu_ENSLOCG00000009667|beta2	Xentro_kcnip2-like|alpha1;Xentro_kcnip1-like|beta1;Xentro_kcnip4-like|alpha2	Galgal_ENSGALG00000007666|alpha1;Galgal_ENSGALG00000034621|alpha2;Galgal_ENSGALG00000002132|beta2	Lepocu_ENSLOCG00000012753|alpha1;Lepocu_ENSLOCG00000015636|beta1;Lepocu_ENSLOCG00000012515|alpha2;Lepocu_ENSLOCG00000009667|beta2	Petmar_LOC116941355|chrm11;Petmar_LOC116940471|chrm9;Petmar_LOC116941353|chrm11	Parata_EA39872|chr2;Parata_EA45604|chr2
OG_5403	CLGI	BF09689	LOC115918215	BL20023		pfl_40v0_9_20150316_1g21037	LOC110973864	Chipun_Chipu0012056|alpha1	Lepocu_ENSLOCG00000006821|alpha1;Lepocu_ENSLOCG00000005167|alpha2	Xentro_rtkn2|alpha1	Galgal_ENSGALG00000002980|alpha1	Lepocu_ENSLOCG00000006821|alpha1;Lepocu_ENSLOCG00000005167|alpha2	Petmar_LOC116941216|chrm11;Petmar_RTKN|chrm9	Parata_EA41184|chr2;Parata_EA42093|chr2;Parata_EA69290|chr12;Parata_EA71380|chr12
OG_5568	CLGI	BF21915		BL03664	Sakowv30039726m	pfl_40v0_9_20150316_1g31930	LOC110973910	Chipun_Chipu0004406|alpha1;Chipun_Chipu0013891|beta2	Lepocu_ENSLOCG00000018230|alpha1;Lepocu_ENSLOCG00000017983|beta1;Lepocu_ENSLOCG00000018034|alpha2;Lepocu_ENSLOCG00000010837|beta2	Xentro_drd1c|alpha1;Xentro_drd1|beta1;Xentro_LOC100495174|alpha2	Galgal_ENSGALG00000006540|alpha1;Galgal_ENSGALG00000014975|alpha2;Galgal_ENSGALG00000039698|beta2	Lepocu_ENSLOCG00000018230|alpha1;Lepocu_ENSLOCG00000017983|beta1;Lepocu_ENSLOCG00000018034|alpha2;Lepocu_ENSLOCG00000010837|beta2	Petmar_LOC116940611|chrm9	Parata_EA40179|chr2;Parata_EA56347|chr12
OG_5599	CLGI	BF21387	LOC115918650	BL17205	Sakowv30040142m	pfl_40v0_9_20150316_1g27074	LOC110973949	Chipun_Chipu0030046|beta1	Lepocu_ENSLOCG00000002104|alpha2			Lepocu_ENSLOCG00000002104|alpha2		
OG_17442	CLGI	BF08121	LOC584322	BL24196	Sakowv30010916m	pfl_40v0_9_20150316_1g4734	LOC110981266	Chipun_Chipu0000684|alpha1;Chipun_Chipu0007983|beta2	Lepocu_ENSLOCG00000007131|alpha1;Lepocu_ENSLOCG00000009876|alpha2;Lepocu_ENSLOCG00000009131|beta2	Xentro_cpeb3|alpha1;Xentro_cpeb4-like|beta1;Xentro_cpeb2-like|alpha2	Galgal_ENSGALG00000006912|alpha1;Galgal_ENSGALG00000014516|alpha2;Galgal_ENSGALG00000033512|beta2	Lepocu_ENSLOCG00000007131|alpha1;Lepocu_ENSLOCG00000009876|alpha2;Lepocu_ENSLOCG00000009131|beta2	Petmar_CPEB3|chrm11	Parata_EA41197|chr2
OG_19321	CLGI	BF21789		BL13106				Chipun_Chipu0000371|beta2	Lepocu_ENSLOCG00000011676|alpha2;Lepocu_ENSLOCG00000010731|beta2	Xentro_Xetrov90007307m|beta1;Xentro_atp10d|alpha2	Galgal_ENSGALG00000014192|alpha2;Galgal_ENSGALG00000001662|beta2	Lepocu_ENSLOCG00000011676|alpha2;Lepocu_ENSLOCG00000010731|beta2		
OG_6683	CLGI	BF17602	LOC100893839	BL20882		pfl_40v0_9_20150316_1g3965	LOC110983065	Chipun_Chipu0011504|alpha1	Lepocu_ENSLOCG00000012823|alpha1;Lepocu_ENSLOCG00000003324|alpha2	Xentro_Xetrov90017736m|alpha1;Xentro_LOC100488173|alpha2	Galgal_ENSGALG00000028512|alpha1;Galgal_ENSGALG00000037588|alpha2	Lepocu_ENSLOCG00000012823|alpha1;Lepocu_ENSLOCG00000003324|alpha2	Petmar_LOC116940649|chrm9;Petmar_LOC116941465|chrm11	Parata_EA72332|chr12;Parata_EA71869|chr12;Parata_EA68988|chr12;Parata_EA70259|chr12
OG_5393	CLGI	BF18845	Msx	BL24026	Sakowv30040084m		LOC110983414	Chipun_Chipu0016158|alpha1;Chipun_Chipu0005763|alpha2;Chipun_Chipu0013892|beta2	Lepocu_ENSLOCG00000004331|alpha1;Lepocu_ENSLOCG00000010008|alpha2;Lepocu_ENSLOCG00000010846|beta2	Xentro_msx2|beta1;Xentro_msx1|alpha2	Galgal_ENSGALG00000015013|alpha2;Galgal_ENSGALG00000038848|beta2	Lepocu_ENSLOCG00000004331|alpha1;Lepocu_ENSLOCG00000010008|alpha2;Lepocu_ENSLOCG00000010846|beta2	Petmar_LOC103091760|chrm9;Petmar_LOC103091793|chrm11	Parata_EA71581|chr12;Parata_EA40635|chr2
OG_18496	CLGI	BF06745	LOC100889714	BL19461	Sakowv30011013m	pfl_40v0_9_20150316_1g6963	LOC110973883	Chipun_Chipu0012092|alpha1;Chipun_Chipu0001472|beta1;Chipun_Chipu0026482|beta2	Lepocu_ENSLOCG00000007615|alpha1;Lepocu_ENSLOCG00000015225|beta1;Lepocu_ENSLOCG00000001693|alpha2;Lepocu_ENSLOCG00000009282|beta2	Xentro_ebf3-like|alpha1;Xentro_ebf1-like|beta1;Xentro_Xetrov90000278m|alpha2	Galgal_ENSGALG00000010461|alpha1;Galgal_ENSGALG00000000242|beta1;Galgal_ENSGALG00000003699|beta2	Lepocu_ENSLOCG00000007615|alpha1;Lepocu_ENSLOCG00000015225|beta1;Lepocu_ENSLOCG00000001693|alpha2;Lepocu_ENSLOCG00000009282|beta2	Petmar_LOC116940626|chrm9;Petmar_LOC116941316|chrm11	Parata_EA72678|chr12;Parata_EA40311|chr2
OG_583	CLGI	BF21419	LOC577584	BL25006	Sakowv30040823m	pfl_40v0_9_20150316_1g18776	LOC110983416	Chipun_Chipu0016499|alpha1	Lepocu_ENSLOCG00000004406|alpha1;Lepocu_ENSLOCG00000001547|alpha2	Xentro_spef1|alpha2		Lepocu_ENSLOCG00000004406|alpha1;Lepocu_ENSLOCG00000001547|alpha2	Petmar_SPEF1|chrm9	Parata_EA56389|chr12
OG_5389	CLGI	BF21845	LOC115918655	BL15863	Sakowv30006413m	pfl_40v0_9_20150316_1g23439	LOC110979918	Chipun_Chipu0012496|alpha1	Lepocu_ENSLOCG00000012714|alpha1;Lepocu_ENSLOCG00000012350|alpha2	Xentro_pprc1-like|alpha1;Xentro_ppargc1a|alpha2	Galgal_ENSGALG00000020742|alpha1;Galgal_ENSGALG00000042851|alpha2	Lepocu_ENSLOCG00000012714|alpha1;Lepocu_ENSLOCG00000012350|alpha2	Petmar_LOC116941363|chrm11	Parata_EA42386|chr2
OG_19028	CLGI	BF21389	LOC591895	BL12098	Sakowv30009701m	pfl_40v0_9_20150316_1g27588	LOC110973792	Chipun_Chipu0000709|alpha1;Chipun_Chipu0005766|alpha2;Chipun_Chipu0005012|beta2	Lepocu_ENSLOCG00000007451|alpha1;Lepocu_ENSLOCG00000010032|alpha2;Lepocu_ENSLOCG00000010793|beta2	Xentro_stk32c|alpha1;Xentro_stk32a|beta1;Xentro_stk32b|alpha2	Galgal_ENSGALG00000020615|alpha1;Galgal_ENSGALG00000029510|alpha2;Galgal_ENSGALG00000029195|beta2	Lepocu_ENSLOCG00000007451|alpha1;Lepocu_ENSLOCG00000010032|alpha2;Lepocu_ENSLOCG00000010793|beta2	Petmar_LOC116940431|chrm9	Parata_EA71995|chr12
OG_19116	CLGI	BF21771	LOC591855	BL13107	Sakowv30011034m	pfl_40v0_9_20150316_1g140	LOC110976490	Chipun_Chipu0007977|beta2	Lepocu_ENSLOCG00000009452|beta2	Xentro_pwwp2a-like|beta1	Galgal_ENSGALG00000038202|beta2	Lepocu_ENSLOCG00000009452|beta2		Parata_EA41788|chr2
OG_666	CLGI	BF21976		BL07056	Sakowv30040793m	pfl_40v0_9_20150316_1g2972	LOC110979874	Chipun_Chipu0000717|alpha1;Chipun_Chipu0005016|beta2	Lepocu_ENSLOCG00000007558|alpha1;Lepocu_ENSLOCG00000009227|beta2	Xentro_tcerg1-like|beta1	Galgal_ENSGALG00000010470|alpha1;Galgal_ENSGALG00000007528|beta2	Lepocu_ENSLOCG00000007558|alpha1;Lepocu_ENSLOCG00000009227|beta2	Petmar_TCERG1|chrm11	Parata_EA43243|chr2
OG_5577	CLGI	BF21826		BL02851				Chipun_Chipu0004588|beta2	Lepocu_ENSLOCG00000017884|beta1;Lepocu_ENSLOCG00000012209|alpha2;Lepocu_ENSLOCG00000012176|beta2	Xentro_LOC100493952-like|beta1;Xentro_LOC100496115|alpha2	Galgal_ENSGALG00000001383|beta2	Lepocu_ENSLOCG00000017884|beta1;Lepocu_ENSLOCG00000012209|alpha2;Lepocu_ENSLOCG00000012176|beta2		Parata_EA72236|chr12
